,rate,user,comment,comment_time,helpful
107,5 stars,Gaurav,"Very helpful extension for shopping which gives the basic price idea of the product.
Thank you",2023-12-21,
108,5 stars,Nimesh Documents,Excellent extension for day to day online shopping.,2023-12-21,
109,5 stars,Prasun Gaming,VERY GOOD AND USEFUL EXTENSION FOR ONLINE SHOPPING. IN MY OPINION IT IS ONE OF THE BEST EXTENSION YOU CAN FIND IN EXTENSION STORE! COUPONS APPLIED AUTOMATICALLY VERY USEFUL FEATURE TOO,2023-12-21,
110,5 stars,manas vijayvargiya,"Its really a great extension for making a purchase decision on e-commerce sites, as it helps you see what has been the lowest price and the average price of a particular product.",2023-12-21,
111,5 stars,ITZ JD LIVE,"Buyhatke stands out as a stellar shopping companion! The platform's user-friendly interface and comprehensive price comparison features make navigating through various products a breeze. The real-time price drop alerts are a game-changer, ensuring users snag the best deals available. The seamless integration across multiple platforms simplifies the shopping experience, making Buyhatke an invaluable tool for smart and savvy shoppers. Keep up the fantastic work!",2023-12-21,
112,5 stars,mahesh B,"Price Comparison: The extension's ability to compare prices across various platforms has saved me both time and money. It's incredibly convenient to have all the information I need in one place.

Real-Time Notifications: The real-time price drop notifications are a game-changer. I love being alerted when there's a significant price drop on a product I'm interested in.

Deals and Coupons: The extension consistently helps me discover the best deals and available coupons, ensuring that I never m... Show more",2023-12-21,
113,5 stars,Siddharth Singh,"i have used multiple price trackers on telegram and chrome extensions, but this one by far is the best. love using buyhatke",2023-12-21,
114,5 stars,Ankit mangal,I have been using this extension for 1 year now and I swear this is the best Chrome extension I have come across for shopping. It is amazing and has helped me save 3000 rupees since I started using it. And many more to save. I loved this extension and also recommended it to my friends and family about this extension. Your services are excellent.,2023-12-21,
115,5 stars,prashanta chowdhury,its good to use . if you try to know the price of the product of your need you can see the maximum price drop of the product,2023-12-21,
116,3 stars,Nithin Raj Chennayolla,"Overall, I'd give Buyhatke Extension a 3.5 out of 5 stars. It's a powerful tool for price comparison and deal hunting, but it has some room for improvement.",2023-12-21,
117,5 stars,Nilesh garg,"i have been using this extention long before the venom techs recommendations, very useful for price alerts etc! this extention is best price alert extention :)",2023-12-21,
118,5 stars,Prashant Jain,by hatke helped me alot in finding a good future phone for me i will surely use it again and again in future,2023-12-21,
119,5 stars,Achlendra Pratap,NICE AND HELPFUL CONTENT,2023-12-21,
120,5 stars,ANJALI MALKOTI,"It is the best extension i have used in my life as it is very helpful in finding the best deal for the product we want to buy .
Thank u guys for making this extension available for people like us who want to grab great deals .",2023-12-21,
121,5 stars,Dev Pathak,this is the very useful and i use buyhatke many times ago,2023-12-21,
122,5 stars,Hariom Shakya,I use buyhatke for many times and it is very useful.,2023-12-21,
123,5 stars,Ashish K jagirdar,i buy a lot of stuff from amzon nd noe i realise hoe much i could have saved if i used this extention . truly an amazing extention to chrome,2023-12-21,
124,5 stars,adil gagan,easy to use and very helpful tracker to know the real price,2023-12-21,
125,5 stars,TheElactix,"Dear Buyhatke Team,

I wanted to take a moment to express my gratitude and share my outstanding experience with the Buyhatke Extension. As an avid online shopper, I have tried various tools to enhance my shopping experience, and I must say that Buyhatke stands out as a game-changer.

Here are a few reasons why I am impressed:

Seamless Price Comparison: The extension provides real-time price comparisons across multiple platforms, ensuring that I never miss out on the best deals. This feature ... Show more",2023-12-21,
126,5 stars,Siddhesh Parate,Very useful because it lets you know when price drop happens and you can save money,2023-12-21,1 person found this review to be helpful
127,5 stars,Rajat Yadav,"It is a great extension to save money best feature is price graph and you can set alerts of amount before this i was using another extension which lags most time it contains side on site which creates no disturbance it also contain coupons which are sometime helpful.
Thank you , BUTHATKE",2023-12-21,1 person found this review to be helpful
128,5 stars,Love Khokhar,This is the best extension I have downloaded in my browser so far. Thanks for providing the best features of it for free.,2023-12-21,
129,5 stars,Rohit kunwar,"The ability to track price history has been an absolute game-changer for me as a consumer. It's not only a fantastic tool for saving money but also for making informed purchase decisions.

Thank you BUYHATKE!",2023-12-21,
130,5 stars,Ekant Kumar Panda,"I'VE SEEN LOT OF EXTENSION THEY ARE  SOMETIMES MESSY BUT IN THIS BUYHATKE EXTENSION IT'S NEAT AND CLEAN , ANYONE CAN EASY TO UNDERSTAND AND  TO INSTALL IN CHROME TO GET BETTER BENEFIT'S  WHEN BUYING SOMETHING ONLINE STORE.

THERE ARE MANY FAVOURITE THING IN THIS EXTENSION  ,
BUT MY PERSONAL FAVOURITE THING IN THIS EXTENSION ARE = ""PRICE ALERT MODE"" AND "" PRICE GRAPH HISTORY""
I",2023-12-21,
131,5 stars,Babul,"As a self-proclaimed online shopping enthusiast (read: addict), I'm constantly on the hunt for the best deals and ways to stretch my budget. That's when I stumbled upon Buyhatke's Chrome extension, and let me tell you, it's been a game-changer! ...Price drops? I'll catch them!,  Coupon codes made effortless,  The user-friendly cherry on top,More than just savings.",2023-12-21,
132,5 stars,Sai Lokesh,"I recently started using Buy hatke and it has completely transformed the way I shop online. This tool is an absolute game-changer for me ,and I couldn't be happier with the results.
I actually avoided some products with fake discounts using buy hatke",2023-12-21,
133,5 stars,Dinesh Patra,"I recently had the pleasure of using Buyhatke's services, and I wanted to express my satisfaction with the overall experience. The platform provided a seamless and user-friendly interface, making my shopping journey enjoyable and efficient.",2023-12-21,
134,5 stars,Retard,"It is best tracker I've used, comes with a ton of feature I find missing in other extension.",2023-12-21,
135,5 stars,HB Gamerz,"MY REAL EXPERIENCE WITH BUYHATKE
BUYHATKE EXTENSION HELPS ME TO GET GAMING MONIT0R AT LOWEST PRICE,
IT IS SO HELPFUL EXTENSION,
BY PRICE GRAPH HISTORI I AM ABEL TO 
KNOW THE LOWEST PERICE OF MY MONIT0R,
FIRST I COMPARE THE CURRENT PRICE AND LOWEST PRICE AND THEN I WAIT
FOR SUM TIME , SOME DAYS LATER BUYHATKE INFORMED ME ABOUT MONITER 
AND THEN I BUY IT AT CHEAPEST PRICE,
I THINK EVERYONE SHOULD USE THIS EXTENSION
JUST FOR IT,",2023-12-21,
136,5 stars,Himanshu Nigam,bhai bohot acchaa extension banaye ho. amazon pe product page open karte hi price graph wagera side panel mein aagya. coupon or deals bhi dikha raha hai. user interface bhi accha hai.,2023-12-21,
137,5 stars,Fx Mobile gamer,I Love buyhatke because my brother saved money on it he get quick price alerts this is very helpful,2023-12-21,
138,5 stars,GIRL POWER,AWESOME  ETENSION,2023-12-21,
139,5 stars,Aditya More,"Really good features. Very helpful. Will recommend this extension to friends for sure. Referral code feature is superb. Very user friendly Interface. Gonna buy a lot of things, thanks to buy hatke extension.",2023-12-21,1 person found this review to be helpful
140,5 stars,Sahil Sonawane,"Buyhatke isn't just another extension, it's a time-traveling bargain hunter's dream come true! Gone are the days of agonizing over price fluctuations. With Buyhatke, you've got a personal Sherlock Holmes of price changes, revealing the highs and lows of any product's history on Amazon and Flipkart.",2023-12-21,1 person found this review to be helpful
141,5 stars,Akash Narzary,"The best price tracker , can get the things i need at the lowest price , really helpful of budget users ,would recommend 10/10.",2023-12-21,
142,5 stars,ROYALE_GAMING,VERY NICE AND HELPFUL THE CART IS MUCH CHEAPER NOW THANK YOU BUY HATKE,2023-12-21,1 person found this review to be helpful
143,5 stars,Neeraj Chittampally,"This extension is really handful, already recommended to my friends and colleagues about this.",2023-12-21,1 out of 2 people found this helpful
144,5 stars,Sujit Saha,I like Buyhatke because now I can track prices of products and I can buy when the price is lowest.,2023-12-21,1 out of 2 people found this helpful
145,5 stars,prasad sonawane,This extension is very useful. because I keep buying such items. But I couldn't get it for good money. thank you Buyhatke Extension.,2023-12-21,
