,rate,user,comment,comment_time,helpful
16,5 stars,Beverly Wells,"I ENJOY THE SITE VERY I""M A SENIOR CITIZEN AND  I STILL LIKE ""FUN"" THINGS AND THIS IS FUN!!!",2023-03-31,7 out of 9 people found this helpful
17,5 stars,Reginaldo O Silva,É um ótimo aplicativo,2023-03-31,1 person found this review to be unhelpful
18,5 stars,Andreas Rummeld,sehr gut,2023-03-29,
19,5 stars,Robert Fairlie,very good stuff. i like it. stay safe.,2023-03-29,4 out of 5 people found this helpful
20,5 stars,Junia Càrdoso,Muito bom!,2023-03-22,1 person found this review to be unhelpful
21,5 stars,Alex Cristea,super,2023-03-20,5 out of 7 people found this helpful
22,4 stars,A Chrome Web Store user,Toutes les promos ne sont pas opérationnelles mais le principe est très bon !,2023-03-14,3 out of 4 people found this helpful
23,1 stars,Zdenek Hubálek,"Asi by to mohlo být i dobré rozšíření, ale začalo mi to kazit některé stránky tak, že byly nepoužitelné. Bez použití devtools bych ani nezjistil, že to způsobuje toto rozšíření.",2023-03-11,
24,5 stars,Jay Mc p,i like it you done the great,2023-03-08,2 out of 4 people found this helpful
25,5 stars,Diego Andrés Pérez Carrasco,"Útil, no molesta y lo mejor es que te da ofertas de cupones aunque no siempre funcionan",2023-03-05,
26,4 stars,Jess chan,I like it,2023-03-02,2 out of 3 people found this helpful
27,1 stars,林 Lin昭辰 Chao-Chen Jack Kenichi YEG,"Excuse me, but so then, both personally and professionally speaking, I'd really like to see an awesome auto-detection function of this extension upon all Canadian Online Stores, such as Amazon.ca, Walmart.ca, and Bestbuy.ca asap, please. Once again, thank you so much for your precious time and effort as always indeed! Amen!",2023-02-06,
28,5 stars,nail mesanovic,"Hat mir viel Euros gespart, nur zum empfhelen",2023-01-31,1 person found this review to be helpful
29,1 stars,Ivo Slavík,"Poslední měsíc rozšíření přestalo fungovat. Občas nabídne kupony, ale lepší cenu už ne. Škoda, zvykl jsem si na to",2023-01-25,1 person found this review to be helpful
30,5 stars,Yaroslav Ishchuk,"Отличное приложение, экономит деньги.",2023-01-13,
31,5 stars,Todd Daniels,Good money saver in exchange for a little spying. Better than a spy that doesn't save you any money like most everything else! :),2023-01-02,4 out of 5 people found this helpful
32,5 stars,Hannah Gibbs,"fantastic profram, ive been installing and using it since 2005!",2022-12-31,4 out of 5 people found this helpful
33,5 stars,Patrick Akhino,Ótima extensão!,2022-12-28,1 out of 3 people found this helpful
34,4 stars,Ueber Riquiel,baum,2022-12-21,1 out of 2 people found this helpful
35,5 stars,Adam Larson,Saves me a little money sometimes. I have a few of these apps and it doesn't hurt to have this one too.,2022-12-21,4 out of 4 people found this helpful
36,5 stars,Susan D'Elia,"like a friend in need when I'm shopping, saves time and money.",2022-11-28,3 out of 4 people found this helpful
37,4 stars,Ehud Kaminer,all in all a not bad way to get discounters,2022-11-23,1 person found this review to be helpful
38,5 stars,Volker,"Ohne dieses Tool hätte ich schon viele Euros zuviel bezahlt, ist nicht mehr wegzudenken.",2022-11-11,1 person found this review to be helpful
39,4 stars,LUIS F. INTERIANO-COELLO,useful and easy. coupons work!,2022-11-10,3 out of 3 people found this helpful
40,5 stars,Luis Enrique Nava Rojas,me gusta eso cupones y cuando aparece en la pantalla el cupon me gusta :),2022-11-09,2 out of 3 people found this helpful
41,1 stars,El Burrito sabanero,puse teles en google y jamas me mostro opciones,2022-11-09,
42,5 stars,Nazaré Lima,"Eu já gostava de compra na Marisa, e agora com esses descontos comprarei mais, e recomendo a todos os amigos.",2022-11-04,1 out of 2 people found this helpful
43,5 stars,Stephen Okasiba Anyera,Excellent,2022-11-02,2 out of 2 people found this helpful
44,5 stars,Marco Beeman,"Great! Very helpful, the Safe Price app comes in very handy in my online shopping (and we could all get used to saving $$$)! Thanks, Avast!",2022-10-26,2 out of 2 people found this helpful
45,3 stars,Olivier Padovani,Pas encore utilisé.,2022-10-24,1 out of 5 people found this helpful
46,5 stars,Danielle “Dani Rivera aka Dani East” Potts,I am now a huge fan of Avast Safe Price. It has helped me save extra money. I didnt even know there were coupon n promo codes out there that could help me save even more money.,2022-10-24,4 out of 4 people found this helpful
47,5 stars,Iresha Sewwandi,Good,2022-10-22,3 out of 3 people found this helpful
48,5 stars,B Johnson,Avast is the best virus protection ever.  It really helps senior citizens living on low income because it is for free.  I can't thank you enough!   God bless you!,2022-10-04,4 out of 4 people found this helpful
49,5 stars,Elijah Jensen,Works great!,2022-09-26,2 out of 2 people found this helpful
50,5 stars,adekunle okeyode,fabulous,2022-09-26,2 out of 2 people found this helpful
51,5 stars,João Pedro Voltolini Martins,"me ajudou na compra de um computador, consegui 1000 reais de desconto",2022-09-14,2 out of 3 people found this helpful
52,4 stars,Ismail ibn Hakim,"nützliches Tool, gefällt mir gut",2022-09-11,2 out of 2 people found this helpful
53,5 stars,Christian Albrecht,"Klasse... habe es lange ignoriert, nun bin ich echt happy. :)",2022-08-24,1 person found this review to be helpful
54,5 stars,siasco,donne de  bonne de promotion  sur les site,2022-08-23,5 out of 7 people found this helpful
55,4 stars,Bookworm Nerd,"I was not informed about having this, I guess it just comes with Avast, but it is nice knowing I am using safe coupons and stuff. I would recommend.",2022-08-18,7 out of 7 people found this helpful
56,5 stars,Celia LN,genial,2022-08-15,
57,5 stars,Александр Золотов,Прикольная приложение),2022-07-22,
58,5 stars,Edwin Harahap,it's safe money,2022-07-13,4 out of 6 people found this helpful
59,5 stars,Stephen,WHAT A SIMPLE WAY TO SAVE MONEY!,2022-07-08,5 out of 5 people found this helpful
60,5 stars,noel collot,j'ai bien aimé,2022-07-06,4 out of 4 people found this helpful
61,5 stars,Allan dj ToCo,"Muito bom, ajuda bastante a economizar na hora das compras!",2022-06-29,2 out of 3 people found this helpful
62,5 stars,Lotte Mi,schnell und wirklich gute möglichkeit geld zu sparen,2022-06-29,1 person found this review to be helpful
63,4 stars,lyteweaver,"Great selection of drinks and great service. 
Thank you.",2022-06-21,1 out of 2 people found this helpful
64,5 stars,Isabelle Briouze,bravo,2022-06-18,4 out of 4 people found this helpful
65,5 stars,Marie Francoise MARGUERITE,facile à utiliser et utile,2022-06-11,3 out of 4 people found this helpful
66,5 stars,Starzys Treasures,I use it all the time for everything and I get cash back and save tons. It's one of the best applications.,2022-06-09,2 out of 3 people found this helpful
67,5 stars,Adeniyi Adebola Atiba,Amazing!,2022-06-08,1 person found this review to be helpful
68,5 stars,Sea Chaiden,very useful when do any shopping online,2022-06-06,2 out of 2 people found this helpful
69,1 stars,Za Doryan,No se aplico el descuento a mi reserva.,2022-06-01,
70,5 stars,Bill Rizzo,I have found this to be easy use and right on point with pricing and facts about the products advertised,2022-05-28,2 out of 2 people found this helpful
71,5 stars,pepe martínez,"me gusta mucho las comparativas y, las variaciones de precios",2022-05-15,1 person found this review to be helpful
72,5 stars,Bruno Aru,Utile,2022-05-02,3 out of 3 people found this helpful
73,5 stars,Wagner Moreschi,Ajuda muito a salvar uma grana!!!!,2022-04-18,1 out of 2 people found this helpful
74,5 stars,Eric Kok,safe & good.,2022-04-17,1 person found this review to be helpful
75,4 stars,Michael Kwabena Sylvester,Pretty Useful,2022-04-12,1 person found this review to be helpful
76,5 stars,fabio gonçalo chaves,muito bom e confiável recomendo,2022-04-09,1 out of 2 people found this helpful
77,4 stars,marc verges,interessant et utile,2022-03-25,2 out of 3 people found this helpful
78,5 stars,José Braga,Très bien! très utile.,2022-03-11,1 person found this review to be helpful
79,4 stars,Gleipson Ciccotosto,proteçao,2022-03-03,1 out of 2 people found this helpful
80,5 stars,Michael Eichenseher,hilft beim Überblick und spart Geld,2022-02-23,
81,4 stars,Laurent larroudé,bien mais récurant,2022-02-18,1 person found this review to be helpful
82,5 stars,Elda Contreras,"Ayuda Bastante, he cachado buenas ofertas y cupones, me encanta!",2022-02-17,
83,5 stars,Mario de Simone,absolut genial und zuverlässig... Daumen hoch !!!,2022-02-10,1 person found this review to be helpful
84,5 stars,korablik,устраивает,2022-02-08,
85,5 stars,Bianca Stierli,Love it!,2022-02-07,1 person found this review to be helpful
86,5 stars,Di Juan Roas Rodrigues,Amazing App,2022-02-04,1 person found this review to be helpful
87,5 stars,Rodrigo Dias,ajuda pra caramba,2022-02-03,1 person found this review to be unhelpful
88,5 stars,Ram Anand,Its a handy.,2022-02-02,1 person found this review to be helpful
89,5 stars,Alvaro Vera Tudela,No sabia que contaba con esta extension de proteccion para compras por internet. Da mucha tranquilidad.,2022-01-30,
90,5 stars,Evgeniy Homyakov,Отлично,2022-01-17,
91,1 stars,Dominique Dominique,Żadne kupony nie działają. Jedna wielka ściema. Oszukiwanie ludzi i zbieranie pieniędzy na witrynach za które klienci nic nie dostają a powinni za NIBY kupony i zniżki.,2022-01-17,1 out of 2 people found this helpful
92,4 stars,Nelson Sivers,"Avast SafePrice is quite useful and can save you money, but it's a little annoying since it pops up every time you go to a shopping site.  It would be nice if, after closing the pop-up, it only popped up again when there is a new deal for a shopping site instead of every time you go to the site.",2022-01-17,2 out of 2 people found this helpful
93,5 stars,Jesús Méndez Andújar,Cupones para bangood y aliexpress que funcionan! comprobado! gracias AVAST!,2022-01-08,
94,4 stars,Adan Uriel Gonzalez,"muy buena, sirve para hacerte unos pequeños ahorros",2022-01-03,
95,5 stars,Omar León,Es muy buena,2021-12-30,
96,5 stars,YoutubeChannelName,Great add-on I can't think of a reason not to use! always shows the best deals for the items you're after.,2021-12-28,2 out of 2 people found this helpful
97,5 stars,Davian Thule,"its pretty good tbh, although it can get specifics a little mixed up, fixing that however is not something thats easy to do (im an IT engineer)",2021-12-27,3 out of 3 people found this helpful
98,5 stars,Aziz Rihan,AMAZING GREAT AND SIMPLE APP,2021-12-23,1 person found this review to be helpful
99,5 stars,Andrius Stankevicius,Good tool to analyze price content,2021-12-22,1 person found this review to be helpful
100,3 stars,JL G91,"pour l'instant, pas encore utilisé mais semble intéressant.",2021-12-22,1 person found this review to be helpful
101,5 stars,Silviu Dobrică,Great little add-on. Really helpful.,2021-12-16,2 out of 2 people found this helpful
102,5 stars,Darren Atwood,Very helpful tool!,2021-12-15,
103,5 stars,Postitulo MT,Siempre protegido.,2021-12-11,
104,4 stars,Андрей,все устраевает,2021-12-07,
105,5 stars,Cinthia Cavinato,Meu bolso sempre agradece. Recomendo.,2021-12-03,
106,5 stars,Adrian Popescu,Pretty useful.,2021-12-02,
107,4 stars,Francinato Claro Diniz,Bom,2021-12-01,
108,5 stars,Felipe Fernandes,muito bom.,2021-11-28,
109,5 stars,Donizete Candido Rosa,Nao è muito invasivo,2021-11-21,
110,5 stars,Александр Иванов,Хорошая работа!!!,2021-11-19,
111,5 stars,Rubén del Pino,super oportunidades¡¡¡ genial y beneficioso,2021-11-17,
112,4 stars,Martin Devlin,"Handy extension, gives accurate prices for items.",2021-11-15,
113,5 stars,Cathy Pope,Great App.  It has found me many deal and increased security for spammers.,2021-11-15,
114,5 stars,Alex Martini,muito bom acha umas promoções muito boa.,2021-11-12,
115,5 stars,Emerson Andrade,It saved me a lot of money.,2021-11-12,
116,5 stars,George Papageorgiou,very good and pracical. But it moves you from store to store sometimesthe results haveto  be studied carefully . Transport costs arent the same,2021-10-31,
117,5 stars,Leo GamerFera,e muito bom sempre uso quando estou a procura de um produto recomendo 👍,2021-10-28,
118,5 stars,ByRex11,"Me gusta bastante, recomendadisima para personas que hacen compras online!",2021-10-27,
119,5 stars,N-Word :,LOL IT'S WORKS VERY WELL,2021-10-26,
120,5 stars,Badr X Moon,Gut,2021-10-25,
121,4 stars,Gelson Canuto,muito simples e sempre encontra a melhor oferta,2021-10-23,
122,5 stars,Drack Christian,Top. Findet schnell vergleichbare Angebote zum Artikel.,2021-10-23,
123,5 stars,Patrick Williams,"No reason not to use it, NONE, so use it.",2021-10-21,
124,5 stars,Pat Roberts,"It's great,",2021-10-20,
125,5 stars,Greg Dinnsen,It saved me money. Nuff said.,2021-10-18,
126,5 stars,Anderson Ferreira De Souza,excelente,2021-10-13,
127,5 stars,camelia musat musat,Muy buena aplicación!,2021-10-11,
128,1 stars,Camélia,"Première utilisation et déjà déçue. L'appli m'indique qu'il y a une réduction de 95% applicable sur le site où je commande, seulement une fois le panier validé il ne se passe rien. AUCUNE RÉDUCTION ni quoique ce soit d'autre d'ailleurs !!! Je ne recommande pas du tout",2021-10-11,1 person found this review to be helpful
129,5 stars,Zurconic Gaming,I suggest you use this its good,2021-10-09,
130,5 stars,Andreas Andreas,Thanks for the best protection website,2021-10-07,
131,5 stars,Marcos S.,Works great!,2021-10-04,
132,5 stars,mary smith,Avast is very good with security.,2021-09-28,
133,5 stars,Trevor Gracie,Love this program - does a great job,2021-09-22,
134,4 stars,Marion HÖPKER,Schön,2021-09-19,
135,5 stars,Antasari_ ahmad,L O V E,2021-09-19,
136,5 stars,John E. Royston,Anyway I can save a $ you bet I will.,2021-09-18,
137,5 stars,Sandra Eme,siempre aparece a tiempo para avisarte de una oferta. Nos ha servido este verano para el hotel donde nos alojábamos!,2021-09-08,
138,5 stars,John Hauser,I have used this software for many years with great results.,2021-09-07,
139,5 stars,Brenda Moctezuma,Es de muchísima utilidad.,2021-09-04,1 person found this review to be unhelpful
140,5 stars,Estrellita Ico,Useful and added security to unknown sites!,2021-09-02,
141,4 stars,michel moingt,JE PENSE UTILISER CE SERVICE  CELON MES BESOINS,2021-08-31,1 out of 2 people found this helpful
142,4 stars,William Almeida Meira,bastante útil,2021-08-30,
143,1 stars,Exporos International,"Perhaps this is a good extension, but I didn't ask for it to install, and it's persisted for over 2 years.
This extension automatically installs itself, along with Avast Online Security, every single time I install Chrome (or any other Chromium-based browser). I never installed either of them, and I can't find the source. They're not attached to any of my Google accounts and, after uninstalling them, I can find no trace of them inside my computer. Yet, launch a new Chrome profile (even after ... Show more",2021-08-30,
144,4 stars,Donald Happy,"Užitočné rozšírenie. Nenachádza to vždy správny tovar, no väčšinou to funguje.",2021-08-30,
145,5 stars,Vidente 123,MARAVILHOSOOOOOO,2021-08-30,
146,5 stars,Ali “Angelicrystalswithin1” Bello,"I have never had an issue with the app. works great on phone, tablet and laptop.",2021-08-25,
147,4 stars,Vagner Vieira,muito bom  !!,2021-08-24,
148,5 stars,Diego Montiel,Perfecto!,2021-08-24,
149,5 stars,Alsser Salvador,Really efficient.,2021-08-24,
150,5 stars,Tanara Alves Sousa,Excelente!!,2021-08-19,1 person found this review to be helpful
151,5 stars,dragonjl00,it nice 10/10,2021-08-17,
152,5 stars,Толян Изюмский,Отлично.,2021-08-16,
153,5 stars,Rehan Ahmad,"A very useful addon to the Google Chrome web browser, provides with a lot of working voucher codes. It needs to be made more efficient in terms of its performance such that it won't degrade the browsing experience at all.",2021-08-11,
154,3 stars,Trudy Conway,"We will see. I had a problem with a sneaky download exe that I have contacted the developer about. Here is what I sent them:
***""Why did this download an exe to my PC? It only popped up in my tray for a moment but I was unable to ""open folder location"". It also did not show up in Chrome download list. I had to ferret it out. Why? What is it for? If it's needed to run the extension that's a nope.""***",2021-08-06,
155,4 stars,Stinky Madam Holly,utile,2021-08-02,1 person found this review to be unhelpful
156,4 stars,Isadora Paixão,"amei ele, já comprei uma ou duas coisas com a ajuda dele mas parece q ele só funciona quando quer, dps de muito tempo pesquisando preços é q ele vem aparecer, fora isso é incrivel",2021-08-02,
157,5 stars,Arthur Vinicius,Muito bom.,2021-07-30,
158,5 stars,LSK-INC,Loved it,2021-07-30,
159,5 stars,Rai Omido,Has great coupon suggestions,2021-07-30,
160,5 stars,sidnei martins,tem tudo que precisamos com bastante opções,2021-07-28,
161,5 stars,Iain McCrae,Saved me a lot of money and refers me to sites I am familiar with in my country. Love it !,2021-07-27,
162,5 stars,Chris Walsh,"a great app that offers brilliant deals,
 thanks",2021-07-27,
163,5 stars,Dmytro Nalyvaiko,Simple and useful.,2021-07-26,
164,5 stars,kyw kylando,10/10,2021-07-23,
165,5 stars,Evellynn Alves,Uma extensão muito útil,2021-07-22,
166,5 stars,X Facts,"Хорошее ,удобное приложение ,помогающее в выборе.",2021-07-19,
167,5 stars,Aymen BenCheikh,very good app,2021-07-18,1 person found this review to be helpful
168,5 stars,Wilhelm Mukics,"Find ich gut, erleichtert das e-shoppen um einiges.",2021-07-05,
169,5 stars,Igor Solotarew,schön... direkt vom ersten mal an nützlich,2021-07-03,
170,5 stars,Francisco Odenir Pinheiro,Muito bom!,2021-07-03,
171,5 stars,Foxy WhiteTrack,"Cette extensions m'a déjà fait économiser pas mal d'argent, j'adore! Très utile et fonctionne très bien la plupart du temps! Merci Avast!!!",2021-07-02,
172,5 stars,Erika Ternis,Super schnell und gute Preisangebote. Vielen Dank. Sehr nützlich,2021-07-01,
173,5 stars,marius stoicescu,Great app !,2021-06-30,
174,5 stars,Clint Hortman,Great Advice on price,2021-06-30,
175,5 stars,Alicia Olalde,Muy util y oportuna,2021-06-29,
176,5 stars,Leo Oliveira,muito bom,2021-06-26,1 person found this review to be helpful
177,5 stars,Jessé Zanchetta,top sempre ajuda mto!!!,2021-06-26,
178,3 stars,tiago tartu,L'extension trouve bien des promos mais le seule problème est que je mettais une marque de vtt et avast me trouvais une batterie ou un bonnet qui n'a rien a voire avec cette marque,2021-06-25,1 person found this review to be helpful
179,5 stars,Maciel ruan,muito interessante.,2021-06-25,
180,5 stars,Renato c Guimaraes,Muito bom  positivo   e  pratico,2021-06-25,
181,5 stars,JesusGodDanchoSenpai,Good,2021-06-23,1 person found this review to be unhelpful
182,5 stars,MJDebio93 (MJDebio93),"Naughty app, pops up when you go to buy something and get it cheaper somewhere else",2021-06-22,
183,5 stars,Angj Brooks,"Good App, it's got me some very good deals",2021-06-21,
184,5 stars,gopal Gopadvenkat,The best!,2021-06-21,
185,5 stars,Luc & Geneviève Londot,Super.,2021-06-20,1 person found this review to be helpful
186,5 stars,Jacqueline Reyes,It works!,2021-06-16,
187,5 stars,Gradimir Matic,The bestest in simplicity and ease of use. Highly recommended,2021-06-09,
188,5 stars,Charles Watts,Excellent browser extension.  No longer a need to search for coupons and promo codes.,2021-06-08,
189,4 stars,Anaïs T,pratique,2021-06-06,1 person found this review to be helpful
190,5 stars,Yurij Miroshnichenko,ok!!!,2021-06-05,
191,4 stars,Givaldo Menezes,oportuno,2021-06-03,
192,5 stars,dora mary Pelissari,"Gostei, informa outras opções, é prático e sem complicações.",2021-06-03,
193,4 stars,Elena Allari,",достаточно оперативно",2021-06-01,
194,4 stars,salim leferink,"Gute Erweiterung für Angebote, jedoch sind die Gutscheine oftmals einfach nur URLs auf die man sowieso geleitet wird.",2021-05-29,
195,5 stars,Roberta Moreira,é bem util,2021-05-28,
196,5 stars,Ronaldo de Sousa,Acho top. Facilita com os alertas.,2021-05-26,
197,5 stars,Pat Turner,Great!!,2021-05-26,
198,4 stars,Orlando Fernandes Nunes,"Sim é um Site que eu recomendo,pois trata-se do Google minha tem excelentes informações,",2021-05-26,
199,4 stars,Ignacio Benitez,buenas ofertas y con acierto,2021-05-25,
200,5 stars,Hugo Martínez Peñaflor,Excelente opción a recibir descuentos inesperados.,2021-05-24,
201,5 stars,Sb_1ch1,j'aime bien,2021-05-24,1 person found this review to be helpful
202,5 stars,nuria sole serra,Mas que fantastico,2021-05-22,
203,5 stars,amel nouichi,super application pour la sécurité des vos données,2021-05-19,1 person found this review to be helpful
204,5 stars,Mira HÉDL,"Works great, sometimes pops up in a wrong context, but saved me some good money!
I haven't anticipated that... Great work, guys!",2021-05-18,
205,5 stars,An Trinh,googd,2021-05-16,2 out of 3 people found this helpful
206,5 stars,Aditya Rotte,"It's nice, reliable, would advise for people to get it.",2021-05-14,
207,3 stars,Wladimir Menezes,Alguns dos cupons são de lojas que dão o mesmo descontos para quem não tem cupom e por vezes o cupom não é válido.,2021-05-13,2 out of 2 people found this helpful
208,4 stars,Slimball,"Se tem promoção, está ótimo!!!",2021-05-12,
209,5 stars,Edgar R,Muy Útil,2021-05-12,
210,5 stars,Josué Aparecido Alves Pinto Júnior,"Me ajuda muito a ver e comparar preços, já economizei em compra de livros acadêmicos adorei",2021-05-12,
211,5 stars,HUGO MEDRANO,me agrada!,2021-05-11,
212,5 stars,A Fernández,Útil y no molesta,2021-05-08,
213,5 stars,Frank Reda,very good,2021-05-06,
214,4 stars,Hector Armando Ramirez Trujillo,Muy aceptable. Lo recomiendo,2021-05-05,
215,5 stars,Anna Redmond,Great app easy to use,2021-05-04,
216,5 stars,Digitalweb Live,très bien,2021-04-26,2 out of 2 people found this helpful
217,5 stars,Wanderlei da Silva,FACILIATA MUITO AS COMPRAS PELA INTERNET,2021-04-23,
218,5 stars,olugu moses,Very helpful,2021-04-23,
219,5 stars,anamaria cotirla,saved me a lot of money!,2021-04-20,
220,5 stars,Віталій Хрустінський,Все ок!,2021-04-15,
221,5 stars,Michael Haubrich,"used to have it , it's much better now and I'm happy with it so far",2021-04-14,
222,5 stars,владимир хохлов,Отлично,2021-04-13,
223,5 stars,Arlet Maya Martinez,100% recomendable y seguro,2021-04-12,
224,5 stars,Micael,Muito bom!!,2021-04-10,
225,5 stars,Bader S,Awesome,2021-04-09,
226,4 stars,MrSlothMan,good app,2021-04-07,
227,5 stars,AssaS1n,It's really easy to use,2021-04-07,
228,5 stars,Francis Mbosi (Expert Trainer),Awesome. It does the work.....,2021-04-05,
229,5 stars,Bishnupada Kotal,ok,2021-04-03,
230,5 stars,Joao Gonçalves,"Otimo aplicativo sempre aparece, varias oferta, nos poupandos ascessar varios site para fazer pesquisa de preço. OTIMO",2021-04-02,
231,5 stars,Henri Pottier,on trouve tous selon a besoin juste un laborieux avec les coupon,2021-04-01,
232,5 stars,Randi Syaputra,Love the app,2021-03-27,
233,5 stars,Ismael Barboza,MUITO TOP,2021-03-26,
234,5 stars,Sharon Akers,Love it!,2021-03-25,
235,4 stars,Mick MacArthur,Saved me from ransom-ware twice..Kinda slows ya down at times...don't like the way auto renewal catches me off guard at times...Over-all great product...,2021-03-24,
236,5 stars,Gustavo Pasa,òtimo pra economizar.,2021-03-23,
237,5 stars,Maria Udovicenko,отличное предложение,2021-03-23,
238,5 stars,Hatem Farouk,nice app,2021-03-19,
239,4 stars,Carmen BT,"Simple and easy to use, saves money so happy to use it",2021-03-18,
240,4 stars,Marian Taw,works very well. has helped me save a lot of money. this is a great app.,2021-03-16,
241,5 stars,Omar Reeh,amazing how amazing omg wow wowwuy oopsiue capoopsie hahah,2021-03-16,
242,5 stars,Wizbiz,"es muy util lo recomiendo
=D",2021-03-15,
243,4 stars,Randy Wade,It was great until this popped up over what  I was buying.,2021-03-14,
244,5 stars,Marcos Vidal,Muito bom...,2021-03-14,
245,5 stars,djafar cherchar,je suis ravie de votre Avast MERCI DE VOTRE PART,2021-03-12,
246,1 stars,Topi Varis,"Laajennus todella huono, ainoa hyöty siitä on kuponkien kanssa, ei tunnista oikeita tuotteita, vaan olettaa kun katoson Rog-Strix Helios koteloa, niin vertailuna halvemmalla Rog-Strix B450-F emolevyä.",2021-03-10,
247,4 stars,Francisco B. de Paiva,"Fiu pelos comentários, mas ainda não usei, por isso dou quatro estrelas. Se for bom ou não, depois acerto melhor a avaliação.",2021-03-07,
248,5 stars,Simplicity,A must have always...!!!,2021-03-06,
249,5 stars,Josue Franco,"muy buena ,,,ayuda mucho en el momento de hacer compras",2021-03-06,
250,5 stars,Ratnesh Singh,"Get oyo coupon , walmart coupons, godaddy coupons, pepperfry coupons,
ajio coupons, myntra coupons , amazon offers, amazon coupons, swiggy
coupons, zomato coupons, dominos coupons, bodyshop coupons

https://askmeoffers.com/

AliExpress is the largest e-commerce retail outlet globally, with over
130,000 sellers and buyers from more than 200+plus different countries
and regions and offering plenty of discounts. Now it is also offering
its products in India. AliExpress offers a wide variety of c... Show more",2021-03-04,
251,1 stars,Adrià B.,Se instala sin yo quererlo.,2021-03-02,
252,4 stars,Reg Bardle,Pleased with discount,2021-03-01,
253,5 stars,Emmanuel Fleurine,"thanks to this extension I am able to discover more opportunities from multiple websites. Finding the best deal in the day on your can be a very challenging task, but this extension make it easy",2021-02-23,
254,4 stars,Marius Stoian,Helpful,2021-02-22,
255,5 stars,Eduard C,Very useful!,2021-02-21,
256,5 stars,Hervé CATHELAIN,"Le plus de cette extension, c'est qu'elle vous propose les remises dès que vous accédez à un site marchand.",2021-02-20,1 out of 2 people found this helpful
257,5 stars,Амаль Мустафа,"антивирус со мной с детсва,нравится что не достает лишними штуками.",2021-02-20,
258,5 stars,Ampere1964,Super!! Spart man immer Geld. Weiter so!!,2021-02-20,
259,5 stars,Вячеслав Храменков,Отлично работает.,2021-02-16,
260,5 stars,Едуард Гронець,Отличная функция!,2021-02-15,
261,4 stars,Edna Smith,ok,2021-02-15,
262,1 stars,danielmbc,chato,2021-02-12,1 out of 2 people found this helpful
263,5 stars,Soraya Oslansky,toll,2021-02-11,
264,1 stars,Shadman Asif,spam,2021-02-09,
265,5 stars,Toby Driskell,"Proper good at finding deals, and great ones at that.",2021-02-08,
266,5 stars,Catherine Higham,I feel completely safe with Avast,2021-02-07,
267,5 stars,Thiago Reis,Muito bom,2021-02-06,
268,5 stars,Lesego Oabile,Fantastic,2021-02-05,
269,5 stars,Zainab M.,very good deals,2021-02-05,
270,5 stars,Isam Alires,I love Avast,2021-02-03,
271,5 stars,Santi Rea,it is soooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo cool get this app,2021-02-02,
272,5 stars,Kevin Weaver,If you shop online this application will save you a lot of time and money,2021-02-02,
273,4 stars,WILLIAM CHAGAS,"Ele descobre o que a gente ta procurando e exibe precos mais atrativos , excelente !",2021-01-31,
274,5 stars,cwenga gcolotela,This is very good,2021-01-31,
275,5 stars,Steven Sanchez,"It managed to detect a scam, thanks!",2021-01-31,
276,5 stars,Tito Mo,Works great!,2021-01-30,
277,5 stars,frank parker,very useful and handy.,2021-01-29,
