,rate,user,comment,comment_time,helpful
149,5 stars,Rob Young,perfect,2023-06-27,2 out of 2 people found this helpful
150,5 stars,Josep Sans,Easy to use and great deals found!,2023-06-27,
151,5 stars,Geneviève,"easy to use, saves you money, why shouldn't you use it?",2023-06-26,3 out of 3 people found this helpful
152,5 stars,Jesper lundmark,"Sparade precis 600kr!! trodde inte det skulle vara lönt att ha dessa chrome-extensionen (rabatter och kupponger, men se på trissor!!! det var sjukt värt det!

mycket nöjd kund sedan 3 år tillbaka!",2023-06-26,
153,5 stars,Noam Bashari,Great app! Saves money and easy to use.,2023-06-26,
154,5 stars,Jasmine Mutunga,Truly a great app! Saves me money with all of my online shopping!,2023-06-22,2 out of 2 people found this helpful
155,5 stars,Indigo Child,This is an AMAZING extension!! At first I was researching for hours and this extension automatically finds the best deal it can for you. It just now saved me over $54 and all I had to do was allow it to search coupons for me and BAM!! Thank you Cently!!!,2023-06-22,4 out of 4 people found this helpful
156,5 stars,Andrew Kohler,Quality extension add.,2023-06-20,3 out of 3 people found this helpful
157,5 stars,Jessica Moore,Love this app! Saves me searching endlessly online for codes that dont work!,2023-06-20,2 out of 2 people found this helpful
158,5 stars,Jeff Napoli,Love it,2023-06-18,2 out of 2 people found this helpful
159,5 stars,Janna A,Excellent add-on - it helps me save money! Highly recommended!,2023-06-16,2 out of 2 people found this helpful
160,5 stars,leonardo studart,Saved me some good money,2023-06-11,
161,4 stars,Chukwuemeka Ibebugwu,Very helpful for deals and coupons,2023-06-10,2 out of 2 people found this helpful
162,4 stars,Mery Segovia,A few dollars here and there adds up!,2023-06-09,1 person found this review to be helpful
163,5 stars,Alejandra Ratchford Babyquip Baby Gear Rentals,"Amazing. Been using Cently for years, Im always surprised by how much they are able to save me. Super pleased and highly recommend",2023-06-09,2 out of 2 people found this helpful
164,5 stars,Barbara Jones,I'm always happy when I see Cently pop up on my screen as I'm checking out.  It saves me money on almost every purchase.,2023-06-08,
165,3 stars,Kajsa Holmstrom,It would be great except it wouldn't let me just check out without writing this review,2023-06-07,1 person found this review to be helpful
166,5 stars,Jennifer,"Super handy. I often forget, but Cently never does.",2023-06-07,
167,5 stars,Chris Bohr,Saving.Money.Yay,2023-06-05,
168,5 stars,Rosalind Ryan,"Love that they find saving for you, thanks!",2023-06-05,
169,5 stars,Kenneth Mattos A.P.,WAS AMAZED BY HOW IT SAVED ME MONEY,2023-06-05,
170,5 stars,Krystyn Barr,Helped me save up to twenty bucks !! love it,2023-06-01,
171,5 stars,Karen Sala,"Thank you so so much this is a awesome coupon,,,,",2023-05-31,1 person found this review to be helpful
172,5 stars,Alice Grady,Saved me some money. Thanks,2023-05-30,
173,5 stars,Chris Matthews,"HAY, JUST SAVE $13.00 THIS IS KOOL BEANS!!!",2023-05-27,
174,5 stars,Rich Bard,"Often doesn't find any discount but when it does, that $3.00 saved sure feels good!",2023-05-23,
175,5 stars,Yanrong Peng,"great, save money!",2023-05-23,
176,5 stars,Adalyn Barnes,helped me save $10,2023-05-22,
177,4 stars,Camille Damm,Thanks for saving me $5,2023-05-16,
178,5 stars,L. A.,Saved my $35 on a fiverr order! awesome! thank you cently :),2023-05-14,
179,5 stars,Emma Sorenson,Saved me like 30 bucks on concert tickets! Nice!,2023-05-14,
180,5 stars,Leslie Jacobs,Great app!,2023-05-13,
181,5 stars,Michael Green,Good extension saved me $3 today and alot more since i had it .,2023-05-11,
182,5 stars,Shannon Crowley,"in 20 seconds, Cently saved me $17!",2023-05-11,1 person found this review to be helpful
183,5 stars,Alexandria King (Aly),soooo amazing,2023-05-10,1 person found this review to be helpful
184,5 stars,John Jain Jr,"Love this!

Saving $$$ with Cently.",2023-05-10,3 out of 3 people found this helpful
185,5 stars,jennifer ruddock,"Saves me money, loads of times. Love it",2023-05-10,1 person found this review to be helpful
186,5 stars,Ellie K,Super helpful! Pops up with suggestions and just saved me a few bucks already,2023-05-09,1 person found this review to be helpful
187,5 stars,afblanco,we SAVE a lot of $$$,2023-05-09,2 out of 2 people found this helpful
188,5 stars,Hai Nguyen,Thank you.,2023-05-08,
189,5 stars,gregory mcnabb,Cently often does a nice job of saving me money!!,2023-05-08,
190,5 stars,Gatot Darmono,Cently saved me tons of moneeeeyyyy!!!,2023-05-07,
191,5 stars,Carla Lizana,I just saved 14.74 on a gift for my daughter that I was going to purchase anyway.  I have saved so much money with this extension. I am very pleased!,2023-05-07,
192,5 stars,Roderick Hosey,Absolutely Amazing,2023-05-07,
193,5 stars,Dee Malone,Thanks so much for the help saving money!,2023-05-04,
194,5 stars,debbi sheeley,Cently has huge savings.,2023-05-03,
195,5 stars,Sharie Di Gangi,"Cently is effortless, and usually saves me money on my orders! So easy. Highly recommended.",2023-04-30,
196,5 stars,Youssef Hamad,One of the best extensions you can find!,2023-04-29,
197,5 stars,S S,Thanks for a helpful app and saves,2023-04-29,2 out of 2 people found this helpful
198,5 stars,Tray William,just saved me 60 bucks awesome you guys!,2023-04-27,1 person found this review to be helpful
199,5 stars,Violet Blossom,Literally the best! I love savings!!! Thank you for existing in my life :),2023-04-27,
200,5 stars,William Spjut,awesome,2023-04-26,
201,5 stars,Norman Clark,"Quick service, great products and saved me almost $10.00",2023-04-25,
202,5 stars,ANPC 5493,"I don't do a lot of online shopping, but this has made it so much easier to find a working discount code on Torrid.  I normally get 40% off now.  So useful!",2023-04-25,
203,5 stars,David Collins,Cently automatically pops up in my cart when I go to make a purchase and has saved me hundreds of dollars!  I have recommended Cently to family and now everyone I know saves when they shop online. Wonderful extension- Highly recommend!!,2023-04-22,
204,3 stars,Gwen Swanson,Saved me $15 and I m happy with it.,2023-04-20,
205,5 stars,Mary Latsha,I am happy with the money I saved with cently. Easy peasy!,2023-04-15,
206,5 stars,Daniel Rogala,Just saved me $35!,2023-04-15,
207,5 stars,Lori Katz,Helps me save a lot!,2023-04-13,
208,5 stars,Moti Shai,Zenni is the best co on line glass,2023-04-13,
209,5 stars,Melynda Ezell,I keep forgetting I have it so it's a nice $urprise!,2023-04-12,
210,5 stars,Chala Bickham,Definitely has been executing on all its meant to do! Excellent Extension.,2023-04-08,1 person found this review to be helpful
211,5 stars,Elias Bernard,Great extension. found some really good deals.,2023-04-07,1 person found this review to be helpful
212,5 stars,kerri johnson,love it,2023-04-05,1 person found this review to be helpful
213,5 stars,Counsellor George,Always helps me save!!,2023-04-04,1 person found this review to be helpful
214,5 stars,Natalie Hudson,Saved me $50 in one trip will always use it when shopping online,2023-04-03,1 person found this review to be helpful
215,5 stars,Designed With Grace & Joy,Just saved me $50 where other extensions only could save $30!,2023-04-02,2 out of 2 people found this helpful
216,5 stars,Pagosa Colorado,"While some may find this pop up a bit bothersome, it is well worth the time. Saving money on a tight budget is worth it.",2023-04-02,
217,5 stars,Andrew Zaliznyak,it works indded,2023-04-01,2 out of 2 people found this helpful
218,4 stars,Sabrina S.,It worked!,2023-03-31,1 person found this review to be helpful
219,5 stars,Benjamin Guillaume,It really worked! Helped save money in a blink of an eye!,2023-03-30,1 person found this review to be helpful
220,5 stars,Janessa Montefalco,Helps me save money! I love Cently,2023-03-29,1 person found this review to be helpful
221,5 stars,shane rutt,Very helpful and makes saving money easy.,2023-03-27,2 out of 2 people found this helpful
222,5 stars,Terry Jensen,The app worked perfectly.  I highly recommend it .,2023-03-27,2 out of 2 people found this helpful
223,5 stars,Jenna Ruiz,Love it!!,2023-03-27,2 out of 2 people found this helpful
224,5 stars,Venu Chintam,Saves money every time,2023-03-25,1 person found this review to be helpful
225,5 stars,"Doug johnson Sr,",The app worked perfectly.  I highly recommend it .,2023-03-23,1 person found this review to be helpful
226,5 stars,Love Boss,Cently literally just saved me $80.00. This money is so needed right now I really cant believe its such a huge amount saved. I was at best expecting $5 maybe $10 but $80 Im impressed. Thank you.,2023-03-22,3 out of 3 people found this helpful
227,5 stars,Isaiah Ebersole,Great Product!,2023-03-20,2 out of 2 people found this helpful
228,5 stars,Ohad Livneh,"surprise it works!
very good!",2023-03-20,1 person found this review to be helpful
229,5 stars,June Richards,Thank you saved £9.00,2023-03-19,1 person found this review to be helpful
230,5 stars,Lilibeth Aguilar Araque,"Increible, siempre me impresión cada centavo de ahorro es valioso, no se como logre obtenerla pero es excelente, super recomendada.",2023-03-19,1 person found this review to be helpful
231,5 stars,Wael El ZAHR,Love it! It's a great extension that actually does what it says it does. HIGHLY RECOMMENDED,2023-03-17,1 person found this review to be helpful
232,5 stars,Zahava Mimran,Saved me a really decent amount with zero effort!  Love this,2023-03-16,2 out of 2 people found this helpful
233,5 stars,Tom Wert,"Saved me money, and I had to do nothing.",2023-03-13,1 person found this review to be helpful
234,5 stars,Dillon “Dee” Wright,Saved me $17 in one go! Awesome :D,2023-03-12,1 person found this review to be helpful
235,5 stars,Clayton Adkins,Saved me 7$ first time I used it!,2023-03-08,1 person found this review to be helpful
236,5 stars,Ubirajara Neto,"I save today $ 9,00 ! Tks",2023-03-08,1 person found this review to be helpful
237,5 stars,Bobbie Gordner,"I was surprised that this worked so well, saving me money when others couldn't! Thank you!",2023-03-08,2 out of 2 people found this helpful
238,4 stars,g Perry,"Cently Worx! Thanks for the savings!  With inflation, every dollar counts as a big savings.",2023-03-08,2 out of 2 people found this helpful
239,5 stars,Stephanie Welch,Saved me 20% on a sushi order!,2023-03-05,2 out of 2 people found this helpful
240,5 stars,Robert Sylvain,"Amazing, just hope it doesn't scan for too much personal/background data",2023-03-04,2 out of 2 people found this helpful
241,5 stars,Vizzio,Awesome!  Thank you so much!,2023-03-03,1 person found this review to be helpful
242,4 stars,Mike Dunlap,awesome,2023-03-02,1 person found this review to be helpful
243,5 stars,Laura Piper,Cently just saved me 25% and I really appreciate it!,2023-03-01,1 person found this review to be helpful
244,5 stars,Karthy Chandra,Has saved me money,2023-02-28,2 out of 2 people found this helpful
245,5 stars,Angela Habersham,A money saver!,2023-02-27,1 out of 2 people found this helpful
246,5 stars,Joseph A. Broussard,awesome!!!!,2023-02-27,1 person found this review to be helpful
247,5 stars,Ethan,Saves me at least a little money quite often!,2023-02-26,1 person found this review to be helpful
248,5 stars,Rafael B Sorotzkin,amazing job!,2023-02-24,1 person found this review to be helpful
249,5 stars,QaziHost,"Just Loved this extension,, saved free money.",2023-02-23,1 person found this review to be helpful
250,4 stars,Sara Howard,Great experience and helped our Non-Profit with being responsible with donations!,2023-02-22,1 person found this review to be helpful
251,4 stars,Jennifer Lawrence,"I love it easy to earn money, I can't Waite to earn more",2023-02-22,1 out of 2 people found this helpful
252,5 stars,Aaron Schwab,"I just saved $15 at Macys thanks to a Cently coupon, love it!",2023-02-22,1 person found this review to be helpful
253,5 stars,Aman Khan,Very nice. Actually finds savings.,2023-02-22,1 person found this review to be helpful
254,5 stars,Evelyn Lafont,"Fantastico,ademas de los precios de rebaja consegui un 20 porciento adicional.",2023-02-22,2 out of 2 people found this helpful
255,5 stars,Stacey,"Cently has saved me so much money across so many vendors. If you don't have Cently, install it today!",2023-02-20,1 person found this review to be helpful
256,5 stars,Mary Feldman,So very simple to use and I have saved lots of money. Great app.,2023-02-19,1 person found this review to be helpful
257,5 stars,Catherine Croteau-Pinney,A very simple tool to use!  Thank you!,2023-02-18,1 person found this review to be helpful
258,5 stars,michelle w,Super easy! Found a code that saved me 6.50! Doesnt hurt to try.....,2023-02-17,1 person found this review to be helpful
259,5 stars,Pinkswan30,Cently Just saved me $30. I absolutlely love this extension. Thank you Cently.,2023-02-16,1 person found this review to be helpful
260,5 stars,Tom Connally,Easy and practical extension.  Why spend more?,2023-02-14,1 person found this review to be helpful
261,5 stars,Tina Rooks,"Cently helps saves you money,",2023-02-12,1 person found this review to be helpful
