,rate,user,comment,comment_time,helpful
30,4 stars,Aleksandr Shchetynin,Udobno,2023-06-05,1 out of 2 people found this helpful
31,5 stars,Четвериков Александр,"Удобно, своевременно",2023-06-01,1 out of 2 people found this helpful
32,5 stars,Role_Play,Топ,2023-05-26,2 out of 3 people found this helpful
33,2 stars,Chen Tech,It Dosnt Work For Me,2023-05-19,4 out of 7 people found this helpful
34,5 stars,MAriana Romero,tsh,2023-05-17,1 out of 2 people found this helpful
35,5 stars,sally mark,soon come,2023-05-08,2 out of 3 people found this helpful
36,5 stars,Justin Schrepfer,gut,2023-05-04,2 out of 3 people found this helpful
37,5 stars,Rigo Miranda,good,2023-05-03,2 out of 2 people found this helpful
38,5 stars,Carlos Ignacio Escaño Schott,oleee,2023-04-28,2 out of 2 people found this helpful
39,5 stars,Saleh Alghamdi.,good,2023-04-19,3 out of 3 people found this helpful
40,5 stars,sofia montecino,:p,2023-04-17,4 out of 4 people found this helpful
41,5 stars,Fabrizio “Techno” Rinaldini,ok,2023-04-16,1 person found this review to be helpful
42,1 stars,l89 strike,"חרטא ברטה מעולם לא עבד לי גם כשהיו קופונים של סיילים ,
זה לא מצא מעולם .",2023-04-11,4 out of 4 people found this helpful
43,5 stars,Carlos Sampaio,top,2023-03-25,2 out of 2 people found this helpful
44,5 stars,Ricardo Alex Falacio,A principio muito bom a proposta. Mas ainda estou avaliando.,2023-03-25,2 out of 2 people found this helpful
45,5 stars,daniel garcia,top demaizi,2023-03-23,2 out of 2 people found this helpful
46,5 stars,alipio batista,showwwww,2023-03-16,1 person found this review to be helpful
47,5 stars,Renan Dantas,top,2023-03-14,1 person found this review to be helpful
48,1 stars,Наталья,Не работает (вообще ничего не появляется),2023-03-09,8 out of 8 people found this helpful
49,5 stars,Faisal Alhegery,اتوقع انه مفيد للغاية,2023-02-28,5 out of 5 people found this helpful
50,5 stars,krix maxter,la uso mucho esta extension,2023-02-21,2 out of 2 people found this helpful
51,3 stars,elite surgelati,ok,2023-02-17,
52,5 stars,Rafael Diniz,yo,2023-02-16,1 person found this review to be helpful
53,4 stars,Pedro Matondo Investimentos,testando ainda,2023-02-02,
54,5 stars,juan ventura,thats increíble,2023-01-27,1 person found this review to be helpful
55,5 stars,alex kascheev,OK,2023-01-05,2 out of 4 people found this helpful
56,5 stars,roberto terron,es muy útil y sencillo de utilizar,2023-01-04,2 out of 2 people found this helpful
57,5 stars,Adminish Root,great,2022-12-20,2 out of 2 people found this helpful
58,5 stars,OOO РегионСервис,Отлично! Давно искала что-то вроде этого!,2022-12-09,2 out of 4 people found this helpful
59,5 stars,Breck Snyder,Magical,2022-12-08,4 out of 4 people found this helpful
60,5 stars,Kevin Cordova,I LOVE IT,2022-12-08,2 out of 2 people found this helpful
61,5 stars,Marina Elisa,"so far, very good.",2022-12-08,
62,1 stars,Yuri Gordeev,не работает.,2022-11-27,2 out of 4 people found this helpful
63,1 stars,Dos Santos,Bad,2022-11-24,1 person found this review to be helpful
64,5 stars,Justin Stewart,Great Chrome Extension! Perfect for an avid online shopper like me.,2022-11-21,2 out of 3 people found this helpful
65,5 stars,Claudia Lorena Piedrahita Muñoz,buena,2022-11-14,2 out of 2 people found this helpful
66,5 stars,Tiza Gwadess,cool,2022-11-13,1 person found this review to be helpful
67,1 stars,Hugo Simões,Does not work anymore because it looks that aliexpress change their website format.,2022-11-11,1 person found this review to be helpful
68,1 stars,Станислав Я,не работает,2022-11-10,2 out of 3 people found this helpful
69,1 stars,Alvaro Quintana,no works,2022-11-02,2 out of 4 people found this helpful
70,1 stars,Elad Moyal,not work,2022-10-10,1 out of 2 people found this helpful
71,1 stars,Итачи Обитович,вообще ничего не вылазит. ноль.,2022-10-04,5 out of 6 people found this helpful
72,1 stars,Chalitha Randika Mallikaarachchi,not working don't add,2022-10-04,3 out of 4 people found this helpful
73,1 stars,Lucas,"Doesn`t Work. Tried everything, even another computer",2022-09-23,5 out of 8 people found this helpful
74,5 stars,Alex Bond 007 (Just In-Case),Отлично,2022-09-19,1 out of 2 people found this helpful
75,5 stars,Floripa Detudo (floripadetudo),otimo,2022-09-16,
76,5 stars,Mikhail Yershoff,Very good.,2022-08-31,3 out of 3 people found this helpful
77,1 stars,Николай Почепко,Не работает. (Вивальди браузер).,2022-08-29,2 out of 4 people found this helpful
78,5 stars,elcharliguitarro madrigal,i loved,2022-08-23,4 out of 4 people found this helpful
79,5 stars,Eddie Haugen,wery good! to be recomended,2022-08-21,2 out of 2 people found this helpful
80,5 stars,Edgar Salazar,Excelent!!!!,2022-08-18,2 out of 2 people found this helpful
81,5 stars,Teles Sandes,amei,2022-08-15,
82,5 stars,cj juszczak,"works as intended, just click an item into your shopping cart, and when you later select the item in the cart (use the ""radio buttons""), as long as it qualified for coupons, they will be auto-enabled and you will see the price reflected on the right in the totals.",2022-08-15,2 out of 2 people found this helpful
83,5 stars,Paulo Machado,amei,2022-08-06,
84,5 stars,Mirjam Kaculi,okk,2022-08-06,
85,5 stars,FIFI BEUNOIT,cool,2022-08-01,1 person found this review to be helpful
86,1 stars,Большой Хлебовски,перестал работать,2022-07-21,5 out of 6 people found this helpful
87,5 stars,Kevin Antonio Mercado González,Buena extension,2022-07-21,2 out of 2 people found this helpful
88,5 stars,ramiro fisio,nice,2022-07-18,3 out of 3 people found this helpful
89,5 stars,Alejandro giovanni Pairazaman ravichagua,i love it thanks,2022-07-12,3 out of 3 people found this helpful
90,1 stars,Alexey American,НЕ РАБОТАЕТ!,2022-07-06,4 out of 4 people found this helpful
91,1 stars,Вячеслав Александрович,Не работает!!!,2022-07-02,3 out of 3 people found this helpful
92,5 stars,Betania Donato,Otimo; amei,2022-06-25,
93,1 stars,Алексей (deff_gor),Не работает!,2022-06-24,3 out of 3 people found this helpful
94,5 stars,Didier Dubois,"Pas encore essayé mais je connais la bienfaisance de ALIEXPRSS, donc je fais confiance",2022-06-24,3 out of 3 people found this helpful
95,5 stars,Academia Turbo Slz,top,2022-06-21,
96,5 stars,Brett Foster,will find out thanks,2022-06-19,3 out of 3 people found this helpful
97,5 stars,Jean-michel Rotzen,Tres interessant,2022-06-15,1 person found this review to be helpful
98,2 stars,Vitor Oliveira Fotografias,testar essa budega,2022-06-08,
99,5 stars,Aiden Pearce,Супер,2022-04-05,1 person found this review to be unhelpful
100,5 stars,Itzel Cayetano De Santiago,pasable,2022-04-01,4 out of 4 people found this helpful
101,5 stars,Tony Stark,"класс, но изменю если непонравится",2022-03-22,0 out of 2 people found this helpful
102,5 stars,Vincent FROMM,utile,2022-03-18,
103,5 stars,Sandoval Zzz,To be completely honest in new using it but i can say had a lot of reviews postive not just in here. Continue doing the best guys.,2022-03-18,4 out of 4 people found this helpful
104,5 stars,Pedro Fernandez morcillo,excelente APP.Altamente recomendable,2022-03-07,3 out of 3 people found this helpful
105,5 stars,Amandy Freitas,MUITO BOMMMMMM,2022-03-06,
106,5 stars,Дмитрий Ковалев,всё просто супер!!!! процветания вам и всего самого наилучшего!!!!,2022-02-26,1 person found this review to be unhelpful
107,5 stars,Robert “RJ” Chastain,Excellent Love It,2022-02-24,2 out of 2 people found this helpful
108,5 stars,Павел Караганов,https://twitter.com/KaraganovPavel/status/1496453268666466308,2022-02-23,1 person found this review to be unhelpful
109,5 stars,Jurgen Oficial,muy buena extencion me ayudo bastante,2022-02-14,2 out of 2 people found this helpful
110,2 stars,Michael Marcel dos Santos (Maikosantosss),"já vou deixar duas estrelas, porque pede pra da cinco estrelas se nem ter testado o app",2022-02-12,1 person found this review to be helpful
111,4 stars,Roberto Imperiale,ottimo,2022-02-11,
112,5 stars,Nicolas Pepinos,nice,2022-01-21,2 out of 2 people found this helpful
113,1 stars,Едуард Кровный,"Расширение отключает\перенаправляет себе кэшбэк в момент поиска подходящих купонов, даже если не найдено ни одного (проверено на Lеtу$hорs). На практике из 30 совершенных покупок подобрало купон только 1 раз. Думайте сами нужно ли вам такое расширение.",2022-01-10,3 out of 3 people found this helpful
114,5 stars,Fernando dos Santos Veras,Ainda testando...Como todos abaixo.,2022-01-06,
115,5 stars,khalifa muhammad,"it's so amazing, though haven't go and grab some, buh nothing is impossible with ali express",2021-12-28,3 out of 4 people found this helpful
116,5 stars,Oleg Kladov,Отличное расширение!,2021-12-15,1 person found this review to be unhelpful
117,1 stars,Rodrigo Lessa,not working,2021-12-08,
118,5 stars,Святослав Петров,All ok!!,2021-11-26,1 person found this review to be unhelpful
119,1 stars,deman,"Cent Browser, темнеет страница, ищет промики ""без спроса"", пользоваться расширением невозможно. 
И что самое главное, ничего не находит! хотя промиков сейчас полно. 
Другое расширение целую кучу находит.",2021-11-25,1 person found this review to be helpful
120,5 stars,Antonio G.,ottima la consiglio,2021-11-21,
121,5 stars,Klaas Adinant,Come here just to tell you that the extension helps me save $27 more on my latest purchase! I wish they have something like this for Banggood too!,2021-11-20,2 out of 2 people found this helpful
122,4 stars,Luis De leon 车,aun no lo he probado pero espero que sea muy buenaa,2021-11-18,1 out of 3 people found this helpful
123,1 stars,Pau (Sailens),"Directamente no funciona, se queda eternamente comprobando el primer cupón y no hay forma que los muestre para comprobarlos uno mismo",2021-11-11,
124,5 stars,Cristofer Varela,Muito util mesmo,2021-11-11,1 person found this review to be unhelpful
125,5 stars,Emmanuel Martinez,Me encanto,2021-11-09,2 out of 2 people found this helpful
126,5 stars,Danco style,"it's amazing mike, look i only search a product on aliexpress and i dont even have to hit a button, it's like magic i think this is what they  mean when they speak about artificial intelligence mike its like it has a mind of his own, look I choose the product and bang look mike do you see what happens there, yes there in the right corner mike, its amazin it finds all coupons for this product",2021-11-06,2 out of 2 people found this helpful
127,5 stars,mirian da silva agulla,OMG is the perfect extension,2021-10-30,1 person found this review to be helpful
128,3 stars,Felipe NS,Testando,2021-10-22,
129,5 stars,ashiba emˈpaTHik,"suppppeeerrrrr handig, scheelt uren met zoeken👍",2021-10-22,1 person found this review to be helpful
130,5 stars,NotZex,so good its amazing <3,2021-10-19,1 person found this review to be helpful
131,5 stars,Daoud,"pas encore testé, j'espère qu'elle sera opérationnelle comme décrit",2021-10-18,1 person found this review to be helpful
132,1 stars,Top Music Fãs,nao funciona....perca de tempo,2021-10-15,3 out of 3 people found this helpful
133,5 stars,NA CER,جيد,2021-10-15,2 out of 2 people found this helpful
134,1 stars,William Almeida,"Ainda testando , mas pede pra avaliar antes de você ter acesso ...",2021-10-12,5 out of 5 people found this helpful
135,5 stars,Saeed alshahrani,رائع جدا,2021-10-07,1 person found this review to be helpful
136,5 stars,Nikita Fox,"Хорошо, мне нравится.",2021-10-03,1 person found this review to be unhelpful
137,5 stars,Buttermilk•Pew,its good!,2021-10-03,1 person found this review to be helpful
138,5 stars,Emilio Lopez,Sick way to get the deals,2021-09-30,1 person found this review to be helpful
139,5 stars,Bernardo Carasonic,cara muito bom consegui comprar um goku eu queria dar 99999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999 estrelas mais so da ate 5,2021-09-27,
140,5 stars,Eduardo Ferreira,exelente,2021-09-23,
141,3 stars,Leonardo Nogueira,vou testar ainda,2021-09-22,
142,5 stars,Franco Picardi,Spero di ricevere sconti veri,2021-09-21,1 person found this review to be unhelpful
143,4 stars,VlaD Rao,ok so good,2021-09-20,1 person found this review to be helpful
144,5 stars,Darcy Bown,great coupons,2021-09-19,1 person found this review to be helpful
145,5 stars,Jennifer Thomason,I love this extension!,2021-09-18,1 person found this review to be helpful
146,5 stars,Stanislav Komlenac,"I'm going to start using TODAY this app, i'm sure is a very good app",2021-09-05,1 person found this review to be helpful
147,1 stars,Oh Wow,Stopped working,2021-09-04,1 person found this review to be helpful
148,5 stars,Luis Rojas,increibleeee,2021-08-31,1 person found this review to be helpful
149,5 stars,rachel reynoso,Love how it scans for coupons. Amazing!!! It has saved me a ton of cash!!!,2021-08-27,1 person found this review to be helpful
150,5 stars,Daniel Dandignac,Thanks for saving me $$$$,2021-08-26,1 person found this review to be helpful
151,5 stars,Ахмед Мусапиров,отличное расширение работает просто супер. всем советую,2021-08-25,1 person found this review to be unhelpful
152,5 stars,Waltemar Carneiro,Vou logo dá logo 5 estrelas porque sei que a intenção do desenvolvedor foi no sentido de ajudar. 😉😉😉😉😉😉😉😉,2021-08-23,
153,5 stars,Jean-Maxime Maunier,"super,pour moi qui commence dans le DS",2021-08-23,1 person found this review to be helpful
154,5 stars,pascal flament,on verra si tout fonctionne bien dans le temps,2021-08-23,
155,5 stars,João Paulo Vargas De Souza,Muito bom,2021-08-18,
156,4 stars,Star Mapila,good,2021-08-18,
157,5 stars,bhawantha prashan,Best,2021-08-17,
158,5 stars,Santiago Marquez Baeza,Loved it!,2021-08-14,
159,3 stars,Lucas Wesley,avaliei antes de testar pq a extensao obriga,2021-08-12,
160,5 stars,Patrick Rudgeri,Great extension!,2021-08-12,
161,5 stars,Carolina Reyes Hurtado,Es la primera vez que la usaré,2021-08-11,
162,5 stars,smartcell assistencia,Descontos bons e agrega lucros no bolso.,2021-08-06,
163,5 stars,Yahya Elaraishi,ottima,2021-08-03,
164,5 stars,Melody Krol,cool,2021-08-01,
165,5 stars,Victor Hugo Ferreira,muito util economizei um belo valor com essa estenção recomendo a todos,2021-07-30,
166,5 stars,Matheus Vinicius,ainda vou testar,2021-07-28,
167,5 stars,Naomi Pineda,Easy and nice,2021-07-21,
168,5 stars,Eliezer YT,neee,2021-07-20,
169,5 stars,Syree High,Great extention,2021-07-15,
170,5 stars,OHG INFORMATICA,Top,2021-07-15,
171,3 stars,Jefferson Pessoa,Não testei,2021-07-14,
172,5 stars,A. T.,spero sia utile,2021-07-10,
173,4 stars,Julia,ok,2021-07-08,
174,5 stars,Mia Parisi,e ottima,2021-07-05,
175,5 stars,Bérénice WAGNER,Vraiment cool !,2021-06-30,
176,3 stars,Dani Dal Sasso,tb dei 3 pois ainda não usei,2021-06-29,1 person found this review to be unhelpful
177,5 stars,DIEGO HONORATO,muy buena aplicacion ya vi varias cosas que me sirven y a menor precio super recomendable,2021-06-29,
178,5 stars,jc mora,great!!,2021-06-23,
179,5 stars,Jσяgε Lùιž,vamos testar,2021-06-22,1 person found this review to be helpful
180,5 stars,R Hussain,Coupons are the best sale improving tool which enhance the online sale and attraction of customers.,2021-06-21,
181,5 stars,Ammar Fahad,good,2021-06-20,
182,3 stars,Davi Lisboa,Testing,2021-06-19,1 person found this review to be helpful
183,5 stars,優美樓鳳（大台北-桃園-基隆-超高CP質）,還可以,2021-06-09,
184,5 stars,Dini_ Dreams,this help me a lot. very good and happy about this.,2021-06-03,
185,5 stars,Elpiero Dibaggio,GOZUU!,2021-06-03,
186,5 stars,Chonthanin Silla,This is very nice extension and useful for everyone,2021-06-01,
187,4 stars,box tv,interessante,2021-05-31,1 person found this review to be helpful
188,2 stars,Mariella de la Torre,"Es ,muy practico.",2021-05-29,
189,5 stars,Artem “K”,Замечательное расширение!,2021-05-28,1 person found this review to be unhelpful
190,3 stars,William,testando,2021-05-28,
191,5 stars,Jason Reed,works great,2021-05-27,
192,5 stars,Igor Souza Araújo,toop,2021-05-20,
193,5 stars,Djamel MEDANI,super,2021-05-18,
194,5 stars,Campos Luna Uriel Alejandro,Muy buena,2021-05-17,
195,5 stars,rafael torres,"he ahorrado muchísimo, solia comprar todo el tiempo pendejadas pero ahora me salen mas baratas jajajaa XD",2021-05-16,
196,5 stars,Donald Ambrose,As soon as the extension loaded it requested I rate it 5 stars. So far Ill give them that. If something changes Im quick to make an edit. Id want that done for me before wasting my time.,2021-05-15,
197,5 stars,sale club,very nice. i like it. i download it to my all device. very useful. Thank you.,2021-05-15,
198,5 stars,Yeung Jacky,very useful tool!,2021-05-13,
199,5 stars,Akpedze LAVRI,GReat,2021-05-12,
200,4 stars,mohamed chouti karles,jespere etre satisfait,2021-05-12,
201,3 stars,Marcelo Sousa,"Quando realizar a minha primeira compra e tudo ocorrer bem, volto aqui e dou 5 estrelas.",2021-05-10,1 person found this review to be unhelpful
202,5 stars,Robert Wesołowski,pomocne,2021-05-08,
203,5 stars,ShawTy,Cool,2021-05-05,
204,1 stars,Eduardo Fernandes,nao testei ainda,2021-05-04,1 person found this review to be unhelpful
205,5 stars,Felix Garcia,Muy util. gracias,2021-05-04,
206,5 stars,joshua nealy,k.,2021-04-28,
207,3 stars,Ssaidmkawi Ssaidmkawi,good,2021-04-27,
208,1 stars,Israel Alfonzo,Me muestra cupones que no me sirven de nada al momento de realizar el pago. Fake,2021-04-24,
209,5 stars,Stefano Fronterrè,Ottima,2021-04-22,
210,5 stars,Nemosis The Great,"I love it, its very useful!",2021-04-22,
211,3 stars,Dean Ishikawa,"Pede avaliação antes msm de testar, por isso as 3 estrelas",2021-04-21,1 person found this review to be unhelpful
212,5 stars,Raïss,Awesome,2021-04-19,
213,5 stars,Antonín Hadaš,"Uplně bezvadné,snad se to vyplatí",2021-04-15,
214,5 stars,William Gregory Quintana Mogollon,super,2021-04-15,
215,5 stars,O Ruben,hyes,2021-04-15,
216,5 stars,Angelo Jesus Pino Grandez,good,2021-04-12,
217,5 stars,Anderson paiva duque,legal,2021-04-12,
218,5 stars,Andrei,ottima estensione!!,2021-04-07,
219,5 stars,Jacob Tedros,nice,2021-04-06,
220,5 stars,tomás,nicee,2021-04-05,
221,5 stars,Gabriela Gómez C,muy util,2021-04-03,
222,4 stars,Edmar lucas,"Ainda não testei, mas espero que seja bom.",2021-04-01,
223,3 stars,Gabriela Oliveira,"Ainda vou testar, eles pedem avaliação logo de cara.",2021-04-01,1 person found this review to be unhelpful
224,1 stars,Андрей Борисов,Не работает,2021-03-27,1 person found this review to be unhelpful
225,5 stars,Estiben Solarte Chilito,ufff,2021-03-25,
226,5 stars,Moh'd qahtani,love it,2021-03-21,
227,5 stars,Cady Alhiloan,جميل,2021-03-21,
228,5 stars,Dimitris,Amazing ..!!,2021-03-18,
229,5 stars,alessio simonato,perfetta,2021-03-17,
230,5 stars,Youpi Shop,vou testar,2021-03-17,
231,5 stars,khalifa said,grate deals,2021-03-16,
232,5 stars,Franco Novmbre,c'est très très intéressant,2021-03-16,
233,5 stars,Sean Panganiban,nice wan,2021-03-13,
234,5 stars,Chathu Ryan,very nice,2021-03-11,
235,5 stars,Nicolas Perez,xd,2021-03-10,
236,5 stars,Hugo Diaz,MUY BUENA,2021-03-10,
237,5 stars,Yer Copete,Sí,2021-03-09,
238,5 stars,Nathalie MOLINARO,Pas encore essayé,2021-03-09,1 person found this review to be helpful
239,4 stars,Nathaniel Caldwell,Boomdiggidy,2021-03-08,
240,4 stars,Kester Croal,great app,2021-03-07,
241,5 stars,Valentino Amato,Ricevere dei piccoli sconti è sempre bello!,2021-03-03,
242,5 stars,Numan Ijaz,great,2021-03-01,
243,5 stars,angi henrickson,"everyone needs help with money right now, thanx.",2021-02-28,
244,1 stars,Danil Sh,Not work.,2021-02-23,
245,5 stars,Wilme' Putter,Great app thanks!!,2021-02-22,
246,5 stars,Chiara Tomasoni,"L'o appena installata, ottima idea !",2021-02-21,
247,5 stars,Alessandro,good,2021-02-19,
248,5 stars,Ratnesh Singh,"AliExpress Coupon Finder (AliCoupons) extension! is good but user can also get all working and verified aliexpress coupons from 
https://askmeoffers.com/coupon-deal-offer-promo-store/aliexpress-com/",2021-02-15,
249,5 stars,Bob Deltaco,all these saving apps are great but this one is amazing because I saved almost 70 dollars and ALMOST GOT ripped off by paying an extra 7 dollars to get the deal but gave it to me free,2021-02-11,
250,5 stars,Hamber & Cecilia Cabrera,"I'm going to start using TODAY this app, i'm sure is a very good app ☺💖",2021-02-10,1 person found this review to be unhelpful
251,5 stars,david willey,it looks like it will be a good extention to me,2021-02-08,1 person found this review to be unhelpful
252,5 stars,salvatore zocco,pare utile,2021-02-07,
253,5 stars,Roxane,"Vraiment génial comme extension :)  
En plus d'avoir honey et cette extension .. sa me fais économiser beaucoup d'argent. 
Un gros merci pour cette extension qui est super utile pour les gens qui magasine beaucoup sur aliexpress.",2021-02-07,2 out of 2 people found this helpful
254,5 stars,Brayan Bautista Gonzalez,is good,2021-02-07,
255,5 stars,mikey-kun,saa,2021-02-06,
256,5 stars,daniela matos,good,2021-02-06,
257,5 stars,Arianna pezzillo,Ottima estensione davvero utile,2021-02-04,
258,5 stars,Sweet Shirts,"One word "" Great "" very usefull",2021-02-03,
259,5 stars,Alan Jaques,top,2021-01-31,
260,3 stars,Cavaliere oscuro,"Utile ma possono vedere tutti i dati e acquisti che fate,quindi occhio",2021-01-31,
261,5 stars,David The New Turtle,Mais pas encore testé,2021-01-30,1 person found this review to be helpful
262,4 stars,isa,not bad !,2021-01-28,
263,4 stars,Elvio Goncalves,Estamos avaliando... A idéia nos parece excelente e prática.,2021-01-27,
264,5 stars,Abi W,Because it is useful to save money...,2021-01-27,
265,4 stars,Hamid Salman,good extension for dropshippers,2021-01-26,
266,5 stars,melissa pate,great!,2021-01-25,
267,5 stars,Jodie hale,excited about saving money without doing the work!,2021-01-22,
268,5 stars,Miguel Fuentes,good,2021-01-21,
269,5 stars,Jose Carlos Gomes,Poupar é sempre muito bom. Agora é só comprar.,2021-01-20,1 person found this review to be helpful
270,5 stars,Miguel Cuevas,bruh it was good i guess,2021-01-15,
271,5 stars,Nieng,"Do we HAVE to rate it five stars🙄😑
I think it's because the more we rate it five stars the more people come and get this extension and that'll make your extension better so that it could improve more in saving money?🤔🤨",2021-01-14,
272,5 stars,Donzeasy Shop,Excellent!!!,2021-01-13,
273,5 stars,FRANCESCO DE GIORGI,bene,2021-01-11,
274,5 stars,Huthenion,c bi1,2021-01-10,1 person found this review to be helpful
275,5 stars,Psiko del Riot,works,2021-01-08,
276,5 stars,Jennifer Lonergan,5 star app!!,2021-01-07,
277,5 stars,daniele del prete,ottimo,2021-01-05,
278,5 stars,Priyantha Bandara,yes we are...,2021-01-05,
279,5 stars,Денис Нефёдов,ok,2021-01-04,
280,5 stars,Imari Whitley,i love this extension,2021-01-02,
281,5 stars,Jasmine Vania,ottima estensione !!! molto utile,2021-01-01,1 person found this review to be helpful
282,5 stars,Ross Waniolek,awesome!,2020-12-31,
283,4 stars,dom dom,Pas encore testé mais à l'air prometteur en combinaison avec une extension qui recherche le prix le moins cher.,2020-12-30,1 person found this review to be helpful
284,4 stars,Benyoucef BENSAAD,trés bien,2020-12-30,1 person found this review to be helpful
285,5 stars,cristina pedrini,ottimo consiglio,2020-12-27,
286,5 stars,About Smartphone,good,2020-12-27,1 person found this review to be helpful
287,3 stars,Renato Stelmaki,"pode ser mais ou pode ser menos...acabei de instalar...nao posso dar estrela total ainda...vou tentar  conseguir algum beneficio e ver se funciona realmente ou somente para promover o site de aliexpress...o qual  sou cliente ha muitos anos...so nao tenho sorte com cupons....ate  grato...
Renato stelmaki - cidade gaucha  pr  brasil",2020-12-27,1 person found this review to be helpful
288,3 stars,Eliomar Reis,LEGAL,2020-12-17,
289,5 stars,Michelle Van Es,good,2020-12-17,
290,5 stars,Armando Conte,ok,2020-12-16,
291,5 stars,SONIA,propone velocemente i coupon,2020-12-15,1 person found this review to be helpful
292,5 stars,Joan Iriarte,voy a verificar,2020-12-14,
293,5 stars,fabrice moreau,super,2020-12-11,1 person found this review to be helpful
294,5 stars,Tuan Pham,love this,2020-12-11,
295,5 stars,Денис Буянов (Demisdis),cegth,2020-12-09,
296,3 stars,Fabiana Oliveira,ainda não testei,2020-12-08,
297,5 stars,ExClue Save,perfect..,2020-12-06,
298,5 stars,Jen Zaugg,eh,2020-12-06,
299,5 stars,John Smith,wish i knew  about Ali sooner. Thanks Ali,2020-12-05,
300,5 stars,Mauri,Buena etension y muy util,2020-12-02,
301,5 stars,andromeda 75,la proverò subito,2020-11-29,
302,5 stars,Ricardo H,Nice pace good job carry on so,2020-11-28,
303,5 stars,Vitaly Kobrin,super,2020-11-28,
304,5 stars,Luisa Peñaloza Donado,So useful,2020-11-27,1 person found this review to be helpful
305,4 stars,Antonino d'angelo,utile app e utili consigli,2020-11-22,
306,5 stars,FREDERIC RICHE,Je suis certain que ça va répondre à mes attentes sur un plan financier,2020-11-22,1 person found this review to be helpful
307,5 stars,Jason Fernando,An awesome extension,2020-11-22,
308,5 stars,abdulaziz mohammed,wow,2020-11-20,
309,5 stars,Victor Borjigin,It is an excellent extension and loved it!,2020-11-19,
310,4 stars,shopimy shopimy,good,2020-11-18,1 person found this review to be helpful
311,5 stars,Kjell Roger Helleland,nice program,2020-11-17,
312,5 stars,Yann Mergen,super,2020-11-17,1 person found this review to be helpful
313,5 stars,Dananjaya Indunil,Not Yet Tried,2020-11-16,
314,5 stars,Majic Manna,love it thx 4 creating great stuff guys & gals,2020-11-15,
315,2 stars,l n,cuzin,2020-11-11,
316,5 stars,Aleksandr Torunek,///eee,2020-11-11,
317,4 stars,Жизнь в городе после деревни,Буду пробовать,2020-11-11,
318,5 stars,Juree's Music,I love this extension!,2020-11-10,
319,5 stars,David Luna,uwu,2020-11-10,
320,4 stars,kate nayou,super cool,2020-11-05,1 person found this review to be helpful
321,5 stars,VICTOR SILVA,amei,2020-11-04,
322,5 stars,Elensete Lemos,otimo,2020-11-01,
323,5 stars,Thomas,ok,2020-10-31,
324,5 stars,Francesca,belloo,2020-10-30,
325,5 stars,Linda Tibbs,goood,2020-10-27,
326,5 stars,Marco Aurelio,"EXCELENT E E BARATO,CHEAP!",2020-10-26,
