Keyword,Intent,Volume,Trend,Keyword Difficulty,CPC (USD),Competitive Density,SERP Features,Number of Results
painted kitchenaid stand mixers,Commercial,50,"0.09,0.09,0.09,0.09,0.09,0.09,0.23,0.23,0.23,0.42,1.00,0.42",22,1.78,1.00,"Site links, Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",168000
recipes for stand mixers kitchenaid,Informational,50,"1.00,1.00,0.04,0.04,0.00,0.00,0.00,0.04,0.00,0.04,0.11,0.04",43,0.08,0.15,"Site links, Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",519000
stand mixers kitchenaid mixer,Transactional,50,"0.28,0.28,0.14,0.14,0.21,0.21,0.28,0.14,0.28,0.78,1.00,0.50",63,0.67,1.00,"Reviews, Image, Image pack, Video, Video carousel, People also ask, Related searches, Popular products",3290000
grinder attachment for kitchenaid stand mixers,"Informational, Transactional",40,"0.22,0.22,0.22,0.00,0.22,0.22,0.77,0.77,1.00,0.77,0.55,0.00",39,0.43,1.00,"Reviews, Image, Image pack, Video, Related searches, Popular products",1820000
height of kitchenaid stand mixers,Transactional,40,"0.07,0.07,0.07,0.07,0.00,0.07,0.07,0.07,0.07,0.07,0.34,1.00",39,0.35,1.00,"Reviews, Image, Image pack, Video, People also ask",717000
how long do kitchenaid stand mixers last,Informational,40,"0.14,0.14,0.14,0.14,0.14,0.14,0.21,0.14,0.50,0.00,0.64,1.00",16,0.00,0.22,"Featured snippet, Site links, Reviews, Image, Video, People also ask, Related searches",4620000
kitchenaid attachment pack for stand mixers,"Informational, Transactional",40,"0.00,0.00,0.00,0.00,0.00,0.14,0.50,0.35,0.50,0.50,0.50,1.00",14,0.41,1.00,"Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",4920000
kitchenaid flex edge beater for 5 quart bowl-lift stand mixers,"Informational, Transactional",40,"0.03,0.03,0.00,0.03,0.00,0.00,0.03,0.03,0.11,0.53,1.00,0.19",17,0.41,1.00,"Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",171000
kitchenaid stand mixers comparison,Commercial,40,"0.11,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.23,0.82,1.00,0.41",33,0.50,1.00,"Site links, Reviews, Image, Video, People also ask, Related searches",232000
black friday deals on kitchenaid stand mixers,Commercial,30,"0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,1.00,0.14,0.00",44,0.00,0.00,"Site links, Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",432000
black friday sales on kitchenaid stand mixers,Transactional,30,"0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,1.00,0.18,0.00",42,0.00,0.00,"Site links, Reviews, Image, Image pack, Video, Video carousel, People also ask, Related searches, Popular products",294000
cheap kitchenaid stand mixers,Transactional,30,"0.43,0.29,0.14,0.14,0.14,0.00,0.29,0.14,0.29,0.57,1.00,1.00",53,0.68,1.00,"Site links, Reviews, Image, Image pack, Video carousel, People also ask, Related searches, Popular products",4780000
different types of kitchenaid stand mixers,Transactional,30,"0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,1.00,1.00,0.17",42,0.53,1.00,"Site links, Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",527000
kitchenaid artisan stand mixers,Transactional,30,"0.00,0.00,0.18,0.00,0.18,0.18,0.09,0.27,0.27,0.36,0.45,1.00",54,0.77,1.00,"Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",3230000
kitchenaid bowl lift stand mixers,Commercial,30,"0.11,0.00,0.11,0.05,0.05,0.05,0.11,0.18,0.05,0.24,1.00,0.18",31,0.72,1.00,"Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",0
kitchenaid professional 600 series stand mixers,Transactional,30,"0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,1.00,1.00,0.18",51,1.14,1.00,"Reviews, Image, Image pack, Video, People also ask, Popular products",1510000
kitchenaid professional stand mixers,Transactional,30,"0.44,0.44,0.22,0.22,0.11,0.22,0.22,0.44,0.44,0.67,1.00,0.00",50,1.03,1.00,"Site links, Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",2610000
kitchenaid stand mixers attachments,Transactional,30,"0.71,0.00,0.57,0.14,0.00,0.57,1.00,0.71,0.71,0.29,0.14,0.14",45,0.45,1.00,"Site links, Reviews, Image, Video, People also ask, Related searches, Popular products",3080000
kitchenaid stand mixers colors,Transactional,30,"0.56,0.42,0.28,0.28,0.28,0.28,0.14,0.28,0.42,1.00,1.00,0.00",22,0.91,1.00,"Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",661000
kitchenaid stand up mixers,"Informational, Commercial",30,"0.00,0.17,0.08,0.00,0.08,0.27,0.17,0.17,0.17,1.00,1.00,0.17",61,0.57,1.00,"Site links, Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",3120000
metal food grinder attachment for kitchenaid stand mixers,"Informational, Transactional",30,"0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,1.00,0.17",33,0.50,1.00,"Reviews, Image, Image pack, Video, Related searches, Popular products",383000
pasta maker attachment for kitchenaid stand mixers,"Informational, Transactional",30,"0.00,0.00,0.04,0.00,0.00,0.09,0.00,0.00,0.09,0.00,0.33,1.00",46,0.48,1.00,"Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",417000
pastry beater for kitchenaid bowl-lift stand mixers,Transactional,30,"0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,1.00,0.18,0.18",10,0.65,1.00,"Reviews, Image, Image pack, Video, Related searches, Popular products, Shopping ads",112000
types of kitchenaid stand mixers,"Navigational, Transactional",30,"0.22,0.11,0.22,0.22,0.22,0.22,1.00,1.00,0.22,0.22,0.22,0.22",41,0.45,1.00,"Site links, Reviews, Image, Video, People also ask, Related searches, Popular products",0
what is the difference between kitchenaid stand mixers,Informational,30,"0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,1.00,1.00,0.18",42,0.38,0.93,"Site links, Reviews, Video, People also ask, Related searches",5350000
what is the difference between the kitchenaid stand mixers,Informational,30,"0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,1.00,1.00,0.17",34,0.38,0.93,"Reviews, Image, Video, People also ask, Related searches",4530000
are kitchenaid stand mixers made in the usa,,20,"1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.86,,
are kitchenaid stand mixers worth it,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.93,1.00,,
are refurbished kitchenaid stand mixers good,,20,"0.67,0.67,0.67,0.67,0.67,0.67,0.67,1.00,0.67,0.67,0.67,0.67",,2.15,1.00,,
attachment for kitchenaid stand mixers,,20,"0.00,0.00,0.00,0.00,0.60,0.40,0.20,0.60,0.40,1.00,0.60,0.00",,0.45,1.00,,
best kitchenaid stand mixers,,20,"0.00,0.00,0.00,0.12,0.12,0.42,0.12,0.27,0.12,1.00,1.00,0.00",,0.88,1.00,,
best sales on kitchenaid stand mixers,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.55,1.00,,
compare all kitchenaid stand mixers,,20,"1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
compare cuisinart and kitchenaid stand mixers,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.31,1.00,,
compare different kitchenaid stand mixers,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.71,,
comparing kitchenaid stand mixers,,20,"0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.00,0.17,1.00,0.44,0.17",,0.92,1.00,,
covers for kitchenaid professional stand mixers,,20,"1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.38,1.00,,
difference between kitchenaid stand mixers,,20,"0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,1.00,0.47,0.47",,0.57,0.85,,
different kitchenaid stand mixers,,20,"0.00,0.00,0.00,0.00,0.00,0.18,0.00,0.18,0.18,1.00,1.00,0.18",,0.60,1.00,,
do all kitchenaid stand mixers tilt,,20,"0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
do kitchenaid stand mixers go on sale,,20,"1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,1.35,1.00,,
do kitchenaid stand mixers have a lifetime warranty,,20,"0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,1.00,0.64,0.64",,0.00,0.42,,
hand painted kitchenaid stand mixers,,20,"0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.92,,
kitchenaid 3-quart stainless steel bowl for tilt-head stand mixers,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
kitchenaid 6 qt glass bowl kit for bowl-lift stand mixers,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
kitchenaid all metal grain mill attachment for stand mixers,,20,"1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
kitchenaid artisan 5-quart stand mixers dimensions,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
kitchenaid artisan design stand mixers,,20,"1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.89,1.00,,
kitchenaid flex edge beater attachment for 5 qt stand mixers,,20,"0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
kitchenaid flex edge beater attachment for 5-qt. stand mixers,,20,"0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
kitchenaid flex edge beater for 6 qt stand mixers,,20,"1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00",,0.00,1.00,,
kitchenaid flex edge beater for tilt head stand mixers,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
kitchenaid fresh prep slicer shredder attachment for kitchenaid stand mixers,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
kitchenaid fresh prep slicer/shredder attachment for kitchenaid stand mixers,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
kitchenaid glass bowl for tilt-head stand mixers,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
kitchenaid gourmet pasta press attachment for stand mixers,,20,"0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,1.00,0.66",,0.79,1.00,,
kitchenaid kfew6l flex edge beater for 6-quart bowl-lift stand mixers,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00",,0.00,0.29,,
kitchenaid kp26m1xic professional 600 stand mixers 6 quart ice,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00",,0.00,0.00,,
kitchenaid ksm1cbt precise heat mixing bowl for tilt-head stand mixers,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
kitchenaid lift stand mixers,,20,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.27,0.18",,0.68,1.00,,
kitchenaid pasta press attachment for stand mixers,,20,"0.73,1.00,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47",,0.55,1.00,,
kitchenaid pastry beater for bowl-lift stand mixers ksmpb7,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00",,0.00,0.00,,
kitchenaid pastry beater for tilt head stand mixers ksmpb5,,20,"1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
kitchenaid precise heat mixing bowl for bowl-lift stand mixers,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.50,,
kitchenaid professional 5 plus series stand mixers - silver,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
kitchenaid professional 5 plus series stand mixers silver,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
kitchenaid rvsa slicer shredder attachment for stand mixers,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
kitchenaid rvsa slicer/shredder attachment for stand mixers,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
kitchenaid stand mixers compared,,20,"0.07,0.07,0.00,0.07,0.00,0.07,0.07,0.07,0.17,1.00,0.45,0.00",,0.58,1.00,,
kitchenaid stand mixers on sale now,,20,"1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
kitchenaid stand mixers sale,,20,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.50,0.00",,1.07,1.00,,
kitchenaid wire whip attachment for 5 qt stand mixers,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.49,1.00,,
kitchenaid wire whip attachment for 5-qt. stand mixers,,20,"0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,1.00,0.67,0.67",,0.49,1.00,,
ksmvsa fresh prep slicer/shredder attachment for kitchenaid stand mixers multi,,20,"0.00,0.00,1.00,0.00,0.00,0.00,0.28,0.28,0.28,0.28,0.28,0.28",,0.00,1.00,,
mockmill grain mill attachment for kitchenaid stand mixers,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.85,,
rate kitchenaid stand mixers,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00",,0.00,1.00,,
refurbished kitchenaid artisan 5 quart stand mixers,,20,"1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
refurbished kitchenaid artisan 5-quart stand mixers,,20,"1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
sizes of kitchenaid stand mixers,,20,"0.75,0.75,0.50,0.50,0.00,1.00,0.00,0.50,0.50,0.50,0.50,0.25",,0.50,0.98,,
slicer/shredder attachments for kitchenaid stand mixers,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.54,1.00,,
stand mixers like kitchenaid,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.25,1.00,,
star wars kitchenaid stand mixers,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00",,0.00,0.00,,
used kitchenaid stand mixers,,20,"1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.07",,0.21,1.00,,
vegetable sheet cutter attachment for kitchenaid stand mixers,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00",,0.00,1.00,,
what are the different types of kitchenaid stand mixers,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.28,1.00,,
what is the difference in kitchenaid stand mixers,,20,"1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00",,0.36,0.95,,
what's the difference between the kitchenaid stand mixers,,20,"1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,2.64,0.63,,
when did kitchenaid stand mixers come out,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00",,0.00,0.00,,
when do kitchenaid stand mixers go on sale,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,1.89,1.00,,
where are kitchenaid stand mixers made,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.08,,
where are kitchenaid stand mixers manufactured,,20,"1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.08,,
who repairs kitchenaid stand mixers,,20,"1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.36,,
who sells kitchenaid stand mixers,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
why are kitchenaid stand mixers so expensive,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.69,,
all kitchenaid stand mixers,,10,"1.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00",,0.00,1.00,,
amazon kitchenaid stand mixers,,10,"0.50,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,1.00,1.00,0.00",,0.51,1.00,,
best price on kitchenaid stand mixers,,10,"0.00,0.00,0.20,0.00,0.00,0.20,0.00,0.00,0.39,1.00,1.00,0.00",,0.99,1.00,,
black friday kitchenaid artisan 5 quart stand mixers,,10,"0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
ceramic bowls for kitchenaid stand mixers,,10,"0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
closeout kitchenaid stand mixers,,10,"1.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00",,0.00,0.00,,
comparison of kitchenaid stand mixers,,10,"0.43,0.00,0.00,0.43,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.43",,0.50,1.00,,
consumer reports kitchenaid stand mixers,,10,"0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
custom painted kitchenaid stand mixers,,10,"1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00",,0.00,0.00,,
difference between all kitchenaid stand mixers,,10,"1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00",,0.00,0.00,,
differences kitchenaid stand mixers,,10,"0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00",,0.00,0.00,,
different sizes of kitchenaid stand mixers,,10,"1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
do kitchenaid stand mixers come with attachments,,10,"1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
factory refurbished kitchenaid stand mixers,,10,"1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00",,0.00,1.00,,
food meat grinder attachments for kitchenaid stand mixers,,10,"1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00",,0.00,0.00,,
fresh prep slicer shredder attachment for kitchenaid stand mixers,,10,"0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
fresh prep slicer/shredder attachment for kitchenaid stand mixers,,10,"0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
ice cream maker attachment kitchenaid stand mixers,,10,"0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.28,1.00,,
kitchenaid 6 quart glass mixing bowl for bowl-lift stand mixers,,10,"0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00",,0.00,1.00,,
kitchenaid artisan 6 quart stand mixers,,10,"0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00",,1.26,1.00,,
kitchenaid artisan 6-quart stand mixers,,10,"0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00",,1.26,1.00,,
kitchenaid artisan stand mixers on sale,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00",,0.00,0.00,,
kitchenaid compare stand mixers,,10,"0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.39,0.17,0.00",,0.50,1.00,,
kitchenaid fppa mixer attachment pack for stand mixers,,10,"1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00",,0.00,0.00,,
