Keyword,Intent,Volume,Trend,Keyword Difficulty,CPC (USD),Competitive Density,SERP Features,Number of Results
shop engravable necklaces,Commercial,1000,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.66,1.00,0.00",30,1.85,1.00,"Reviews, Image, Image pack, Related searches, Popular products, Shopping ads",16800000
custom engraved necklace,Transactional,880,"0.24,0.16,0.30,0.24,0.20,0.36,0.41,0.30,0.36,0.54,1.00,0.41",35,2.08,1.00,"Site links, Reviews, Image, Related searches, Popular products",14700000
engravable necklace pandora,Transactional,880,"0.00,0.00,0.01,0.03,0.03,0.03,0.02,0.04,0.08,1.00",42,1.53,1.00,"Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products, Shopping ads",787000
engraved necklace pandora,"Informational, Transactional",880,"0.02,0.03,0.04,0.04,0.36,0.66,1.00,0.24,0.24,0.41,0.79,0.41",33,1.53,1.00,"Reviews, Image, Video, People also ask, Related searches, Popular products",3230000
engraved bar necklace,Transactional,720,"0.67,0.67,0.83,1.00,0.67,0.67,0.83,0.83,0.83,0.83,0.83,0.83",22,2.23,1.00,"Reviews, Image, Related searches, Popular products",7320000
gold engraved necklace,Transactional,720,"0.36,0.45,0.55,0.20,0.55,0.55,0.45,0.16,0.45,0.81,1.00,0.20",10,2.76,1.00,"Reviews, Image, Image pack, Video carousel, Related searches, Popular products",21200000
name engraved necklace,Transactional,720,"0.36,0.30,0.62,0.45,0.24,0.36,0.36,0.36,0.36,0.82,1.00,0.30",42,2.43,1.00,"Reviews, Image, Image pack, Video, Related searches, Popular products",303000000
pandora custom engraved necklace,Transactional,720,"0.00,0.13,0.45,0.36,0.24,0.36,0.36,1.00,0.81",28,1.68,1.00,"Reviews, Image, Image pack, Video, People also ask, Related searches",1920000
photo engraved necklace,Transactional,720,"0.20,0.20,0.25,0.20,0.16,0.13,0.31,0.37,0.37,0.68,1.00,0.37",36,2.36,1.00,"Reviews, Image, Image pack, Related searches, Popular products",11500000
engravable heart necklace,Transactional,590,"0.24,0.13,0.24,0.24,0.13,0.24,0.36,0.36,0.36,0.81,1.00,0.62",20,2.12,1.00,"Reviews, Image, Image pack, Related searches, Popular products",2370000
engraved cross necklace,Transactional,590,"0.24,0.36,0.36,0.30,0.30,0.36,0.55,0.45,0.45,1.00,1.00,0.55",9,2.10,1.00,"Reviews, Image, Image pack, Related searches, Popular products",9990000
engraved necklace for her,Commercial,590,"0.83,0.67,0.83,1.00,0.67,0.56,0.56,0.36,0.36,0.83,0.67,0.36",32,3.17,1.00,"Reviews, Image, Image pack, Related searches, Popular products, Shopping ads",11900000
engraved picture necklace,Transactional,590,"0.24,0.20,0.24,0.30,0.20,0.15,0.20,0.45,0.30,1.00,0.82,0.45",36,2.36,1.00,"Reviews, Image, Image pack, Related searches, Popular products",10500000
engraving necklace,Transactional,590,"0.05,0.68,0.05,0.04,0.11,0.13,0.13,0.13,1.00,0.16,0.20,1.00",37,2.08,1.00,"Reviews, Image, Image pack, Video, Video carousel, Related searches, Popular products",44800000
guys necklaces engraved,Transactional,590,"0.01,0.01,0.01,0.01,0.01,0.01,0.52,0.52,0.46,0.84,1.00,0.68",23,1.66,1.00,"Reviews, Image, Image pack, Related searches, Popular products",13800000
men's engraved necklace,Transactional,590,"0.11,0.02,0.07,0.16,0.13,0.31,0.52,0.52,0.46,0.00,1.00,0.68",18,1.66,1.00,"Reviews, Image, Image pack, Related searches, Popular products",13200000
pandora engravable necklace,"Informational, Transactional",590,"0.00,0.00,0.00,0.00,0.03,0.07,0.10,0.07,0.05,1.00,0.20,0.10",36,1.53,1.00,"Reviews, Image, Image pack, People also ask, Related searches, Popular products",4360000
engravable bar necklace,Commercial,480,"0.16,0.16,0.19,0.29,0.16,0.19,0.19,0.24,0.29,1.00,1.00,0.19",13,2.23,1.00,"Reviews, Image, People also ask, Related searches, Popular products",1270000
engraved pendant necklace,Transactional,480,"0.36,0.36,0.44,0.54,0.36,0.44,0.54,0.54,0.44,0.81,1.00,0.54",38,2.41,1.00,"Reviews, Image, Image pack, Video carousel, Related searches, Popular products",17500000
gold bar necklace engraved,"Informational, Transactional",480,"0.45,0.45,0.82,0.67,0.36,0.36,0.54,0.54,0.54,0.82,1.00,0.45",18,2.23,1.00,"Reviews, Image, Related searches, Popular products",6410000
engraved name necklace,Transactional,390,"0.36,0.54,0.54,0.81,0.44,0.44,0.44,0.44,0.66,0.54,1.00,0.81",41,2.43,1.00,"Reviews, Image, Image pack, Video, Video carousel, Related searches, Popular products",14800000
mens engraved necklace,Transactional,390,"0.12,0.06,0.06,0.11,0.17,0.12,0.11,0.12,0.11,1.00,0.20,0.12",22,1.66,1.00,"Reviews, Image, Image pack, Related searches, Popular products",8600000
names engraved on necklaces,Transactional,390,"0.00,0.00,0.00,0.01,0.00,0.00,0.36,0.36,0.45,0.67,1.00,0.45",37,2.43,1.00,"Site links, Reviews, Image, Image pack, People also ask, Popular products",145000000
personalized engraved necklace,Transactional,390,"0.07,0.05,0.14,0.11,0.11,0.09,0.48,0.59,0.32,0.72,0.72,1.00",33,2.08,1.00,"Site links, Reviews, Image, Image pack, Video carousel, Related searches, Popular products",14100000
engraveable necklace,Transactional,320,"0.01,0.02,0.03,0.02,1.00,0.03,0.03,0.03,0.04,0.05,0.05,0.03",37,2.08,1.00,"Reviews, Image, Related searches, Popular products",81700000
engraved gold necklace,Transactional,320,"0.15,0.18,0.24,1.00,0.24,0.24,0.29,0.29,0.29,0.55,0.65,0.24",26,2.76,1.00,"Reviews, Image, Image pack, Video carousel, Related searches, Popular products",19900000
engraved necklaces personalized,Transactional,320,"0.00,0.01,0.01,0.00,0.00,0.00,0.36,0.30,0.30,0.62,1.00,0.04",35,2.08,1.00,"Site links, Reviews, Image, Image pack, Related searches, Popular products",66600000
engraved tiffany and co necklace,Transactional,320,"0.01,0.01,0.01,0.01,0.01,0.01,0.36,0.36,0.36,0.45,1.00,0.55",21,5.54,1.00,"Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",2960000
necklace with engraving,Transactional,320,"1.00,0.00,0.02,0.02,0.01,0.02,0.01,0.03,0.03,0.03,0.05,0.03",35,2.08,1.00,"Reviews, Image, Image pack, Video carousel, Related searches, Popular products",48500000
pandora handwriting engraved necklace,"Informational, Transactional",320,"0.32,1.00,0.04,0.00,0.26,0.11,0.11,0.03,0.32,0.39,0.88,0.17",31,1.68,1.00,"Reviews, Image, Image pack, Video, People also ask, Related searches",98
engravable necklaces,Transactional,260,"0.23,0.29,0.44,0.67,0.29,0.29,0.55,0.35,0.55,0.82,0.82,1.00",38,2.08,1.00,"Reviews, Image, Image pack, Related searches, Popular products",50800000
gold necklace with engraved bar,"Informational, Transactional",260,"0.02,0.00,0.02,0.02,0.02,0.02,0.44,0.54,0.54,0.67,1.00,0.29",17,2.23,1.00,"Reviews, Image, Image pack, Related searches, Popular products",7490000
guys cross necklace with engraving,Commercial,260,"0.02,0.02,0.00,0.00,0.00,0.00,0.29,0.54,0.36,1.00,1.00,0.29",15,1.24,1.00,"Reviews, Image, Image pack, People also ask, Popular products, Shopping ads",4110000
kendra scott engraved necklace,"Navigational, Transactional",260,"0.18,0.22,0.35,0.43,0.22,0.43,0.81,0.54,0.54,0.81,1.00,0.54",37,0.87,1.00,"Reviews, Image, Video, Related searches, Popular products",0
picture necklace engraved,Transactional,260,"0.15,0.29,0.23,0.23,0.19,0.15,0.36,0.12,0.23,0.12,1.00,0.81",35,2.36,1.00,"Reviews, Image, Image pack, Related searches, Popular products",11400000
tiffany engraved necklace,Transactional,260,"0.19,0.14,0.22,0.22,0.14,0.22,0.35,0.30,0.35,0.68,1.00,0.54",30,5.54,1.00,"Site links, Reviews, Image, Video, Related searches, Popular products",5700000
engravable gold necklace,Transactional,210,"0.35,0.53,0.53,0.43,0.28,0.43,0.66,0.43,0.53,1.00,1.00,0.82",19,2.76,1.00,"Reviews, Image, Image pack, Related searches, Popular products",4970000
engrave necklace,Commercial,210,"0.31,0.23,0.23,0.38,0.31,0.31,0.38,0.38,0.38,0.62,1.00,0.54",39,2.08,1.00,"Reviews, Image, Image pack, Video carousel, Related searches, Popular products, Shopping ads",4340000
engrave picture on necklace,Transactional,210,"0.00,0.01,0.00,0.19,0.19,0.19,0.19,0.15,0.15,1.00,1.00,0.44",34,2.36,1.00,"Reviews, Image, Image pack, Video, Related searches, Popular products, Shopping ads",2450000
engraved dog tag necklace,Commercial,210,"0.67,0.54,0.54,0.54,0.81,0.54,0.35,0.43,0.43,0.67,1.00,0.54",20,1.42,0.99,"Reviews, Image, Image pack, Related searches, Popular products",5530000
engraved locket necklace,Transactional,210,"0.43,0.35,0.35,0.43,0.29,0.29,0.29,0.35,0.43,1.00,0.81,0.43",15,4.22,1.00,"Reviews, Image, Image pack, Related searches, Popular products",6820000
engraved photo necklaces,Transactional,210,"0.06,0.05,0.02,0.12,0.15,0.12,0.29,0.19,0.23,1.00,0.66,0.19",34,2.36,1.00,"Reviews, Image, Image pack, Related searches, Popular products",9810000
eternal rose box with engraved necklace,Transactional,210,"0.00,1.00,0.00,0.59,0.32,0.04,0.32,0.02,0.03,0.05,0.07,0.05",22,1.39,1.00,"Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products, Shopping ads, Ads bottom",607000
gold bar engraved necklace,"Informational, Transactional",210,"0.35,0.43,0.53,0.66,0.28,0.28,0.53,0.53,0.43,0.82,1.00,0.35",13,2.23,1.00,"Reviews, Image, Image pack, Related searches, Popular products",7740000
mens cross necklace engraved,Transactional,210,"0.44,0.44,0.29,0.67,0.54,0.29,0.35,0.29,0.29,1.00,0.54,0.35",14,1.24,1.00,"Reviews, Image, Image pack, Related searches, Popular products",4530000
necklaces for engraving,Commercial,210,"0.00,0.05,0.00,0.00,0.00,0.35,0.54,0.23,0.54,0.66,0.66,1.00",39,2.08,1.00,"Reviews, Image, Image pack, Video carousel, People also ask, Related searches, Popular products",14900000
pandora engrave necklace,Transactional,210,"0.00,0.00,0.53,0.82,0.82,0.43,0.28,0.66,1.00,0.43",25,1.53,1.00,"Reviews, Image, Video, People also ask, Related searches, Popular products",12800000
pandora engraved necklace price,"Navigational, Transactional",210,"0.00,0.54,0.01,0.15,0.18,0.81,0.54,0.23,0.18,0.28,1.00,0.54",17,1.02,1.00,"Reviews, Image, Video, People also ask, Related searches, Popular products",1960000
bar necklace engraved,Transactional,170,"0.33,0.54,0.54,0.83,0.25,0.42,0.42,0.54,0.42,1.00,0.83,0.54",20,2.23,1.00,"Reviews, Image, Image pack, Related searches, Popular products",10000000
custom engraved necklaces,Commercial,170,"0.18,0.14,0.18,0.14,0.14,0.29,0.29,0.18,0.35,0.66,1.00,0.66",34,2.08,1.00,"Reviews, Image, Image pack, Video carousel, Related searches, Popular products",12900000
engraved birthstone necklace,Transactional,170,"0.43,0.36,0.53,0.53,0.27,0.27,0.27,0.17,0.27,0.81,1.00,0.27",31,2.88,1.00,"Reviews, Image, Image pack, Related searches, Popular products",4550000
engraved necklace for him,Transactional,170,"0.52,0.20,0.28,0.33,0.33,0.52,0.33,0.43,0.43,0.65,1.00,0.81",21,1.46,0.99,"Reviews, Image, Image pack, Related searches, Popular products",12100000
engraved necklace for men,Transactional,170,"0.10,0.00,0.36,0.43,0.53,0.43,0.43,0.53,0.43,0.36,1.00,0.67",28,1.66,1.00,"Reviews, Image, Image pack, Related searches, Popular products",19700000
engraved necklace for mom,Transactional,170,"0.23,0.27,0.67,0.82,0.27,0.27,0.23,0.27,0.27,0.82,1.00,0.27",34,2.21,1.00,"Reviews, Image, Image pack, Related searches, Popular products",7210000
handwriting engraved necklace,Transactional,170,"0.11,0.08,0.03,0.18,0.23,0.44,0.23,0.23,0.35,0.66,1.00,0.35",9,1.16,1.00,"Reviews, Image, Image pack, Video carousel, Related searches, Popular products",11800000
heart engraved necklace,Transactional,170,"0.04,0.00,0.07,0.08,0.04,0.07,0.07,0.07,1.00,0.11,0.21,0.11",19,2.12,1.00,"Reviews, Image, Image pack, Video carousel, Related searches, Popular products",13700000
heart necklace engraved,Transactional,170,"0.54,0.25,0.42,0.67,0.25,0.42,0.67,0.42,0.54,0.83,1.00,0.42",16,2.12,1.00,"Reviews, Image, Image pack, Related searches, Popular products",18300000
how much is the pandora engraved necklace,"Informational, Transactional",170,"0.05,0.35,0.35,0.28,0.66,0.82,1.00,0.35,0.28,0.28,0.66,0.43",27,1.42,0.98,"Reviews, Image, People also ask, Related searches, Popular products",2450000
necklace engraving near me,Transactional,170,"0.43,0.34,0.28,0.53,0.43,0.53,0.53,0.53,0.43,0.43,1.00,0.28",44,2.34,0.99,"Site links, Reviews, Image, Image pack, People also ask, Local pack, Related searches",9840000
necklace with names engraved,Commercial,170,"0.54,0.42,0.65,0.65,0.54,0.54,0.54,0.54,0.65,1.00,1.00,0.65",38,2.43,1.00,"Site links, Reviews, Image, Image pack, Related searches, Popular products, Shopping ads",12800000
necklaces with names engraved,Transactional,170,"0.14,0.14,0.18,0.35,0.18,0.18,0.22,0.18,0.35,0.66,1.00,0.22",38,2.43,1.00,"Site links, Reviews, Image, Image pack, Related searches, Popular products",12200000
pandora custom necklace engraving,Informational,170,"0.21,0.34,0.21,0.34,0.43,1.00,0.65,0.53,0.53,0.53,1.00,0.65",31,2.16,1.00,"Reviews, Image, People also ask, Related searches",1050000
pandora engraved heart necklace,"Informational, Transactional",170,"0.04,0.04,0.22,0.08,0.54,0.54,0.43,0.35,0.18,0.29,1.00,0.66",8,1.58,1.00,"Reviews, Image, Image pack, Related searches, Popular products",2840000
picture engraved necklace,Transactional,170,"0.43,0.43,0.52,0.65,0.33,0.33,0.33,0.33,0.43,1.00,1.00,0.52",35,2.36,1.00,"Reviews, Image, Related searches, Popular products",11500000
silver engraved necklace,"Informational, Transactional",170,"0.65,0.41,1.00,0.80,0.65,0.65,0.33,0.65,0.65,0.54,0.80,0.65",16,2.09,1.00,"Reviews, Image, Image pack, Related searches, Popular products",25100000
sterling silver engraved necklace,Transactional,170,"0.65,0.65,0.80,1.00,0.65,0.65,0.53,0.53,0.80,1.00,1.00,0.53",15,1.73,1.00,"Reviews, Image, Image pack, Related searches, Popular products",14000000
engravable necklace for her,Transactional,140,"0.53,0.65,1.00,0.82,0.53,0.82,0.82,0.82,0.82,0.82,0.65,0.65",30,3.17,1.00,"Reviews, Image, Image pack, Related searches, Popular products",1290000
engraved initial necklace,Transactional,140,"0.53,0.42,0.53,0.65,0.53,0.53,0.53,0.26,0.53,0.65,1.00,0.53",36,2.10,1.00,"Reviews, Image, Image pack, Related searches, Popular products",6100000
engraved photo necklace,Transactional,140,"0.34,0.34,0.44,0.44,0.44,0.22,0.34,0.28,0.34,1.00,1.00,0.44",34,2.36,1.00,"Reviews, Image, Image pack, Related searches, Popular products",9470000
gold engravable necklace,Transactional,140,"0.02,0.02,0.05,0.05,0.04,0.05,0.04,0.05,0.09,0.09,0.11,1.00",24,2.76,1.00,"Reviews, Image, Image pack, Related searches, Popular products",4170000
gold heart necklace engraved,"Informational, Transactional",140,"0.34,0.15,0.42,0.65,0.42,0.53,0.34,0.42,0.42,0.65,1.00,0.80",7,2.45,1.00,"Reviews, Image, Image pack, Video carousel, Related searches, Popular products",11000000
men's engravable necklace,Transactional,140,"0.03,0.06,0.15,0.81,1.00,1.00,0.00,0.01,0.00,0.00,0.00,0.01",28,1.66,1.00,"Reviews, Image, Image pack, Related searches, Popular products",1270000
mens dog tag necklace engraved,Commercial,140,"0.67,0.42,0.33,0.67,1.00,0.67,0.33,0.42,0.42,1.00,1.00,0.51",22,1.51,0.98,"Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",1560000
name engraved necklaces,Commercial,140,"0.11,0.11,0.15,0.08,0.06,0.11,0.08,0.11,0.15,0.28,1.00,0.35",40,2.43,1.00,"Reviews, Image, Image pack, Related searches, Popular products",15800000
necklace engravings,Transactional,140,"0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00",38,2.08,1.00,"Reviews, Image, Image pack, Video carousel, Related searches, Popular products",1820000
necklace with photo engraved,Transactional,140,"0.00,0.00,0.00,0.12,0.15,0.23,0.19,0.15,0.15,1.00,0.36,0.15",35,2.36,1.00,"Reviews, Image, Image pack, Related searches, Popular products",14000000
pandora engraving necklace price,Transactional,140,"0.05,0.28,0.35,0.12,0.28,0.17,0.53,1.00",24,1.02,1.00,"Site links, Reviews, Image, Video, People also ask, Related searches, Popular products",1490000
personalized engraved locket necklace,Commercial,140,"0.04,0.00,0.04,0.04,0.00,0.00,0.54,1.00,1.00,0.14,0.22,1.00",16,3.80,1.00,"Site links, Reviews, Image, Image pack, Related searches, Popular products",0
pet engraved necklace,"Informational, Transactional",140,"0.07,0.05,0.12,0.12,0.23,0.17,0.23,0.35,0.66,0.82,1.00,0.53",8,1.73,1.00,"Reviews, Image, Image pack, Video carousel, Related searches, Popular products",15700000
tiffany and co engraved necklace,"Navigational, Transactional",140,"0.14,0.06,0.14,0.22,0.14,0.22,0.22,0.22,0.22,0.54,0.28,1.00",20,5.54,1.00,"Reviews, Image, Video, People also ask, Related searches, Popular products",3240000
custom engraved necklace pandora,Transactional,110,"0.07,0.26,0.34,0.00,0.53,1.00,0.42,0.42,0.42,0.42,0.65,0.34",29,1.84,1.00,"Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",2200000
custom necklace engraving,Transactional,110,"0.15,0.11,0.34,0.42,0.26,0.53,0.53,0.34,0.34,0.80,1.00,0.53",36,2.08,1.00,"Site links, Reviews, Image, Image pack, Video carousel, Related searches, Popular products",7250000
engravable compass necklace,"Informational, Transactional",110,"0.42,0.42,0.52,1.00,0.52,0.52,0.23,0.23,0.66,0.33,0.80,0.66",2,0.74,1.00,"Reviews, Image, Image pack, Video, Related searches",623000
engraved charm necklace,Transactional,110,"0.66,0.43,0.43,0.53,0.43,0.33,0.33,0.33,0.33,0.66,1.00,0.43",31,1.06,1.00,"Reviews, Image, Image pack, Video carousel, Related searches, Popular products",12800000
engraved gold bar necklace,"Informational, Transactional",110,"0.35,0.27,0.42,0.42,0.27,0.27,0.27,0.35,0.27,0.54,1.00,0.42",1,2.23,1.00,"Reviews, Image, Image pack, Related searches, Popular products",6730000
engraved infinity necklace,"Informational, Transactional",110,"0.15,0.21,0.21,0.21,0.12,0.21,0.34,0.43,0.53,1.00,0.34,0.06",14,2.28,1.00,"Reviews, Image, Image pack, Related searches, Popular products",5810000
engraved necklace with photo,Transactional,110,"0.42,0.26,0.26,0.65,0.35,0.35,0.35,0.35,0.42,0.53,1.00,0.65",32,2.36,1.00,"Reviews, Image, Image pack, Related searches, Popular products",16000000
men's engravable cross necklace,Transactional,110,"0.17,0.23,0.10,0.07,0.12,0.53,0.00,0.28,0.17,1.00,0.35,0.28",13,1.24,1.00,"Reviews, Image, Related searches, Popular products",927000
men's engravable necklaces,Transactional,110,"0.02,0.09,0.27,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00",20,1.66,1.00,"Reviews, Image, Image pack, Related searches, Popular products",3740000
mothers day engraved necklace,Transactional,110,"0.03,0.08,0.66,1.00,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03",27,0.00,0.93,"Reviews, Image, Image pack, Related searches, Popular products",3390000
pandora engraved necklaces,Transactional,110,"0.00,0.00,0.00,0.00,0.34,1.00,0.65,0.34,0.15,0.21,0.65,0.34",34,1.53,1.00,"Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",1480000
pandora heart engraved necklace,"Informational, Transactional",110,"0.00,0.28,0.12,0.12,0.10,0.28,1.00,0.53",9,1.58,1.00,"Site links, Reviews, Image, Image pack, Video, Related searches, Popular products",0
pandora heart necklace engraving,"Informational, Transactional",110,"0.00,0.00,0.00,0.00,0.43,0.35,0.17,0.17,0.12,0.28,1.00,0.82",22,1.68,1.00,"Site links, Reviews, Image, Video, Related searches, Popular products",1920000
pet necklace engraved,Transactional,110,"0.06,0.06,0.06,0.06,0.06,0.06,0.28,0.43,0.53,1.00,1.00,0.53",9,1.73,1.00,"Reviews, Image, Image pack, Related searches, Popular products",10700000
picture engraved necklaces,Transactional,110,"0.23,0.33,0.52,0.66,0.42,0.42,0.42,0.42,0.52,1.00,1.00,0.00",34,2.36,1.00,"Reviews, Image, Image pack, Related searches, Popular products",17500000
white gold engraved necklace,Transactional,110,"0.43,0.33,0.33,0.43,0.43,0.43,0.66,0.53,0.66,0.81,1.00,0.66",1,2.48,0.99,"Reviews, Image, Image pack, Related searches, Popular products",16000000
engravable pandora necklace,"Informational, Transactional",90,"0.29,0.29,0.00,0.64,0.23,1.00,0.82,0.29,0.41,0.52,0.82,0.41",28,1.53,1.00,"Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",9500000
engraved circle necklace,"Informational, Commercial",90,"0.50,0.50,0.78,0.78,0.35,0.35,0.35,0.35,0.35,0.78,1.00,0.78",6,0.96,1.00,"Reviews, Image, Image pack, Related searches, Popular products",16500000
engraved cross necklace for him,Transactional,90,"0.23,0.18,0.32,0.23,0.09,0.09,0.43,0.32,0.32,1.00,1.00,0.52",13,1.16,1.00,"Reviews, Image, Related searches, Popular products",6660000
engraved custom necklace,Transactional,90,"0.01,0.00,0.00,0.19,0.15,1.00,0.00,0.01,0.00,0.02,0.00,0.00",35,1.88,1.00,"Reviews, Image, Related searches, Popular products",13300000
engraved herringbone necklace,"Informational, Transactional",90,"0.64,0.82,0.52,0.52,0.29,0.23,0.23,0.29,0.41,1.00,0.64,0.41",1,2.25,1.00,"Site links, Reviews, Image, Image pack, Video, Related searches, Popular products, Shopping ads",1270000
engraved lock necklace,Transactional,90,"0.52,0.41,0.52,0.41,0.41,0.64,0.41,0.52,0.29,0.64,0.82,1.00",4,2.15,1.00,"Reviews, Image, Image pack, People also ask, Popular products",5450000
engraved mothers necklace,Transactional,90,"0.06,0.06,0.33,0.33,0.06,0.06,0.21,0.27,0.27,0.53,1.00,0.33",33,2.21,1.00,"Reviews, Image, Image pack, Video, Related searches, Popular products",3860000
engraved necklace near me,Transactional,90,"0.15,0.12,0.12,0.21,0.28,0.15,0.34,0.34,0.21,0.21,1.00,0.12",42,2.34,0.99,"Site links, Reviews, Image, Image pack, Local pack, Related searches, Popular products",11600000
engraved necklaces for her,Transactional,90,"0.49,1.00,0.49,1.00,1.00,1.00,0.35,0.79,0.49,0.07,0.79,0.00",24,3.17,1.00,"Reviews, Image, Image pack, Related searches, Popular products",13600000
engraved silver necklace,Transactional,90,"0.23,0.23,0.52,1.00,0.41,0.52,0.41,0.52,0.41,0.52,0.52,0.52",21,2.09,1.00,"Reviews, Image, Image pack, People also ask, Popular products",15100000
engraved tiffany necklace,Transactional,90,"0.31,0.23,0.31,0.51,0.23,0.31,0.31,0.31,0.31,0.43,1.00,0.80",31,5.54,1.00,"Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",6260000
engraving necklace pandora,Transactional,90,"0.00,0.00,0.00,0.00,0.52,1.00,1.00,0.42,0.33,0.52,1.00,0.52",31,1.53,1.00,"Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",2930000
etsy engraved necklace,"Navigational, Transactional",90,"0.40,0.64,0.64,0.64,0.28,0.40,0.40,0.40,0.40,0.81,1.00,0.81",27,0.84,1.00,"Image, Image pack, Video, Related searches, Popular products",0
gold engraving necklace,Transactional,90,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,1.00",26,2.76,1.00,"Reviews, Image, Image pack, Video carousel, People also ask, Popular products",14200000
gold necklace engraving,Transactional,90,"0.00,0.00,0.00,0.00,0.00,0.01,0.00,1.00,0.01,0.01,0.00,0.01",26,2.76,1.00,"Reviews, Image, Image pack, Related searches, Popular products",15100000
necklace engraved,Transactional,90,"0.00,0.15,0.23,0.38,0.08,0.23,0.46,0.15,0.38,0.62,1.00,0.77",38,2.08,1.00,"Reviews, Image, Image pack, Video carousel, Related searches, Popular products",31000000
pandora gold necklace engraved,Transactional,90,"0.52,0.64,0.52,0.41,0.29,1.00,0.52",23,0.00,0.00,"Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",2580000
14k gold engraved necklace,Transactional,70,"0.50,0.64,0.50,0.50,0.78,0.50,0.35,0.35,0.35,0.64,1.00,0.35",9,2.71,1.00,"Reviews, Image, Image pack, Related searches, Popular products",9260000
custom engraved pandora necklace,Transactional,70,"0.09,0.14,0.23,0.09,0.66,1.00,0.33,0.19,0.19,0.19,0.52,0.42",26,1.39,1.00,"Reviews, Image, Video, People also ask, Related searches, Popular products",2270000
dog engraved necklace,"Informational, Transactional",70,"0.09,0.09,0.09,0.09,0.19,0.19,0.33,0.33,0.33,0.52,1.00,0.42",12,1.26,1.00,"Reviews, Image, Image pack, Related searches, Popular products",8750000
engravable cross necklace,Transactional,70,"0.36,0.27,0.36,0.45,0.64,0.82,0.45,0.45,0.36,0.64,1.00,1.00",3,2.10,1.00,"Reviews, Image, Image pack, Related searches, Popular products",1120000
engravable pendant necklace,Transactional,70,"0.63,0.45,0.45,0.63,0.45,0.63,0.45,0.27,0.63,0.81,1.00,0.63",25,2.41,1.00,"Reviews, Image, Image pack, Related searches, Popular products",3030000
engraved diamond necklace,Transactional,70,"0.28,0.64,0.64,0.50,0.28,0.35,0.64,0.50,0.64,1.00,0.78,0.50",7,2.79,1.00,"Reviews, Image, Image pack, Related searches, Popular products",14100000
