Keyword,Intent,Volume,Trend,Keyword Difficulty,CPC (USD),Competitive Density,SERP Features,Number of Results
ugg tasman slipper dupe,Commercial,880,"0.68,0.31,0.11,0.03,0.02,0.07,0.25,0.46,1.00,1.00,0.84,0.31",25,0.34,1.00,"Reviews, Image, Video, People also ask, Related searches, Popular products",125000
ugg tasman slipper sale,Transactional,880,"0.41,0.18,0.11,0.11,0.09,0.11,0.30,0.41,0.66,0.16,1.00,0.55",28,0.39,1.00,"Reviews, Image, Video, People also ask, Related searches, Popular products",1870000
ugg tasman slipper women chestnut,"Informational, Transactional",880,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00",23,0.58,1.00,"Site links, Reviews, Image, Video, Related searches, Popular products, Shopping ads",1830000
tasman slipper ugg womens,Transactional,720,"0.24,0.41,0.02,0.01,0.00,0.01,0.05,0.01,0.37,0.79,1.00,0.37",35,0.44,1.00,"Reviews, Image, Video, Related searches, Popular products, Shopping ads",1710000
uggs slipper tasman,Transactional,720,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00",36,0.31,1.00,"Reviews, Image, Video, People also ask, Related searches, Popular products",1780000
womens ugg tasman slipper chestnut,"Informational, Transactional",720,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.44,1.00,0.13",25,0.49,1.00,"Site links, Reviews, Image, Video, People also ask, Related searches, Popular products",1190000
tasman slipper uggs,Transactional,590,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,1.00,0.06",34,0.31,1.00,"Reviews, Image, Video, Related searches, Popular products",1780000
ugg tasman slipper size 9,Transactional,590,"0.25,0.46,0.20,0.00,0.00,0.00,0.08,0.20,0.52,0.84,1.00,0.25",35,0.84,1.00,"Reviews, Image, Video, People also ask, Related searches, Popular products, Shopping ads",1400000
shop ugg tasman slipper women's,"Informational, Transactional",480,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.44,1.00,0.00",35,0.00,0.50,"Site links, Reviews, Image, Image pack, Video, People also ask, Related searches, Related products",1720000
women ugg tasman slipper,"Informational, Transactional",480,"0.44,0.54,1.00,0.67,0.44,0.67,0.81,0.67,0.54,0.54,0.36,0.02",35,0.45,1.00,"Reviews, Image, Video, Related searches, Popular products",3110000
womens tasman slipper ugg,"Informational, Transactional",480,"0.16,0.20,0.00,0.00,0.00,0.00,0.05,0.13,0.30,0.79,1.00,0.00",33,0.49,1.00,"Site links, Reviews, Image, Video, Related searches, Popular products, Shopping ads",2640000
ugg tasman ii slipper,"Informational, Transactional",390,"0.03,0.03,0.02,0.00,0.00,0.00,0.02,0.02,0.03,0.30,1.00,0.08",35,0.34,1.00,"Reviews, Image, Video, People also ask, Related searches, Popular products",2190000
ugg tasman slipper pink,"Informational, Transactional",390,"0.54,0.44,0.23,0.36,0.19,0.54,0.54,0.54,0.66,0.81,1.00,0.29",21,0.29,1.00,"Reviews, Image, Image pack, Video, Related searches, Popular products",1270000
ugg women's tasman slipper chestnut,"Informational, Transactional",390,"0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.67,1.00,0.02",18,0.61,1.00,"Site links, Reviews, Image, Video, People also ask, Related searches, Popular products, Shopping ads",1240000
women's tasman slipper ugg,Transactional,390,"0.02,0.00,0.01,0.00,0.00,0.00,0.02,0.03,0.55,1.00,0.81,0.20",34,0.49,1.00,"Reviews, Image, Video, Related searches, Popular products",2680000
womens ugg tasman slipper,Transactional,390,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.54,1.00,0.54",34,0.45,1.00,"Reviews, Image, Video, Related searches, Popular products",2050000
mens ugg tasman slipper,"Informational, Transactional",320,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,1.00,0.24",44,0.49,1.00,"Reviews, Image, Video, People also ask, Related searches, Popular products",1890000
ugg men tasman slipper,"Informational, Transactional",320,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.01",44,0.48,1.00,"Reviews, Image, Image pack, Video, Related searches, Popular products",1940000
ugg tasman slipper dupes,Commercial,320,"0.06,0.63,0.25,0.19,0.19,0.63,0.13,0.19,0.50,1.00,0.50,0.00",24,0.34,1.00,"Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",135000
ugg tasman slipper on feet,Transactional,320,"0.13,0.13,0.08,0.06,0.02,0.00,0.16,0.36,0.67,0.24,1.00,0.45",33,0.00,1.00,"Reviews, Image, Image pack, Video, People also ask, Popular products",1100000
ugg tasman slipper women's size 9,Transactional,320,"0.08,0.03,0.01,0.01,0.01,0.01,0.00,0.00,0.13,1.00,0.81,0.13",19,0.89,1.00,"Reviews, Image, Video, Related searches, Popular products",993000
uggs womens tasman slipper,Transactional,320,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,1.00,0.84",34,0.45,1.00,"Reviews, Image, Video, Related searches, Popular products",2300000
ugg pink tasman slipper,"Informational, Transactional",260,"0.30,0.36,0.16,1.00,0.00,0.00,0.30,0.36,0.67,0.24,0.36,0.19",23,0.15,1.00,"Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",1970000
ugg tasman slipper chestnut size 8,Commercial,260,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.01",20,1.02,1.00,"Reviews, Image, Video, Related searches, Popular products, Shopping ads",894000
ugg tasman slipper size 7,Transactional,260,"0.28,0.28,0.18,0.81,0.00,0.00,0.44,0.23,0.81,0.81,1.00,0.15",29,0.71,1.00,"Reviews, Image, Video, Related searches, Popular products, Shopping ads",1530000
ugg tasman slipper women's size 7,Transactional,260,"0.01,0.01,0.01,0.00,0.00,0.00,0.01,0.01,0.08,1.00,0.81,0.01",24,0.98,1.00,"Reviews, Image, Video, Related searches, Popular products",1170000
uggs tasman slipper,Transactional,260,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.80,1.00,0.60",35,0.31,1.00,"Site links, Reviews, Image, Video, People also ask, Related searches, Popular products, Shopping ads",2360000
tasman slipper ugg women,"Informational, Transactional",210,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,1.00,0.10",32,0.44,1.00,"Reviews, Image, Image pack, Video, Related searches, Popular products",2960000
tasman slipper ugg women's,Transactional,210,"0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.02,0.10,0.76,1.00,0.05",35,0.44,1.00,"Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products, Shopping ads",2880000
tasman slipper uggs womens,"Informational, Transactional",210,"0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.03,0.10,1.00,0.55,0.03",32,0.44,1.00,"Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products, Shopping ads",1840000
ugg slipper tasman,Transactional,210,"0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.37,0.46,0.29",32,0.31,1.00,"Reviews, Image, Video, Related searches, Popular products, Shopping ads",3900000
ugg tasman slipper chesnut,"Informational, Transactional",210,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00",33,0.38,1.00,"Reviews, Image, Video, People also ask, Related searches, Popular products",1470000
ugg tasman slipper mens,"Informational, Transactional",210,"1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.37,0.04",37,0.48,1.00,"Reviews, Image, Video, Related searches, Popular products",2020000
ugg tasman slipper women's 7,"Informational, Transactional",210,"0.02,0.02,0.02,0.00,0.02,0.02,0.00,0.00,0.17,0.88,1.00,0.17",27,0.65,1.00,"Site links, Reviews, Image, Image pack, Video, People also ask, Related searches, Related products, Shopping ads",1500000
ugg tasman slipper womens,Transactional,210,"0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,1.00,0.07",31,0.45,1.00,"Reviews, Image, Video, Related searches, Popular products",1940000
ugg women's tasman slipper size 8,Transactional,210,"0.03,0.04,0.01,0.03,0.01,0.01,0.03,0.04,0.36,1.00,1.00,0.45",17,1.05,1.00,"Reviews, Image, Video, Related searches, Popular products, Shopping ads",1380000
ugg womens tasman slipper chestnut,"Informational, Transactional",210,"0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.24,0.00",18,0.61,1.00,"Site links, Reviews, Image, Video, Related searches, Related products, Shopping ads",1280000
tasman ii slipper ugg,"Informational, Transactional",170,"0.36,0.04,0.01,0.01,0.01,0.01,0.00,0.04,0.04,0.54,1.00,0.09",35,0.38,1.00,"Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",2000000
ugg tasman slippe,Transactional,170,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.02",33,0.31,1.00,"Reviews, Image, Video, Related searches, Popular products, Shopping ads",3600000
ugg tasman slipper sizing,Informational,170,"0.15,0.11,0.06,0.05,0.05,0.06,0.23,0.35,0.44,1.00,0.81,0.35",26,0.29,1.00,"Site links, Reviews, Image, Video, People also ask, Related searches, Popular products",2290000
ugg tasman womens slipper,Transactional,170,"0.00,0.33,0.67,0.33,0.33,0.33,0.67,1.00,0.33,1.00,0.67,0.00",32,0.45,1.00,"Reviews, Image, Video, Related searches, Popular products, Shopping ads",2000000
ugg women tasman slipper,Transactional,170,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.13,0.00",32,0.54,1.00,"Reviews, Image, Video, People also ask, Related searches, Related products, Shopping ads",1950000
ugg women's tasman slipper black,Transactional,170,"0.09,0.07,0.02,0.02,0.02,0.03,0.02,0.02,0.05,0.59,1.00,0.14",23,0.94,1.00,"Site links, Reviews, Image, Video, People also ask, Related searches, Popular products",99
ugg women's tasman slipper chestnut size 8,Transactional,170,"0.03,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.16,1.00,0.45,0.05",17,1.11,1.00,"Reviews, Image, Video, Related searches, Popular products, Shopping ads",514000
womens tasman slipper uggs,"Informational, Transactional",170,"0.01,0.01,0.01,0.00,0.01,0.01,0.00,0.00,0.00,1.00,0.01,0.00",34,0.49,1.00,"Site links, Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",1660000
womens ugg tasman slipper black,Transactional,170,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00",32,0.56,1.00,"Reviews, Image, Video, Related searches, Popular products",100
palace ugg tasman slipper chestnut,"Informational, Transactional",140,"0.00,0.43,0.66,0.00,0.00,0.00,0.00,0.54,0.22,1.00,0.66,0.04",20,0.00,1.00,"Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",84
ugg mens tasman slipper black,"Informational, Transactional",140,"0.11,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.14,1.00,0.17",40,0.50,1.00,"Reviews, Image, Video, Related searches, Popular products",1740000
ugg tasman slipper purple,"Informational, Transactional",140,"0.43,0.16,0.16,0.16,0.07,0.11,0.16,0.43,0.82,1.00,0.23,0.27",26,0.00,1.00,"Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",1250000
ugg tasman slipper women's 8,"Informational, Transactional",140,"0.02,0.02,0.02,0.00,0.00,0.00,0.02,0.05,0.19,0.54,1.00,0.04",30,0.58,1.00,"Site links, Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",1690000
ugg women's tasman slipper chestnut 8,"Informational, Transactional",140,"1.00,0.53,0.00,0.35,0.00,0.42,0.35,0.12,0.67,0.42,0.27,0.05",19,0.00,1.00,"Site links, Reviews, Image, Video, People also ask, Related searches, Popular products",1190000
ugg women's tasman slipper size 7,Transactional,140,"0.11,0.06,0.02,0.02,0.02,0.02,0.02,0.02,0.11,1.00,1.00,0.15",28,1.43,1.00,"Reviews, Image, Image pack, Video, Related searches, Popular products",1080000
ugg women's tasman slipper size 9,Transactional,140,"0.19,0.08,0.06,0.04,0.04,0.04,0.04,0.08,0.29,0.81,1.00,0.81",18,1.29,1.00,"Reviews, Image, Image pack, Video, Related searches, Popular products, Shopping ads",1520000
women's ugg tasman slipper,Transactional,140,"0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,1.00,1.00,0.13",32,0.45,1.00,"Reviews, Image, Video, Related searches, Popular products",2050000
tasman slipper ugg mens,Transactional,110,"0.02,0.02,0.02,0.00,0.02,0.02,0.02,0.02,0.02,0.12,1.00,0.15",22,0.50,1.00,"Reviews, Image, Image pack, Video, Related searches, Popular products",3500000
ugg tasman slipper black women's,"Informational, Transactional",110,"0.03,0.01,0.07,0.05,0.00,0.05,0.01,0.04,0.00,0.11,1.00,0.03",31,0.49,1.00,"Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",2690000
ugg tasman slipper burnt olive,"Informational, Transactional",110,"0.13,0.09,0.04,0.07,0.02,0.02,0.04,0.07,0.09,0.09,1.00,0.22",19,0.60,1.00,"Site links, Reviews, Image, Image pack, Video, Related searches, Popular products",81
ugg tasman slipper for women,Transactional,110,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,1.00,0.00",30,0.45,1.00,"Reviews, Image, Video, Related searches, Popular products, Shopping ads",4030000
ugg tasman slipper kids,"Informational, Transactional",110,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.81,1.00,0.19",22,0.00,0.00,"Reviews, Image, Video, Related searches, Popular products",1540000
ugg tasman slipper near me,Transactional,110,"0.01,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.23,0.29,1.00,0.15",55,0.53,1.00,"Reviews, Image, Image pack, Video, People also ask, Local pack, Related searches, Popular products",3020000
ugg tasman slipper women's 9,Transactional,110,"0.02,0.02,0.02,0.02,0.01,0.01,0.00,0.00,0.04,0.32,1.00,0.04",22,0.77,1.00,"Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",2450000
tasman ugg slipper size 7,Transactional,90,"0.04,0.04,0.04,0.00,0.04,0.00,0.04,0.08,0.29,0.22,1.00,0.29",30,1.16,1.00,"Reviews, Image, Image pack, Video, Related searches, Popular products, Shopping ads",1290000
ugg refelt tasman slipper,"Informational, Transactional",90,"1.00,0.31,0.06,0.06,0.06,0.00,0.06,0.13,0.13,0.19,0.25,0.06",19,0.00,1.00,"Reviews, Image, Image pack, Video, Related searches, Related products",35
ugg tasman regenerate slipper,"Informational, Transactional",90,"0.00,0.00,0.00,0.00,0.00,0.01,0.12,1.00,0.01",19,0.43,1.00,"Reviews, Image pack, Video, Related searches, Related products",69
ugg tasman slipper chestnut size 7,Transactional,90,"0.02,0.02,0.02,0.00,0.02,0.02,0.00,0.00,0.01,0.02,1.00,0.10",16,1.01,1.00,"Reviews, Image, Video, Related searches, Popular products",668000
ugg tasman slipper clog,"Informational, Transactional",90,"0.12,0.05,0.05,0.05,0.05,0.05,0.07,0.10,0.35,0.82,1.00,0.23",27,0.00,1.00,"Reviews, Image, Image pack, Video, Related searches, Popular products",981000
ugg tasman slipper driftwood,Transactional,90,"1.00,0.54,0.23,0.08,0.15,0.23,0.15,0.08,0.54,0.54,0.23,0.00",22,0.50,1.00,"Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",83
ugg tasman slipper grey,"Informational, Transactional",90,"1.00,0.50,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.06",28,0.33,1.00,"Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",1970000
ugg tasman slipper sand,"Informational, Transactional",90,"0.05,0.05,0.05,0.05,0.05,0.05,0.00,0.10,0.43,0.82,1.00,0.35",18,0.48,1.00,"Site links, Reviews, Image, Video, Related searches, Related products, Shopping ads",542000
ugg tasman slipper size 8,Transactional,90,"0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,1.00,0.15",30,0.89,1.00,"Reviews, Image, Video, Related searches, Popular products",1530000
ugg tasman slipper women's size 8,Transactional,90,"1.00,0.44,0.19,0.07,0.03,0.07,0.00,0.00,0.00,0.03,0.03,0.00",27,0.71,1.00,"Site links, Reviews, Image, Video, Related searches, Popular products, Shopping ads",1380000
palace ugg tasman slipper,Informational,70,"0.05,1.00,0.00",23,0.00,1.00,"Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products, Shopping ads",335000
tasman slipper ugg black,"Informational, Transactional",70,"0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.28,1.00,0.28",46,0.40,1.00,"Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",3660000
ugg men's tasman slipper size 8,Transactional,70,"0.00,0.00,0.00,0.34,0.00,0.09,0.21,1.00,0.52,0.34,0.34,0.06",34,0.51,1.00,"Reviews, Image, Video, Related searches, Popular products",1230000
ugg tasman black slipper,"Informational, Transactional",70,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.23",46,0.39,1.00,"Reviews, Image, Image pack, Video, People also ask, Related searches, Related products",4130000
ugg tasman ii slipper chestnut,"Informational, Transactional",70,"0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.05,0.05,1.00,1.00,0.00",30,0.48,1.00,"Reviews, Image, Video, Related searches, Popular products",86
ugg tasman mustard seed women's slipper,"Informational, Transactional",70,"0.26,1.00,0.19,0.19,0.00,0.00,0.19,0.19,0.42,0.42,0.53,0.07",18,0.00,1.00,"Site links, Reviews, Image, Image pack, Video, Related searches, Popular products, Shopping ads",81
ugg tasman slipper brown,Transactional,70,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00",27,0.32,1.00,"Reviews, Image, Image pack, Video, Related searches, Popular products, Shopping ads",99
ugg tasman slipper goat,Transactional,70,"0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.09,1.00,0.02",16,0.46,1.00,"Reviews, Image, Image pack, Video, Related searches, Popular products, Shopping ads",75
ugg tasman slipper mustard,"Informational, Transactional",70,"0.09,0.18,1.00,1.00,1.00,0.63",25,0.58,1.00,"Reviews, Image, Video, People also ask, Related searches, Popular products, Shopping ads",621000
ugg tasman slipper mustard seed women's,"Informational, Transactional",70,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.66,0.28,1.00,0.17",22,0.75,1.00,"Site links, Reviews, Image, Video, People also ask, Related searches, Popular products",245000
ugg tasman slipper palace,Commercial,70,"0.05,1.00,0.23",18,0.61,0.99,"Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",192000
ugg tasman slipper platform,Transactional,70,"0.79,0.31,0.21,0.14,0.07,0.31,0.03,0.03,0.21,0.21,1.00,0.31",29,0.26,1.00,"Reviews, Image, Image pack, Video, Related searches, Popular products",1490000
ugg tasman slipper size 7 chestnut,Transactional,70,"0.05,0.00,0.05,0.00,0.00,0.05,0.05,0.05,0.43,1.00,0.23,0.23",21,1.22,1.00,"Reviews, Image pack, Video, People also ask, Related searches, Popular products, Shopping ads",630000
ugg women's tasman slipper driftwood,"Informational, Transactional",70,"0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.42,0.53,1.00,0.53,0.19",19,1.17,1.00,"Reviews, Image, Video, Related searches, Popular products",67
ugg women's tasman slipper mustard seed,"Informational, Transactional",70,"0.00,0.00,0.00,0.00,0.00,0.00,0.52,0.52,0.52,1.00,0.66,0.23",18,0.63,1.00,"Site links, Reviews, Image, Video, Related searches, Popular products",290000
ugg women's tasman slipper near me,Transactional,70,"0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.28,0.43,1.00,0.12",36,0.00,0.97,"Site links, Reviews, Image, Image pack, Video, People also ask, Local pack, Popular products",3370000
ugg women's tasman slipper platform,"Informational, Transactional",70,"0.07,0.53,0.11,0.19,0.34,0.26,0.26,0.00,1.00,0.42,0.07,0.07",43,0.00,1.00,"Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products, Shopping ads",1570000
woman tasman slipper uggs,"Informational, Transactional",70,"0.02,0.05,0.05,0.05,0.05,0.05,0.28,0.23,0.23,1.00,0.02,0.28",30,0.49,1.00,"Reviews, Image, Image pack, Video, Related searches, Popular products",2110000
black tasman slipper uggs,"Informational, Transactional",50,"0.06,0.06,0.06,0.06,0.00,0.06,0.06,0.06,0.06,0.34,1.00,0.34",32,0.33,1.00,"Site links, Reviews, Image, Image pack, Video, Related searches, Popular products, Shopping ads",1520000
mens ugg tasman slipper chestnut,"Informational, Transactional",50,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,1.00,0.00",37,0.46,1.00,"Reviews, Image, Video, Related searches, Popular products",1030000
tasman slipper ugg chestnut,"Informational, Transactional",50,"0.27,0.18,0.18,0.18,0.18,0.18,0.18,0.45,0.64,0.82,1.00,0.82",31,0.51,1.00,"Site links, Reviews, Image, Image pack, Video, People also ask, Related searches, Related products, Shopping ads",1480000
tasman slipper ugg platform,"Informational, Transactional",50,"0.29,0.11,0.11,0.11,0.11,0.11,0.29,0.29,0.83,1.00,0.29,0.29",31,0.00,1.00,"Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",1850000
tasman slipper ugg sand,"Informational, Transactional",50,"0.09,1.00,1.00,0.18,0.18",18,0.00,1.00,"Site links, Reviews, Image, Image pack, Video, Related searches, Popular products",848000
tasman ugg slipper dupe,Commercial,50,"0.35,0.28,0.14,0.14,0.14,0.21,0.28,0.49,0.00,1.00,1.00,0.28",21,0.32,1.00,"Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",170000
tasman uggs slipper,"Informational, Transactional",50,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,1.00,0.00",33,0.28,1.00,"Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",1770000
ugg gray tasman slipper,Transactional,50,"0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.22,0.35,1.00,0.78,0.65",25,0.41,1.00,"Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",2830000
ugg tasman chestnut women's slipper,Transactional,50,"0.03,0.06,0.00,0.00,0.00,0.03,0.03,0.03,0.34,1.00,0.53,0.21",20,0.49,1.00,"Site links, Reviews, Image, Image pack, Video, Related searches, Popular products, Shopping ads",1350000
ugg tasman slipper chestnut womens,Transactional,50,"0.06,0.06,0.06,0.06,0.06,0.06,0.00,0.19,0.53,1.00,0.03,0.00",16,0.51,1.00,"Site links, Reviews, Image, Video, Related searches, Related products",1110000
ugg tasman slipper look alike,"Informational, Transactional",50,"0.06,0.06,0.00,0.06,0.00,0.06,0.06,0.06,0.34,0.34,1.00,0.21",20,0.70,1.00,"Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",3600000
ugg tasman slipper sand tnl,"Informational, Transactional",50,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.42,0.80,1.00,0.26,0.07",18,0.49,1.00,"Reviews, Image, Video, Related searches, Popular products",59
ugg tasman slipper size 9 womens,"Informational, Transactional",50,"0.03,0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.08",28,0.72,1.00,"Reviews, Image, Image pack, Video, Related searches, Popular products",867000
ugg tasman slipper women size 7,"Informational, Transactional",50,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,1.00,0.00",32,0.98,1.00,"Reviews, Image, Image pack, Video, Related searches, Popular products, Shopping ads",1200000
ugg women's tasman clear slipper,"Informational, Transactional",50,"1.00,1.00,0.36,0.18,0.18,0.27,0.18,0.36,0.45,0.81,0.45,0.18",17,0.00,1.00,"Reviews, Image, Image pack, Video, Related searches, Related products",92
ugg women's tasman slipper sand,"Informational, Transactional",50,"0.00,0.64,0.00,0.00,0.00,0.41,0.52,0.11,1.00,0.64,0.64,0.11",26,0.80,1.00,"Reviews, Image, Image pack, Video, People also ask, Popular products, Shopping ads",550000
ugg women's tasman slipper size 10,Transactional,50,"0.06,0.06,0.06,0.06,0.06,0.00,0.06,0.06,0.06,0.34,1.00,0.28",20,1.09,1.00,"Reviews, Image, Video, Related searches, Popular products, Shopping ads",95
uggs tasman slipper for women,Transactional,50,"0.11,0.07,0.03,0.00,0.00,0.00,0.03,0.03,0.19,1.00,1.00,0.00",31,0.45,1.00,"Reviews, Image, Image pack, Video, Related searches, Popular products",1810000
