Keyword,Intent,Volume,Trend,Keyword Difficulty,CPC (USD),Competitive Density,SERP Features,Number of Results
carhartt men's knit insulated logo graphic cuffed beanie,,20,"1.00,0.50,0.50,0.50,0.50,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
knit cuffed beanie carhartt brown,,20,"1.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
knit cuffed carhartt beanie,,20,"0.50,0.50,0.50,0.50,0.00,0.00,0.50,0.50,0.50,0.50,1.00,0.50",,0.27,1.00,,
carhartt - women's knit pom cuffed beanie,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00",,1.66,1.00,,
carhartt beanie knit cuffed,,10,"1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00",,0.00,0.92,,
carhartt brown knit cuffed beanie,,10,"1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
carhartt knit cuffed beanie a18,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.18,1.00,0.18",,0.32,1.00,,
carhartt knit cuffed beanie ash rose,,10,"1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
carhartt knit cuffed beanie dark brown,,10,"1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00",,0.00,0.07,,
carhartt knit cuffed beanie dusk purple,,10,"1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00",,0.00,0.00,,
carhartt knit cuffed beanie jade,,10,"1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
carhartt knit cuffed beanie north woods,,10,"1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00",,0.00,0.00,,
carhartt knit cuffed beanie white,,10,"1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
carhartt knit patch cuffed beanie,,10,"1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
carhartt men's knit cuffed beanie brown,,10,"1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
carhartt men's knit cuffed beanie white,,10,"1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
carhartt men's knit pom cuffed logo beanie,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,1.00,0.75",,0.00,1.00,,
carhartt mens knit insulated logo graphic cuffed beanie,,10,"0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.66,0.66,1.00,0.66",,0.00,1.00,,
carhartt women's knit cuffed beanie,,10,"0.00,1.00,1.00",,0.00,1.00,,
carhartt women's knit pom-pom cuffed beanie,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00",,0.00,1.00,,
shop carhartt knit cuffed beanie men's,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00",,0.00,0.00,,
adult carhartt knit cuffed beanie winter white,,0,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
carhartt adult knit cuffed beanie,,0,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
carhartt knit cuffed beanie alabaster heather,,0,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
carhartt knit cuffed beanie deep wine,,0,"1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
carhartt knit cuffed beanie hat,,0,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00",,0.00,1.00,,
carhartt knit cuffed beanie navy,,0,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
carhartt knit cuffed beanie skystone,,0,0.00,,0.00,0.00,,
carhartt knit cuffed beanie womens,,0,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
carhartt knit cuffed craftsman beanie,,0,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
carhartt knit cuffed two-tone beanie,,0,0.00,,0.00,0.00,,
carhartt knit cuffed veterans beanie,,0,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
carhartt knit patch cuffed beanie shamrock,,0,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
carhartt knit pom-pom cuffed logo beanie,,0,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00",,0.00,1.00,,
carhartt men's knit cuffed beanie balsam green,,0,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
carhartt men's knit cuffed beanie black/black,,0,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
carhartt men's knit cuffed beanie dark green,,0,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
carhartt men's knit cuffed beanie jade,,0,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
carhartt men's knit cuffed beanie north woods,,0,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
carhartt men's knit cuffed beanie wholesale,,0,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00",,0.00,0.00,,
carhartt men's knit cuffed two-tone beanie,,0,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00",,0.00,1.00,,
carhartt men's knit pom-pom cuffed logo beanie,,0,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00",,0.00,1.00,,
carhartt mens knit cuffed beanie brown,,0,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
carhartt mens knit cuffed beanie dark brown,,0,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
carhartt style #a18 knit cuffed beanie,,0,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
carhartt women's knit pom pom cuffed beanie,,0,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00",,0.00,1.00,,
https://www.carhartt.com/product/a18/knit-cuffed-beanie,,0,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
kids' carhartt acrylic knit cuffed beanie,,0,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00",,0.00,0.00,,
women carhartt knit cuffed beanie,,0,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00",,0.00,0.00,,
women's carhartt knit pom-pom cuffed beanie,,0,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00",,0.00,1.00,,
