Keyword,Intent,Volume,Trend,Keyword Difficulty,CPC (USD),Competitive Density,SERP Features,Number of Results
govee permanent outdoor lights pro black,Transactional,210,"0.10,0.10,0.00,0.05,0.13,0.05,0.00,0.08,0.08,1.00,0.10,0.03",33,1.14,1.00,"Site links, Reviews, Image, Video, People also ask, Related searches, Related products, Shopping ads",97
govee permanent outdoor lights reviews,Commercial,210,"0.02,0.02,0.02,0.02,0.02,0.02,0.07,0.00,0.88,1.00,0.39,0.07",39,0.85,0.98,"Site links, Reviews, Image, Image pack, Video, People also ask, Related searches",95
govee permanent outdoor lights 150 ft,"Informational, Transactional",170,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.20,1.00,0.16,0.03",33,1.09,1.00,"Site links, Reviews, Image, Video, People also ask, Related searches, Popular products, Shopping ads",74
govee permanent outdoor lights vs pro,"Informational, Transactional",170,"0.19,0.09,0.06,0.00,0.00,0.23,0.44,0.05,0.15,1.00,0.29,0.06",40,1.55,1.00,"Site links, Reviews, Image, Image pack, Video, People also ask, Related searches",153000
how to program govee permanent outdoor lights,Informational,170,"0.35,0.00,1.00,0.29,0.29,0.66,0.00,0.66,0.66,0.22,0.18,0.10",23,0.00,0.05,"Site links, Reviews, Video, People also ask, Related searches",113000
govee 100ft permanent outdoor lights,"Informational, Transactional",140,"0.04,0.04,0.23,0.04,0.09,0.00,0.05,0.05,0.15,1.00,0.44,0.09",36,0.77,1.00,"Site links, Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products, Shopping ads",87
govee outdoor permanent lights pro,"Informational, Transactional",140,"0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.08,1.00,0.16,0.03",40,0.98,1.00,"Site links, Reviews, Image, Video, People also ask, Related searches, Related products, Shopping ads",140000
govee permanent outdoor lights 50 ft,"Informational, Transactional",140,"0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.54,0.00,0.23,0.29,0.05",22,0.63,1.00,"Site links, Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products, Ads bottom",92500
govee permanent outdoor lights home depot,"Navigational, Transactional",140,"0.00,0.17,0.43,0.17,0.53,0.12,0.35,0.28,0.28,1.00,0.35,0.07",26,0.00,1.00,"Site links, Reviews, Image, Image pack, Video, Related searches, Popular products",63
govee permanent outdoor lights review,Commercial,140,"0.06,0.09,0.12,0.12,0.06,0.29,0.01,0.29,0.29,1.00,0.15,0.04",42,0.85,0.98,"Site links, Reviews, Image, Video, People also ask, Related searches",73
eufy vs govee permanent outdoor lights,Commercial,110,"1.00,0.80,0.80,0.33,0.00,0.33,0.80,0.09,0.42,1.00,0.09,0.09",24,0.00,0.67,"Site links, Reviews, Image, Video, Related searches",71
govee permanent outdoor light pro,"Informational, Transactional",110,"0.18,0.35,0.23,0.35,0.00,0.00,0.00,0.00,0.18,1.00,0.00,0.00",44,0.95,1.00,"Site links, Reviews, Image, Image pack, Video, People also ask, Related searches, Related products, Shopping ads",163000
govee permanent outdoor lights smart rgbic outdoor lights,"Informational, Transactional",110,"0.02,0.02,0.02,0.02,0.02,0.04,0.02,0.05,0.19,1.00,0.29,0.02",34,1.10,1.00,"Reviews, Image, Image pack, Video, Related searches, Popular products",83
govee 150ft permanent outdoor lights,"Informational, Transactional",90,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,1.00,0.12,0.02",41,1.47,1.00,"Site links, Reviews, Image, Video, People also ask, Related searches, Popular products, Shopping ads",58
govee lights permanent outdoor,"Informational, Transactional",90,"0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.18,1.00,0.35,0.05",42,0.63,1.00,"Site links, Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",288000
govee outdoor lights permanent,Transactional,90,"0.04,0.06,0.08,0.04,0.04,0.04,0.04,0.10,0.19,1.00,0.35,0.04",46,0.00,1.00,"Site links, Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",509000
govee permanent outdoor lights 100 ft,"Informational, Transactional",90,"0.00,0.05,0.05,0.05,0.05,0.05,0.12,0.00,0.82,0.35,1.00,0.17",30,0.81,1.00,"Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products, Shopping ads",188000
govee permanent outdoor lights 50ft,"Informational, Transactional",90,"0.02,0.02,0.00,0.02,0.02,0.02,0.02,0.02,0.15,1.00,0.05,0.00",27,0.63,1.00,"Site links, Reviews, Image, Video, People also ask, Related searches, Popular products",64
govee rgbic permanent outdoor lights 100ft,"Informational, Transactional",90,"0.23,0.19,0.23,0.33,0.00,0.19,1.00,1.00,0.80,0.52,0.52,0.09",37,0.56,1.00,"Site links, Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products, Shopping ads",80
permanent outdoor lights govee,"Informational, Transactional",90,"0.05,0.05,0.05,0.05,0.00,0.05,0.00,0.10,0.20,1.00,0.40,0.10",43,0.52,1.00,"Site links, Reviews, Image, Image pack, Video, People also ask, Popular products",280000
govee permanent outdoor light clips,"Informational, Transactional",70,"0.00,0.43,0.33,0.00,0.43,0.33,0.00,0.53,0.66,0.53,1.00,0.09",25,0.44,1.00,"Site links, Reviews, Image, Video, People also ask, Related searches, Popular products",55900
govee permanent outdoor lights clips,"Informational, Transactional",70,"0.29,0.11,0.00,0.00,0.29,0.05,0.64,0.00,0.82,0.64,1.00,0.29",20,0.60,1.00,"Site links, Reviews, Image, Image pack, Video, Related searches, Popular products, Ads bottom",91
govee permanent outdoor lights manual,"Informational, Transactional",70,"0.29,1.00,0.00,0.00,0.52,0.00,0.41,0.52,0.52,0.64,0.64,0.11",13,0.20,0.93,"Site links, Reviews, Image, Video, People also ask, Related searches",69
govee permanent outdoor lights near me,Transactional,70,"0.00,1.00,1.00,0.18",30,0.00,1.00,"Reviews, Image, Image pack, Video, Local pack, Related searches, Popular products",89
can you cut govee permanent outdoor lights,"Informational, Transactional",50,"0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.52,0.52,1.00,0.52,0.14",37,0.00,0.02,"Site links, Reviews, Image, Video, People also ask, Related searches",82
govee permanent outdoor lights alternative,Commercial,50,"0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,1.00,1.00,0.17,0.11",29,0.00,1.00,"Site links, Reviews, Image, Image pack, Video, People also ask, Related searches",87
govee permanent outdoor lights extension cable,"Informational, Commercial",50,"0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.05,0.82,1.00,0.82,0.23",21,0.44,1.00,"Site links, Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products, Shopping ads",55
govee permanent outdoor lights pro vs govee permanent outdoor lights,"Informational, Transactional",50,"0.07,0.50,0.21,0.50,1.00,0.64,0.35,0.00,0.07,0.78,0.78,0.14",41,1.27,0.95,"Site links, Reviews, Image, Image pack, Video, People also ask, Related searches",138000
govee permanent pro outdoor lights,"Informational, Transactional",50,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,1.00,0.04,0.04",34,0.68,1.00,"Site links, Reviews, Image, Video, People also ask, Related searches, Related products, Shopping ads",92
govee lights outdoor permanent,"Informational, Transactional",40,"0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.64,1.00,0.11",41,0.71,1.00,"Site links, Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",328000
govee outdoor permanent lights 100ft,"Informational, Transactional",40,"0.00,1.00,0.28,0.00,0.00,0.14,0.28,0.28,0.14,0.78,0.78,0.14",33,0.00,1.00,"Site links, Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products, Shopping ads",55000
govee outdoor permanent lights review,Commercial,40,"0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,1.00,1.00,0.18,0.18",40,0.00,1.00,"Site links, Reviews, Image, Image pack, Video, People also ask, Related searches",79
govee permanent outdoor lights 150ft,"Informational, Transactional",40,"0.00,0.00,0.45,1.00,0.45,0.00,0.00,0.00,0.81,1.00,0.18,0.18",37,1.15,1.00,"Site links, Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products, Shopping ads",53
govee permanent outdoor lights black,"Informational, Transactional",40,"0.11,0.23,0.05,0.11,0.00,0.05,0.05,0.00,0.41,1.00,0.41,0.11",32,1.20,1.00,"Site links, Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",264000
govee permanent outdoor lights christmas,"Informational, Transactional",40,"0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,1.00,1.00,1.00,0.18",43,0.00,0.98,"Site links, Reviews, Image, Image pack, Video, Related searches, Popular products",175000
govee permanent outdoor lights sam's club,"Informational, Transactional",40,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.42,1.00,0.42,0.07",21,0.83,1.00,"Site links, Reviews, Image, Video, Related searches",0
govee smart rgbic permanent outdoor lights,"Informational, Transactional",40,"0.11,0.11,0.11,0.11,0.11,0.18,0.11,0.29,1.00,0.64,0.11,0.11",36,0.69,1.00,"Site links, Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",95
amazon govee permanent outdoor lights,"Navigational, Transactional",30,"0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,1.00,0.18,0.18",25,0.78,1.00,"Site links, Reviews, Image, Image pack, Video, Related searches, Popular products",212000
govee outdoor permanent lights extension,"Informational, Transactional",30,"0.09,0.27,0.18,0.45,0.09,0.09,0.18,0.00,0.09,1.00,1.00,0.18",37,0.00,1.00,"Site links, Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",60
govee permanent outdoor christmas lights,Transactional,30,"0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,1.00,1.00,0.17",37,0.00,1.00,"Site links, Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products, Shopping ads",140000
govee permanent outdoor lights amazon,"Navigational, Transactional",30,"0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,1.00,0.11,0.11",25,0.71,1.00,"Site links, Reviews, Image, Image pack, Video, Related searches, Popular products",197000
govee permanent outdoor lights distance from wall,Informational,30,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,1.00,1.00,0.11",35,0.00,0.32,"Featured snippet, Site links, Reviews, Image, Image pack, Video, People also ask",45100
govee permanent outdoor lights h705a,"Informational, Transactional",30,"0.11,0.00,0.11,0.11,0.00,0.11,0.11,0.11,0.11,1.00,0.11,0.11",32,1.53,1.00,"Site links, Reviews, Image, Video, People also ask, Related searches, Related products",57
govee permanent outdoor lights install,Informational,30,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.52,1.00,0.33,0.00",30,2.95,1.00,"Site links, Reviews, Image, Image pack, Video, Related searches",131000
govee permanent outdoor lights max length,"Informational, Transactional",30,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.18",50,0.00,0.71,"Featured snippet, Site links, Reviews, People also ask, Related searches",97
govee permanent outdoor lights pro 200ft,"Informational, Transactional",30,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.52,0.09",19,1.49,1.00,"Site links, Reviews, Image, Image pack, Video, People also ask, Related searches, Related products, Shopping ads",59
govee permanent outdoor lights pro review,Commercial,30,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,1.00,0.52,0.09",36,2.21,0.98,"Site links, Reviews, Image, Image pack, Video, People also ask, Related searches, Related products, Shopping ads",87600
govee permanent outdoor lights rgbic,"Informational, Transactional",30,"0.18,0.18,0.18,0.18,0.18,0.18,0.00,0.18,0.18,1.00,0.18,0.18",38,0.00,1.00,"Site links, Reviews, Image, Image pack, Video, People also ask, Popular products",165000
govee permanent outdoor lights splice,"Informational, Transactional",30,"0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.18,1.00,1.00,0.63,0.18",40,0.00,1.00,"Site links, Reviews, Image, Video, People also ask, Related searches, Popular products",76
govee rgbic outdoor permanent lights,"Informational, Transactional",30,"0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,1.00,0.18,0.18",40,0.71,1.00,"Site links, Reviews, Image, Image pack, Video, People also ask, Popular products, Shopping ads",99
govee rgbic permanent outdoor light,"Informational, Commercial",30,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15,1.00,0.26,0.07",36,0.67,1.00,"Site links, Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products, Shopping ads",138000
how to splice govee permanent outdoor lights,Informational,30,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.18",36,0.00,0.07,"Site links, Reviews, Video, People also ask, Related searches",78
new govee permanent outdoor lights,"Informational, Transactional",30,"0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,1.00,0.18,0.18",46,0.00,1.00,"Reviews, Image, Image pack, Video, People also ask, Related searches",347000
permanent govee outdoor lights,"Informational, Transactional",30,"0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,1.00,1.00,0.18",42,0.00,1.00,"Site links, Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",421000
where to buy govee permanent outdoor lights,Transactional,30,"0.00,0.00,0.00,0.00,0.18,0.18,0.00,0.18,0.18,1.00,1.00,0.18",35,0.92,1.00,"Reviews, Image, Image pack, Video, Local pack, Related searches, Popular products",373000
clips for govee permanent outdoor lights,,20,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.18",,0.68,1.00,,
cutting govee permanent outdoor lights,,20,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.45,1.00,0.18,0.18",,0.00,1.00,,
govee - wi-fi rgbic outdoor permanent string lights 100ft,,20,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.18",,1.51,1.00,,
govee 200' permanent outdoor lights pro,,20,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.09",,0.94,1.00,,
govee permanent outdoor holiday lights,,20,"1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00",,0.00,0.00,,
govee permanent outdoor led lights,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
govee permanent outdoor lighting,,20,"0.17,0.17,0.17,0.17,0.17,0.17,0.00,0.00,0.00,1.00,0.00,0.00",,0.66,1.00,,
govee permanent outdoor lights best buy,,20,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,1.00,0.11,0.11",,0.00,1.00,,
govee permanent outdoor lights ebay,,20,"1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
govee permanent outdoor lights for sale,,20,"0.18,0.18,0.00,0.18,0.00,0.18,0.18,0.18,0.18,1.00,0.18,0.18",,0.00,1.00,,
govee permanent outdoor lights holiday,,20,"1.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00",,0.00,0.00,,
govee permanent outdoor lights not working,,20,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.18",,0.00,0.11,,
govee permanent outdoor lights pro 100ft,,20,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.18",,1.05,1.00,,
govee permanent outdoor lights pro vs regular,,20,"0.00,1.00,1.00,1.00",,0.00,0.96,,
govee permanent outdoor lights sams club,,20,"0.00,1.00,0.20,0.00",,0.00,1.00,,
govee permanent outdoor lights what's in the box,,20,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.11,0.11",,0.00,1.00,,
govee permanent outdoor pro lights,,20,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.36,1.00,0.18,0.18",,1.32,1.00,,
govee pro outdoor permanent lights,,20,"0.09,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.36,1.00,1.00,0.18",,0.00,1.00,,
govee pro permanent outdoor lights pro,,20,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27,1.00,0.18,0.18",,0.00,0.57,,
govee rgbic led permanent outdoor lights 100ft,,20,"0.00,0.00,0.00,0.18,0.18,0.18,0.18,0.18,0.18,1.00,0.18,0.18",,0.00,1.00,,
govee rgbic led permanent outdoor lights extension,,20,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.81,1.00,0.18,0.18",,0.52,1.00,,
govee rgbic led permanent outdoor lights for sale,,20,"1.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
govee rgbic permanent outdoor lights 1200-in,,20,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.11,0.11",,1.29,1.00,,
govee rgbic permanent outdoor lights 1200-in 72-light,,20,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.11,0.11",,0.00,1.00,,
led govee permanent outdoor lights,,20,"1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.80,,
outdoor permanent lights govee,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.56,0.93,,
permanent outdoor christmas lights govee,,20,"0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
permanent outdoor govee lights,,20,"0.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.37,0.98,,
permanent outdoor lights by govee,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.57,,
sam's club govee permanent outdoor lights,,20,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.17,0.00",,0.66,1.00,,
best clips for govee permanent outdoor lights,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00",,0.70,1.00,,
buy govee permanent outdoor lights,,10,"0.40,0.00,0.00,0.00,0.00,0.40,0.40,0.00,0.40,1.00,0.00,0.40",,0.00,1.00,,
ebay govee permanent outdoor lights,,10,"1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
govee - wi-fi rgbic outdoor permanent string lights,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,1.00,0.18,0.18",,0.00,1.00,,
govee lights permanent outdoor lights,,10,"0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
govee outdoor permanant lights,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00",,0.61,1.00,,
govee outdoor permanent christmas lights,,10,"0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00",,1.11,0.92,,
govee outdoor permanent light,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00",,0.61,1.00,,
govee outdoor permanent lights 50ft,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.18,0.18",,0.00,1.00,,
govee outdoor permanent lights near me,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00",,0.00,0.33,,
govee permanent lights outdoor,,10,"0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
govee permanent outdoor light install,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.18,0.18",,0.00,0.91,,
govee permanent outdoor light mounting bracket,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.50,0.50",,0.00,1.00,,
govee permanent outdoor lights 100,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.18,0.18",,0.56,1.00,,
govee permanent outdoor lights 150,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.18,0.00",,0.00,0.00,,
govee permanent outdoor lights 3d print,,10,1.00,,0.00,0.00,,
govee permanent outdoor lights australia,,10,"0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00",,0.00,0.00,,
govee permanent outdoor lights black friday,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.18,0.18",,0.00,1.00,,
govee permanent outdoor lights canada,,10,"0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00",,0.00,0.00,,
govee permanent outdoor lights connector pinout,,10,"1.00,0.00",,0.00,0.00,,
govee permanent outdoor lights controller,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.18,1.00,0.18,0.18",,0.44,1.00,,
govee permanent outdoor lights dimensions,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,1.00,0.18,0.18",,0.00,1.00,,
govee permanent outdoor lights for holidays,,10,"0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
govee permanent outdoor lights home assistant,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00",,0.00,0.54,,
govee permanent outdoor lights installation instructions,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.18,0.18",,0.00,0.25,,
govee permanent outdoor lights nearby,,10,"0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00",,0.00,0.00,,
govee permanent outdoor lights pro 200 ft,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.18,0.18",,0.00,1.00,,
govee permanent outdoor lights pro release date,,10,"0.00,1.00,1.00,0.00",,0.00,0.00,,
govee permanent outdoor lights sale,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.18,0.18",,1.21,1.00,,
govee permanent outdoor lights sam's,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.18,0.18",,0.00,1.00,,
govee permanent outdoor lights settings,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.18,0.18",,0.00,0.14,,
govee permanent outdoor lights troubleshooting,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.18,0.18",,0.00,0.14,,
govee rgbic led permanent outdoor lights 150 ft,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.18,0.18",,0.00,1.00,,
govee rgbic led permanent outdoor lights 150ft,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00",,0.00,1.00,,
govee rgbic led permanent outdoor lights amazon,,10,"0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00",,0.00,0.00,,
govee rgbic led permanent outdoor lights ebay,,10,"0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00",,0.00,0.00,,
govee rgbic permanent outdoor lights 1200-in 72-light white,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.18,0.00",,0.00,0.00,,
govee rgbic permanent outdoor lights 1200-in 72-light white dimmable,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.18,0.00",,0.00,0.00,,
govee vs eufy permanent outdoor lights,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.18,0.18",,0.00,0.69,,
