Keyword,Intent,Volume,Trend,Keyword Difficulty,CPC (USD),Competitive Density,SERP Features,Number of Results
italian bocce ball set,Commercial,90,"0.21,0.50,0.64,0.79,1.00,1.00,0.64,0.64,0.50,0.64,0.64,0.35",7,0.23,1.00,"Reviews, Image, Video, People also ask, Related searches, Popular products",100
perfetta bocce ball set,"Informational, Transactional",90,"0.11,0.23,0.23,0.65,1.00,0.65,0.29,0.29,0.40,0.40,0.65,0.40",4,1.28,1.00,"Reviews, Related searches, Related products",56
wood bocce ball set,Commercial,90,"0.00,0.64,0.52,0.64,1.00,0.64,0.52,0.41,0.41,0.41,0.52,0.29",13,0.21,1.00,"Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",1180000
wooden bocce ball set,Transactional,90,"0.21,0.79,0.64,0.79,1.00,0.79,0.79,0.49,0.49,0.49,0.79,0.36",13,0.21,1.00,"Reviews, Image, Image pack, Video, Related searches, Popular products",1890000
bocce ball set amazon,"Navigational, Transactional",70,"0.37,0.37,0.63,1.00,1.00,1.00,0.63,0.44,0.44,0.44,0.81,0.44",37,0.17,1.00,"Reviews, Image, Video, People also ask, Related searches, Popular products",765000
bocce ball set up,Informational,70,"0.14,0.14,0.14,0.78,0.78,0.78,0.78,0.28,0.14,0.14,1.00,0.14",49,0.00,0.93,"Featured snippet, Reviews, Image, Video, People also ask",2720000
bocce ball set walmart,"Navigational, Transactional",70,"0.17,0.27,0.44,1.00,1.00,1.00,0.81,0.44,0.27,0.37,0.44,0.17",29,0.28,1.00,"Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",80
italian made bocce ball set,Commercial,70,"0.00,0.42,0.42,0.66,1.00,0.42,0.33,0.19,0.23,0.23,0.23,0.23",8,0.30,1.00,"Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products, Shopping ads, Ads bottom",81
led bocce ball set,Transactional,70,"0.13,0.28,0.35,0.63,0.63,1.00,0.35,0.35,0.21,0.13,0.78,0.13",7,0.46,1.00,"Reviews, Image, Image pack, Video, Related searches, Popular products",822000
lighted bocce ball set,"Informational, Transactional",70,"0.13,0.28,0.36,0.64,1.00,1.00,0.49,0.49,0.36,0.49,0.49,0.21",7,0.57,1.00,"Reviews, Image, Image pack, Video, Related searches, Popular products",92
metal bocce ball set,Transactional,70,"0.61,0.18,0.18,1.00,0.61,0.61,1.00,0.82,0.43,0.61,0.61,0.61",22,0.18,1.00,"Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",1210000
personalized bocce ball set,Commercial,70,"0.09,0.09,0.09,0.09,0.09,0.09,0.66,0.43,0.31,0.80,1.00,0.43",7,0.78,1.00,"Site links, Reviews, Image, Image pack, Video, Related searches, Popular products",0
soft bocce ball set,Transactional,70,"0.14,0.78,0.78,0.78,1.00,0.78,0.50,0.35,0.35,0.35,0.35,0.35",12,0.24,1.00,"Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",1460000
best bocce ball sets,Commercial,50,"0.21,0.13,0.49,0.64,1.00,0.79,0.13,0.13,0.13,0.13,0.13,0.13",18,0.52,1.00,"Reviews, Image, Image pack, Video, Related searches, Popular products",2170000
bocce ball set for sale,Transactional,50,"0.11,0.11,1.00,0.64,0.64,0.64,0.11,0.11,0.11,0.11,0.11,0.11",43,0.33,1.00,"Site links, Reviews, Image, Image pack, Video, People also ask, Local pack, Popular products",2930000
bocce ball set metal,"Informational, Transactional",50,"0.36,0.18,0.18,1.00,0.27,0.36,0.63,0.45,0.45,0.63,0.45,0.63",17,0.18,1.00,"Site links, Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",98
bocce ball set sale,Transactional,50,"0.00,0.00,1.00,1.00,1.00,1.00,0.18,0.18,0.18,0.18,0.18,0.18",41,0.33,1.00,"Reviews, Image, Image pack, Video, People also ask, Popular products",1360000
bocce ball sets for sale,Transactional,50,"0.18,0.18,1.00,1.00,1.00,1.00,0.18,0.18,0.18,0.18,0.18,0.18",35,0.33,1.00,"Reviews, Image, Video, People also ask, Local pack, Related searches, Popular products",1360000
franklin sports bocce ball set,Navigational,50,"0.18,0.18,0.18,0.18,0.18,0.18,1.00,0.81,0.63,0.63,0.63,0.45",19,0.18,1.00,"Reviews, Image, Video, Related searches, Popular products",1040000
good bocce ball set,Commercial,50,"0.18,0.18,0.18,0.18,0.18,0.18,1.00,0.63,0.63,1.00,1.00,1.00",19,0.57,1.00,"Reviews, Image, Image pack, Video, People also ask, Popular products",4570000
standard bocce ball set,Commercial,50,"0.14,0.14,0.14,0.14,0.14,0.14,0.79,0.35,0.50,0.50,1.00,0.29",15,0.36,1.00,"Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",1460000
baden bocce ball set,Transactional,40,"0.11,0.11,0.11,0.11,1.00,0.11,0.11,0.11,0.11,0.11,0.64,0.11",24,0.84,1.00,"Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",77
best beach bocce ball set,Commercial,40,"0.18,0.18,0.18,0.18,1.00,0.36,1.00,0.18,0.18,0.18,0.18,0.18",13,0.51,0.96,"Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",808000
best bocce ball set for beach,Commercial,40,"0.18,0.18,0.18,0.18,1.00,0.63,1.00,0.18,0.18,0.18,0.18,0.18",12,0.51,0.96,"Reviews, Image, Video, People also ask, Related searches, Popular products",903000
bocce ball game set,Transactional,40,"0.22,0.22,0.22,0.22,0.22,0.22,1.00,0.56,0.56,0.56,0.56,0.56",48,0.27,1.00,"Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",3310000
bocce ball set nearby,Transactional,40,"0.18,0.18,0.18,0.18,1.00,1.00,0.18,0.18,0.18,0.18,0.18,0.18",51,0.00,1.00,"Reviews, Image, Image pack, Video, Local pack, Related searches, Popular products",3540000
bocce ball set target,Transactional,40,"0.17,0.17,0.17,0.17,1.00,0.17,0.64,0.45,0.36,0.45,0.64,0.17",33,0.00,1.00,"Reviews, Image, Video, Related searches, Popular products",926000
go sports bocce ball set,Commercial,40,"0.17,0.17,0.17,0.17,1.00,1.00,0.17,0.17,0.17,0.17,0.17,0.17",22,0.26,1.00,"Image, Image pack, Video, People also ask, Popular products",1240000
halex bocce ball set,Transactional,40,"0.18,0.18,0.18,0.18,1.00,1.00,0.18,0.18,0.18,0.18,0.18,0.18",11,0.70,1.00,"Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",68
indoor bocce ball set,Commercial,40,"0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.27,0.18,1.00,1.00,0.81",0,0.33,1.00,"Reviews, Image, Image pack, Video, Related searches, Popular products",1880000
kelsyus bocce ball set,Informational,40,"0.18,0.18,0.18,0.18,1.00,1.00,0.18,1.00,0.18,0.18,0.18,0.18",22,0.00,1.00,"Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",37
monogrammed bocce ball set,Commercial,40,"0.17,0.17,0.17,0.17,0.17,0.17,1.00,0.81,0.62,0.00,0.00,0.62",1,0.78,1.00,"Site links, Reviews, Image, Image pack, Video, Related searches, Popular products",62
official bocce ball set,Commercial,40,"0.18,0.18,0.18,0.18,1.00,1.00,1.00,0.18,0.18,0.18,0.18,0.18",17,0.36,1.00,"Reviews, Image, Video, People also ask, Related searches, Popular products",3440000
pro bocce ball set,Commercial,40,"0.18,0.18,0.18,0.18,0.18,0.18,1.00,0.45,0.63,0.63,0.00,1.00",19,0.54,1.00,"Reviews, Image, Video, People also ask, Related searches, Popular products",1130000
triumph bocce ball set,Transactional,40,"0.14,0.14,0.14,0.14,0.78,1.00,0.35,0.14,0.14,0.14,0.14,0.14",1,0.00,1.00,"Reviews, Image, Image pack, Video, Related searches, Popular products",706000
best bocce ball set for the beach,Commercial,30,"0.18,0.18,0.18,0.18,0.18,0.18,1.00,0.18,0.18,0.18,0.18,0.18",13,0.51,0.96,"Reviews, Image, Image pack, Video, People also ask, Popular products, Shopping ads",94
bocce ball beach set,Transactional,30,"0.00,0.00,0.00,0.05,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00",17,0.47,1.00,"Reviews, Image, Image pack, Video, People also ask, Popular products",1730000
bocce ball set for beach,Transactional,30,"0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00",19,0.47,1.00,"Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",1130000
bocce ball set how to play,Informational,30,"0.28,0.28,0.28,0.28,1.00,0.28,0.57,0.42,0.28,0.42,0.42,0.28",40,0.00,0.56,"Featured snippet, Site links, Reviews, Video, People also ask, Related searches",0
bocce ball set sportcraft,Commercial,30,"0.12,0.27,1.00,0.27,0.41,0.41,0.27,0.71,0.27,0.27,0.27,0.00",21,0.08,1.00,"Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",27
brookstone bocce ball set,Informational,30,"0.29,0.29,0.29,0.29,1.00,0.57,0.43,0.29,0.29,0.29,0.29,0.29",12,0.00,1.00,"Reviews, Image, Image pack, Video, People also ask, Popular products",45
brookstone led bocce ball set,Informational,30,"0.18,0.18,0.18,0.18,1.00,0.45,0.18,0.18,0.18,0.18,0.18,0.18",12,0.00,1.00,"Reviews, Image, Image pack, Video, Related searches, Popular products",37
eastpoint bocce ball set,"Informational, Transactional",30,"0.50,0.50,0.50,1.00,0.50,1.00,1.00,0.50,0.50,0.50,0.50,0.50",19,0.00,1.00,"Reviews, Image, Image pack, Video, Related searches, Popular products",74
glow bocce ball set,"Informational, Transactional",30,"0.18,0.18,0.18,0.18,0.18,1.00,0.18,0.18,0.18,0.18,0.18,0.18",1,0.48,1.00,"Reviews, Image, Video, Related searches, Popular products",100
how many bocce balls in a set,Informational,30,"0.28,0.42,0.42,0.28,0.57,1.00,0.42,0.28,0.28,0.28,0.28,0.28",41,0.00,0.32,"Featured snippet, Reviews, Image, Video, People also ask, Related searches",926000
how to set up bocce ball,Informational,30,"0.40,0.40,0.40,0.40,1.00,0.80,0.80,0.80,0.40,0.40,0.40,0.40",44,0.00,0.01,"Featured snippet, Site links, Reviews, Image pack, Video, People also ask, Related searches",3570000
illuminated bocce ball set,Transactional,30,"0.37,0.00,0.37,0.00,0.37,0.37,1.00,1.00,1.00,0.58,1.00,0.58",5,0.57,1.00,"Reviews, Image, Image pack, Video, Related searches, Popular products",86
light up bocce ball set,"Informational, Transactional",30,"0.60,1.00,0.60,0.80,0.60,1.00,0.80,0.60,0.40,0.40,0.60,0.40",1,0.64,1.00,"Reviews, Image, Image pack, Video, Related searches, Popular products",1510000
ll bean bocce ball set,"Informational, Transactional",30,"0.39,0.39,0.39,1.00,1.00,0.39,0.39,0.39,0.39,0.39,0.39,0.39",15,0.00,1.00,"Reviews, Related searches",86
luxury bocce ball set,Commercial,30,"0.75,0.50,0.50,0.50,1.00,0.75,1.00,1.00,0.75,0.50,0.50,0.50",20,0.00,1.00,"Reviews, Image, Video, Related searches, Popular products",993000
mini bocce ball set,Commercial,30,"0.18,0.18,0.18,0.18,0.18,0.18,1.00,0.18,0.18,0.18,1.00,0.18",1,0.25,1.00,"Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",790000
miniature bocce ball set,"Informational, Transactional",30,"0.17,0.17,0.00,0.17,0.17,0.00,1.00,0.17,0.17,0.17,1.00,0.17",2,0.25,1.00,"Reviews, Image, Image pack, Video, Related searches, Popular products",1340000
quest bocce ball set,Transactional,30,"0.17,0.17,0.17,0.17,0.17,1.00,0.17,0.17,0.17,0.17,0.17,0.17",21,0.00,0.90,"Reviews, Image, Image pack, Video, People also ask, Related searches",92
spalding bocce ball set,Commercial,30,"0.17,0.17,0.17,1.00,0.17,1.00,0.17,0.17,0.17,0.17,0.17,0.17",19,0.00,1.00,"Reviews, Image, Image pack, Related searches, Popular products",60
where can i buy bocce ball set,Transactional,30,"0.18,0.18,0.18,0.18,0.18,0.18,1.00,0.18,0.18,0.18,0.18,0.18",52,0.39,1.00,"Reviews, Image, Image pack, People also ask, Local pack, Related searches, Popular products",4500000
where to buy bocce ball set,Transactional,30,"0.18,0.18,0.18,0.18,0.18,0.18,1.00,0.18,0.18,0.18,0.18,0.18",43,0.39,1.00,"Reviews, Image, Image pack, People also ask, Local pack, Popular products",3860000
100mm bocce ball set,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
90mm bocce ball set,,20,"1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00",,0.00,1.00,,
antique bocce ball set for sale,,20,"0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
authentic bocce ball set,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.57,1.00,,
authentic italian bocce ball set,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
baden champions 107mm bocce ball set,,20,"1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
baden champions bocce ball set,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
baden champions series 107mm bocce ball set,,20,"1.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
baden champions series bocce ball set,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
bean bag bocce ball set,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
best backyard bocce ball set,,20,"1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.16,,
best bocce ball set for grass,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00",,0.00,0.00,,
best bocce ball set wirecutter,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00",,0.00,0.00,,
best glow in the dark bocce ball set,,20,"0.67,0.67,0.67,0.67,0.67,1.00,0.67,0.67,0.67,0.67,0.67,0.67",,0.23,1.00,,
best italian bocce ball set,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
best light up bocce ball set,,20,"1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00",,0.00,0.00,,
best lighted bocce ball set,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00",,0.00,0.00,,
best professional bocce ball set,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
best quality bocce ball set,,20,"1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
best regulation bocce ball set,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
beyond outdoors bocce ball set,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.81,,
big 5 bocce ball set,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
black and white bocce ball set,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
bocce ball court set up,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.34,,
bocce ball set 100mm,,20,"0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
bocce ball set 107mm,,20,"0.00,0.00,0.00,1.00,1.00,1.00,0.80,0.40,0.00,0.40,0.80,0.00",,0.52,1.00,,
bocce ball set 4 colors,,20,"0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00",,0.00,0.00,,
bocce ball set academy,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00",,0.00,0.00,,
bocce ball set big 5,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
bocce ball set costco,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
bocce ball set crate and barrel,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
bocce ball set ebay,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
bocce ball set in wooden box,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
bocce ball set light up,,20,"0.74,0.00,0.74,1.00,0.74,0.00,1.00,0.74,0.48,0.48,0.48,0.48",,0.64,1.00,,
bocce ball set made in usa,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
bocce ball set price,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
bocce ball set reviews,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.82,1.00,,
bocce ball set rules,,20,"0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
bocce ball set with case,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
bocce ball set wooden crate,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.35,,
bocce ball sets for sale near me,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
buy bocce ball set,,20,"0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40,1.00,0.40,0.40",,0.00,1.00,,
buy bocce ball set near me,,20,"0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
cheap bocce ball set,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
chrome bocce ball set,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
classic bocce ball set,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
classic sport bocce ball set,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
clay bocce ball set,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00",,0.00,1.00,,
coleman bocce ball set,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.67,,
competition bocce ball set,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
cool bocce ball set,,20,"1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
crate and barrel bocce ball set,,20,"0.48,0.48,0.48,0.48,1.00,0.48,0.48,0.48,0.48,0.48,0.48,0.48",,0.00,1.00,,
croquet and bocce ball sets,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.77,,
custom engraved bocce ball set,,20,"0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
custom logo bocce ball set,,20,"0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00",,0.00,1.00,,
cute bocce ball set,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
deluxe bocce ball set,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
designer bocce ball set,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
diy bocce ball set,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00",,0.00,0.00,,
driveway games bocce ball set,,20,"1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
easton bocce ball set,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
eastpoint sports resin bocce ball set,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00",,0.00,0.00,,
eastpoint tournament bocce ball set,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00",,0.00,1.00,,
ebay bocce ball set,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
eddie bauer competition bocce ball set,,20,"1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00",,0.00,0.00,,
engraved bocce ball set,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.90,,
epco bocce ball set,,20,"0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
escalade sports bocce ball set,,20,"0.25,0.75,0.75,0.75,1.00,0.75,0.75,0.75,0.50,0.50,0.50,0.50",,0.00,0.57,,
essential gear bocce ball set,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.85,,
fancy bocce ball set,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00",,0.00,1.00,,
forster bocce ball set,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
franklin professional bocce ball set,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
franklin soft bocce ball set,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
gamelife bocce ball set,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00",,0.00,0.00,,
glow in dark bocce ball set,,20,"0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.61,1.00,,
glow in the dark bocce ball set,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.61,1.00,,
