Keyword,Intent,Volume,Trend,Keyword Difficulty,CPC (USD),Competitive Density,SERP Features,Number of Results
summer fridays cherry lip butter balm,"Informational, Transactional",210,"0.00,0.00,0.03,0.00,0.00,1.00,0.30,0.08,0.05,0.08,0.13,0.16",13,0.40,1.00,"Reviews, Image, Video, Related searches, Popular products",2140000
summer fridays lip butter balm - cherry,Transactional,210,"0.06,0.13,0.13,1.00,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00",22,0.65,1.00,"Reviews, Image, Video, Related searches, Popular products, Shopping ads",2980000
summer fridays lip butter balm vanilla,"Informational, Transactional",210,"0.02,0.02,0.02,0.02,1.00,0.54,0.15,0.09,0.12,0.36,0.81,0.19",41,0.75,1.00,"Site links, Reviews, Image, Video, People also ask, Related searches, Popular products",2840000
summer fridays lip butter balm brown sugar,"Informational, Transactional",140,"0.43,0.28,0.35,0.17,0.23,0.17,0.28,0.23,0.28,0.53,1.00,0.43",30,0.57,1.00,"Reviews, Image, Video, People also ask, Related searches, Popular products, Shopping ads",2880000
summer fridays lip butter balm swatches,"Informational, Transactional",140,"0.34,0.34,1.00,0.65,0.53,0.53,0.34,0.28,0.28,0.28,0.21,0.34",41,0.00,0.98,"Site links, Reviews, Image, Image pack, Video, Related searches, Popular products",315000
summer fridays lip butter balm for hydration & shine poppy,"Informational, Transactional",110,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.35,1.00,0.81,0.81",26,0.90,1.00,"Reviews, Image, Video, People also ask, Related searches, Popular products",699000
summer fridays lip butter balm in vanilla beige,"Informational, Transactional",110,"0.02,0.02,0.02,0.02,0.02,1.00,0.19,0.09,0.06,0.09,0.12,0.02",38,0.76,1.00,"Site links, Reviews, Image, Image pack, Video, People also ask, Related searches, Related products",2500000
summer fridays lip butter balm reviews,Commercial,110,"0.43,0.43,0.65,0.43,0.21,1.00,0.28,0.15,0.21,0.21,0.21,0.34",42,0.37,0.87,"Site links, Reviews, Image, Video, People also ask, Related searches, Related products",926000
summer friday lip butter balm set,"Informational, Transactional",90,"0.04,0.04,0.04,0.04,0.04,0.04,0.02,0.04,0.14,1.00,0.81,0.08",18,0.58,1.00,"Site links, Reviews, Image, Image pack, Video, Related searches, Popular products, Shopping ads",88
summer fridays lip butter balm dupe,Commercial,90,"0.78,0.78,0.78,0.78,0.78,0.78,0.50,0.50,0.50,0.64,0.78,1.00",20,0.83,1.00,"Site links, Reviews, Image, Video, Related searches",81
summer.fridays lip butter balm,"Informational, Transactional",90,"0.01,0.01,0.02,0.05,0.00,0.01,0.12,0.15,0.00,0.00,1.00,0.23",42,0.40,1.00,"Site links, Reviews, Image, Video, People also ask, Related searches, Popular products",1150000
mini lip butter balm set summer fridays,"Informational, Transactional",70,"0.09,1.00,1.00,0.18",12,0.00,0.91,"Site links, Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",83
summer fridays lip butter balm poppy,"Informational, Transactional",70,"0.18,1.00,1.00,1.00,0.18,0.81,0.63,0.63,0.18,0.63,0.45,0.63",17,0.90,1.00,"Site links, Reviews, Image, Image pack, Video, Related searches, Popular products",1040000
lip butter balm set summer fridays,"Informational, Transactional",50,"0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.52,0.80,1.00,0.09",20,0.65,1.00,"Site links, Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",81
summer fridays lip butter balm mini,"Informational, Transactional",50,"0.18,0.18,0.18,0.18,0.18,0.18,0.18,1.00,1.00,1.00,1.00,0.63",25,0.46,0.99,"Site links, Reviews, Image, Image pack, Video, Related searches, Popular products",92
summer fridays lip butter balm mini set,"Informational, Transactional",50,"0.07,0.00,0.00,0.00,0.78,1.00,0.78,0.14",12,0.52,0.83,"Site links, Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",94
the mini lip butter balm set summer fridays,"Informational, Transactional",50,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.81,1.00,0.06",9,0.75,0.96,"Site links, Reviews, Image, Image pack, Video, Related searches, Popular products",77
mini summer fridays lip butter balm,"Informational, Transactional",40,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.81",12,0.52,1.00,"Site links, Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",1440000
summer fridays butter lip balm,"Informational, Transactional",40,"0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,1.00,1.00,0.18",44,0.40,1.00,"Site links, Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products, Shopping ads",2920000
summer fridays lip butter balm ingredients,"Informational, Transactional",40,"0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.27,0.45,0.45,1.00,0.81",19,0.15,0.86,"Site links, Reviews, Image, Video, People also ask, Related searches",1220000
summer fridays lip butter balm stores,Transactional,40,"0.29,0.29,0.41,0.00,0.00,0.41,1.00,0.05,0.00,0.00,0.11,0.00",24,0.37,0.87,"Site links, Reviews, Image, Video, People also ask, Related searches, Popular products",2970000
summer fridays lip butter balm sweet mint,"Informational, Transactional",40,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.64,0.64,1.00,0.11",19,0.56,0.99,"Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products, Shopping ads",0
summer fridays mini lip butter balm,"Informational, Transactional",40,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.64,1.00,1.00,0.11",12,0.47,0.97,"Reviews, Image, Video, People also ask, Related searches, Popular products",98
summer fridays the mini lip butter balm set reviews,Commercial,40,"0.57,0.57,1.00,0.57,0.28,1.00,1.00,0.57,0.28,0.57,1.00,0.00",24,0.37,0.87,"Site links, Reviews, Image, Image pack, Video, People also ask, Related searches",67
mini lip butter balm summer fridays,"Informational, Transactional",30,"0.00,0.09,0.27,0.00,0.00,0.27,0.00,0.00,0.63,1.00,1.00,0.18",17,0.00,0.98,"Site links, Reviews, Image, Image pack, Video, Related searches, Popular products",1630000
sephora summer fridays lip butter balm,Transactional,30,"0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.27,1.00,0.18",27,0.17,1.00,"Site links, Reviews, Image, Video, Related searches, Popular products, Shopping ads",905000
summer fridays lip balm butter,"Informational, Transactional",30,"0.18,0.18,0.00,0.18,0.18,0.18,0.18,0.18,0.18,1.00,1.00,0.18",43,0.49,1.00,"Site links, Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",0
summer fridays lip balm butter set,Transactional,30,"0.18,0.18,0.18,0.00,0.00,0.00,0.00,0.18,0.18,1.00,1.00,0.18",9,0.70,1.00,"Reviews, Image, Image pack, Video, Related searches, Popular products, Shopping ads",2530000
summer fridays lip butter balm - hydrating lip mask -,Transactional,30,"0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.52,0.09,0.09,0.09,1.00",34,2.56,1.00,"Reviews, Image, Image pack, Video, Related searches, Popular products, Shopping ads",532000
summer fridays lip butter balm iced coffee,"Informational, Transactional",30,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.18,1.00,1.00,1.00,0.18",3,0.28,1.00,"Site links, Reviews, Image, Image pack, Video, Related searches, Popular products",96
summer fridays lip butter balm sephora,"Informational, Transactional",30,"0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,1.00,0.36",27,0.23,1.00,"Site links, Reviews, Image, Image pack, Video, Related searches, Popular products, Shopping ads",836000
summer fridays lip butter balm set stores,Transactional,30,"0.00,0.00,0.05,0.05,0.11,0.05,1.00,0.17,0.23,0.17,0.17,0.00",31,0.00,0.98,"Reviews, Image, Image pack, Video, Local pack, Related searches, Popular products",91
summer fridays lip butter balm ulta,"Informational, Transactional",30,"0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,1.00,0.17",30,0.00,1.00,"Reviews, Image, Image pack, Video, People also ask, Popular products",578000
summer fridays pink sugar lip butter balm,"Informational, Transactional",30,"0.00,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,1.00,0.18",35,0.50,1.00,"Site links, Reviews, Image, Video, People also ask, Related searches, Related products",2700000
summer fridays vanilla lip butter balm,"Informational, Transactional",30,"0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,1.00,1.00,0.18",36,0.52,1.00,"Site links, Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",716000
the lip butter balm set summer fridays,"Informational, Transactional",30,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,1.00,0.64,0.11",26,0.51,0.93,"Reviews, Image, Image pack, Video, People also ask, Related searches",2200000
best summer fridays lip butter balm,,20,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.77,1.00,0.22,0.22",,0.00,0.99,,
lip butter balm trio summer fridays,,20,"1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
summer friday cherry butter lip balm,,20,"0.00,0.00,0.00,0.00,0.00,1.00,0.18,0.18,0.18,0.18,0.18,0.00",,0.00,0.00,,
summer friday lip butter balm cherry,,20,"0.00,0.00,0.00,1.00,0.55,0.22,0.11,0.00,0.00,0.11,0.00,0.00",,0.65,1.00,,
summer friday mini lip butter balm set,,20,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.63,0.00",,0.70,1.00,,
summer fridays lip butter balm 15g,,20,"0.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
summer fridays lip butter balm 15g - pink sugar,,20,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.14,0.14",,0.00,1.00,,
summer fridays lip butter balm amazon,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
summer fridays lip butter balm coffee,,20,"0.00,1.00,1.00,1.00",,0.34,1.00,,
summer fridays lip butter balm for hydration and shine,,20,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.18",,0.71,1.00,,
summer fridays lip butter balm gift set,,20,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,1.00,1.00,0.18",,0.00,0.95,,
summer fridays lip butter balm in pink sugar,,20,"0.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.69,,
summer fridays lip butter balm near me,,20,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.14,1.00,0.64",,0.48,0.99,,
summer fridays lip butter balm pink,,20,"0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.41,0.99,,
summer fridays lip butter balm sale,,20,"0.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
summer fridays lip butter balm set mini,,20,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.18,1.00,1.00,0.18",,0.00,1.00,,
summer fridays lip butter balm shades,,20,"0.00,0.00,0.00,0.14,0.28,1.00,0.14,0.28,0.28,0.28,0.28,0.28",,0.26,1.00,,
summer fridays poppy lip butter balm,,20,"1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.59,1.00,,
cherry summer fridays lip butter balm,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00",,0.77,1.00,,
iced coffee summer fridays lip butter balm,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.66,1.00,0.66",,0.00,1.00,,
lip butter balm summer fridays set,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00",,0.00,1.00,,
lip butter balm vanilla summer fridays,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00",,0.00,1.00,,
mini lip butter balm set - summer fridays,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.40,0.00",,0.00,0.91,,
sephora summer fridays lip butter balm set,,10,"0.00,1.00,1.00",,0.00,1.00,,
summer friday butter lip balm,,10,"0.00,0.00,0.00,0.00,1.00,1.00,1.00",,0.29,1.00,,
summer friday lip balm butter,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00",,0.47,1.00,,
summer friday lip butter balm brown sugar,,10,"1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00",,0.57,1.00,,
summer friday lip butter balm dupe,,10,"0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00",,0.95,1.00,,
summer friday lip butter balm pink sugar,,10,"0.00,0.00,0.50,0.50,0.50,0.50,0.00,0.00,0.00,0.25,1.00,0.00",,0.78,1.00,,
summer friday lip butter balm trio,,10,"1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00",,2.29,1.00,,
summer friday lip butter balm vanilla,,10,"1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.50,0.00",,0.75,1.00,,
summer friday lip butter balm vanilla beige,,10,"0.66,0.66,0.66,0.66,0.66,0.66,0.00,0.00,0.33,0.33,1.00,0.00",,0.72,0.99,,
summer friday mini lip butter balm,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00",,0.00,1.00,,
summer friday the mini lip butter balm set,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.18,0.18",,0.00,1.00,,
summer fridays cherry lip balm butter,,10,"0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00",,0.00,0.83,,
summer fridays coffee lip butter balm,,10,"0.00,1.00",,0.40,1.00,,
summer fridays iced coffee lip butter balm,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00",,0.00,0.87,,
summer fridays lip butter balm - day/night hydrating lip mask,,10,"0.00,0.00,0.00,0.50,1.00,0.00,0.50,0.50,0.50,0.50,1.00,1.00",,1.74,1.00,,
summer fridays lip butter balm - hydrating lip mask,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00",,2.56,1.00,,
summer fridays lip butter balm holiday set,,10,"0.00,1.00,0.00",,0.00,0.00,,
summer fridays lip butter balm in brown sugar,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00",,0.52,1.00,,
summer fridays lip butter balm in cherry,,10,"0.00,0.50,0.00,0.00,1.00,1.00",,0.54,1.00,,
summer fridays lip butter balm in vanilla,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.50,0.50",,0.00,0.86,,
summer fridays lip butter balm kit,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00",,0.68,0.94,,
summer fridays lip butter balm minis,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00",,0.00,0.81,,
summer fridays lip butter balm mint,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00",,0.57,0.96,,
summer fridays lip butter balm pack,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00",,0.53,1.00,,
summer fridays lip butter balm pink sugar g,,10,"0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
summer fridays lip butter balm review,,10,"0.00,0.00,0.22,0.00,0.00,0.22,0.00,0.00,0.00,1.00,0.00,0.22",,0.37,0.87,,
summer fridays lip butter balm set reviews,,10,"0.33,0.66,1.00,0.66,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,0.37,0.87,,
summer fridays lip butter balm set sephora,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.66,1.00,0.66,0.66",,0.00,0.99,,
summer fridays lip butter balm sets,,10,"0.00,1.00,1.00",,0.00,1.00,,
summer fridays lip butter balm uk,,10,"1.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
summer fridays lip butter balms,,10,"0.00,0.00,0.00,1.00,1.00,1.00,1.00",,0.38,0.98,,
summer fridays lip.butter balm,,10,"0.00,0.00,0.00,0.21,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.21",,0.40,1.00,,
summer fridays mini lip balm butter set,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00",,0.00,1.00,,
summer fridays mini lip butter balms,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00",,0.00,0.98,,
summer fridays mint lip butter balm,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
all summer fridays lip butter balm,,0,0.00,,0.00,0.00,,
dupe for summer fridays lip butter balm,,0,0.00,,0.00,0.00,,
is summer fridays lip butter balm gluten free,,0,"0.00,1.00",,0.00,0.00,,
lip butter balm set summer friday,,0,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00",,0.00,1.00,,
lip butter balm summer fridays pink sugar,,0,"0.00,0.00",,0.00,0.00,,
mini lip butter balm set summer friday,,0,"0.00,0.00",,0.00,0.00,,
mini summer fridays lip butter balm set,,0,"0.00,1.00,0.00",,0.00,0.00,,
pink sugar summer fridays lip butter balm,,0,"0.00,0.00",,0.00,0.00,,
sephora summer fridays mini lip butter balm set,,0,"0.00,0.00,0.00",,0.00,0.00,,
sephora summer fridays the mini lip butter balm set,,0,"0.00,0.00",,0.00,0.00,,
summer friday cheery lip butter balm,,0,"0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00",,0.40,1.00,,
summer friday lip balm butter set,,0,"0.00,0.00",,0.00,0.00,,
summer friday lip butter balm blister,,0,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
summer friday lip butter balm mini set,,0,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00",,0.00,1.00,,
summer friday the lip butter balm set,,0,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00",,0.58,1.00,,
summer fridays - lip butter balm for hydration & shine,,0,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,1.04,1.00,,
summer fridays lip butter balm - brown sugar,,0,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00",,0.57,1.00,,
summer fridays lip butter balm - vanilla,,0,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,0.75,1.00,,
summer fridays lip butter balm blister,,0,"1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
summer fridays lip butter balm clear,,0,"0.00,0.00",,0.00,0.00,,
summer fridays lip butter balm in cocoa nude,,0,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
summer fridays lip butter balm trio reviews,,0,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
summer fridays lip butter balm trio stores,,0,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
summer fridays lip butter balm where to buy,,0,"0.00,0.00",,0.00,0.00,,
summer fridays lip butter balm.set,,0,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00",,0.58,1.00,,
summer fridays pink lip butter balm,,0,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
summer fridays the mini lip butter balm,,0,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00",,0.00,1.00,,
summer fridays the mini lip butter balm set sephora,,0,"0.00,0.00,0.00",,0.00,0.00,,
summer fridays vanilla beige lip butter balm,,0,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00",,0.44,1.00,,
the lip butter balm set summer friday,,0,"0.00,0.00",,0.00,0.00,,
the mini lip butter balm set summer friday,,0,"0.00,0.00",,0.00,0.00,,
ulta summer fridays lip butter balm,,0,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00",,0.24,1.00,,
where can i buy summer fridays lip butter balm,,0,0.00,,0.00,0.00,,
where to buy summer fridays lip butter balm,,0,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00",,0.90,0.87,,
