Keyword,Intent,Volume,Trend,Keyword Difficulty,CPC (USD),Competitive Density,SERP Features,Number of Results
rare beauty liquid blush happy,"Informational, Transactional",210,"0.82,0.66,0.82,0.27,0.34,0.34,0.27,0.23,0.27,0.82,1.00,0.27",44,0.45,1.00,"Reviews, Image, Video, People also ask, Related searches, Related products, Shopping ads",3330000
rare beauty by selena gomez soft pinch liquid blush encourage,"Informational, Transactional",170,"0.01,0.01,0.01,0.01,0.01,0.01,1.00,0.01,0.01,0.01,0.13,0.01",37,1.34,1.00,"Reviews, Image pack, Video, People also ask, Related searches, Related products",82
rare beauty liquid blush hope,"Informational, Transactional",170,"1.00,0.82,0.67,0.23,0.27,0.23,0.17,0.17,0.42,0.67,0.82,0.27",34,0.40,1.00,"Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",2860000
rare beauty by selena gomez soft pinch liquid blush worth,Transactional,140,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.21",34,1.75,1.00,"Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",94
rare beauty soft pinch dewy liquid blush 0.25oz hope new,Commercial,140,"0.26,1.00,0.13,0.01,0.01,0.00,0.00,0.00,0.00,0.01,0.01,0.00",37,0.00,0.00,"Reviews, Image, Video, People also ask, Related searches, Popular products, Shopping ads",50
rare beauty blush liquid,"Informational, Transactional",110,"1.00,1.00,0.64,0.64,0.64,0.53,0.06,0.40,0.40,0.81,0.81,0.53",35,0.24,1.00,"Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",9620000
rare beauty by selena gomez soft pinch liquid blush hope,"Informational, Transactional",110,"0.03,0.03,0.03,0.03,0.35,0.35,0.28,0.11,0.08,0.18,1.00,0.08",42,2.21,1.00,"Site links, Reviews, Image, Image pack, Video, People also ask, Related searches, Related products, Shopping ads",270000
rare beauty liquid blush bliss,"Informational, Transactional",90,"0.42,1.00,0.66,0.52,0.33,0.42,0.23,0.23,0.23,0.52,0.66,0.23",42,0.44,1.00,"Site links, Reviews, Image, Image pack, Video, People also ask, Related searches, Related products, Shopping ads",2330000
rare beauty liquid blush encourage,"Informational, Transactional",90,"1.00,0.53,0.64,0.40,0.28,0.53,0.23,0.28,0.23,0.64,0.64,0.28",47,0.51,1.00,"Reviews, Image, Image pack, Video, People also ask, Related searches, Related products",2330000
rare beauty liquid blush set,"Informational, Transactional",90,"0.78,1.00,0.65,0.48,0.78,0.78,0.48,0.26,0.35,0.78,0.78,0.35",37,0.26,1.00,"Reviews, Image, Image pack, Video, Knowledge panel, Related searches, Popular products",5470000
rare beauty soft pinch dewy liquid blush happy,Transactional,90,"1.00,0.66,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",39,0.48,1.00,"Reviews, Image, Video, People also ask, Related searches, Related products",83
rare beauty liquid blush joy,"Informational, Transactional",70,"1.00,0.80,0.80,0.49,0.34,0.34,0.34,0.34,0.34,0.49,0.66,0.29",43,0.42,1.00,"Reviews, Image, Image pack, Video, People also ask, Related searches, Related products",3220000
rare beauty liquid blush shades,Transactional,70,"0.53,1.00,0.83,0.53,0.83,0.65,0.05,0.05,0.18,0.11,0.05,0.11",35,0.15,1.00,"Site links, Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",2370000
rare beauty soft pinch liquid blush 3 piece set,Transactional,70,"1.00,1.00,1.00,0.38,0.23,0.15,0.08,0.08,0.08,0.23,0.08,0.08",19,0.00,1.00,"Reviews, Image, Image pack, Video, Related searches, Popular products",74
rare beauty soft pinch liquid blush hope,"Informational, Transactional",70,"0.64,0.64,1.00,0.11,0.11,0.11,0.11,0.11,0.11,0.64,0.64,0.11",32,0.87,1.00,"Reviews, Image, Image pack, Video, People also ask, Related searches, Related products, Shopping ads",1860000
rare beauty soft pinch liquid blush swatches,"Informational, Transactional",70,"0.40,0.65,1.00,0.40,0.29,0.29,0.29,0.29,0.29,0.29,0.40,0.23",42,0.00,1.00,"Site links, Reviews, Image, Image pack, Video, People also ask, Related searches",489000
rare beauty liquid blush mini,"Informational, Transactional",50,"0.36,1.00,1.00,0.27,0.18,0.18,0.18,0.18,0.18,1.00,1.00,0.18",16,0.29,1.00,"Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products, Shopping ads",3150000
rare beauty liquid blush ulta,Transactional,50,"0.63,0.63,0.45,0.36,0.45,0.45,0.27,0.18,0.18,0.18,1.00,0.18",27,0.00,1.00,"Site links, Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",746000
rare beauty liquid blush worth,"Informational, Transactional",50,"0.00,0.18,1.00,1.00,0.18,0.18,0.18,0.18,0.18,1.00,1.00,0.18",39,0.31,1.00,"Site links, Reviews, Image, Video, People also ask, Related searches, Popular products",3010000
is rare beauty liquid blush water based,"Informational, Transactional",40,"0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,1.00,1.00,0.18,0.18",17,0.00,0.12,"Featured snippet, Reviews, Image, Video, People also ask, Related searches",3990000
liquid rare beauty blush shades,Commercial,40,"0.18,0.18,0.18,0.18,0.18,0.18,1.00,0.18,1.00,1.00,0.18,0.18",49,0.15,1.00,"Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",2930000
rare beauty liquid blush colors,Transactional,40,"0.18,1.00,1.00,0.18,0.18,0.18,0.18,0.18,0.18,1.00,0.18,0.18",32,0.17,1.00,"Site links, Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",6050000
rare beauty liquid blush dupes,Commercial,40,"0.22,0.22,0.22,0.22,0.22,0.22,1.00,0.77,0.00,1.00,0.77,0.77",27,0.09,1.00,"Reviews, Image, Video, People also ask, Related searches",734000
rare beauty liquid blush shade,Commercial,40,"0.28,0.28,0.28,0.28,0.28,0.28,0.71,0.71,0.71,1.00,1.00,1.00",42,0.15,1.00,"Site links, Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products, Shopping ads",3480000
rare beauty liquid blush vs melting blush,Transactional,40,"0.23,0.11,0.52,1.00,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11",20,0.00,0.86,"Site links, Reviews, Image, Image pack, Video, People also ask, Related searches",2530000
rare beauty liquid pinch blush,"Informational, Transactional",40,"0.18,0.36,0.18,0.18,1.00,0.18,0.63,0.18,0.81,0.63,0.63,0.18",32,0.00,1.00,"Reviews, Image, Image pack, Video, People also ask, Related searches, Related products, Shopping ads",2470000
rare beauty soft pinch dewy liquid blush,"Informational, Transactional",40,"1.00,1.00,0.25,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13",36,0.49,1.00,"Site links, Reviews, Image, Video, People also ask, Related searches, Related products",575000
rare beauty soft pinch liquid blush happy,"Informational, Transactional",40,"0.18,0.63,0.81,0.36,0.18,0.18,0.18,0.45,0.36,0.45,1.00,0.18",35,0.54,1.00,"Reviews, Image, Image pack, Video, People also ask, Related searches, Related products, Shopping ads",1980000
rare beauty soft pinch liquid blush reviews,Commercial,40,"0.82,1.00,0.82,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18",36,0.00,1.00,"Site links, Reviews, Image, Image pack, Video, People also ask, Related searches, Related products",611000
liquid how much is the rare beauty blush,"Informational, Transactional",30,"0.00,0.00,0.00,0.00,0.00,1.00,0.11,0.11,0.11,0.11,0.11,0.11",31,0.00,0.50,"Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products, Shopping ads",7110000
rare beauty - soft pinch liquid blush 3 piece set,Commercial,30,"1.00,0.80,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",20,0.00,1.00,"Reviews, Image, Video, Related searches, Popular products",88
rare beauty by selena gomez mini soft pinch liquid blush,Transactional,30,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,1.00,0.64,0.11",28,0.91,1.00,"Reviews, Image, Image pack, Video, People also ask, Related searches, Related products, Shopping ads",0
rare beauty by selena gomez soft pinch liquid blush believe,Commercial,30,"0.00,0.00,0.00,0.00,0.09,1.00,0.09,0.09,0.09,0.09,0.09,0.09",31,0.00,1.00,"Reviews, Image, Image pack, Video, People also ask, Related searches, Related products, Shopping ads",0
rare beauty by selena gomez soft pinch liquid blush joy,"Informational, Transactional",30,"1.00,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18",37,0.95,1.00,"Reviews, Image, Image pack, Video, People also ask, Related searches, Related products, Shopping ads",97
rare beauty by selena gomez soft pinch liquid blush reviews,Commercial,30,"0.00,0.00,0.00,0.00,0.07,0.14,0.14,0.07,0.00,1.00,0.78,0.07",37,0.41,1.00,"Reviews, Image, Image pack, Video, People also ask, Related searches, Related products",234000
rare beauty by selena gomez soft pinch liquid blush swatches,"Informational, Transactional",30,"0.18,0.18,0.18,0.18,0.18,1.00,0.18,0.18,0.18,0.18,0.18,0.18",42,0.00,1.00,"Site links, Reviews, Image pack, Video, People also ask, Related searches, Related products",445000
rare beauty hope liquid blush,"Informational, Transactional",30,"0.81,0.18,1.00,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18",45,0.32,1.00,"Reviews, Image, Image pack, Video, People also ask, Knowledge panel, Related searches, Related products",2770000
rare beauty liquid blush believe,"Informational, Transactional",30,"0.18,0.18,0.00,0.18,0.18,0.18,0.18,0.18,0.18,0.18,1.00,0.18",32,0.33,1.00,"Reviews, Image, Image pack, Video, People also ask, Related searches, Related products",0
rare beauty liquid blush grace,"Informational, Transactional",30,"0.18,0.18,1.00,0.18,0.18,0.18,0.18,0.18,0.18,0.27,0.18,0.18",33,0.32,0.98,"Site links, Reviews, Image, Image pack, Video, People also ask, Related searches, Related products",2980000
rare beauty liquid blush love,"Informational, Transactional",30,"0.18,1.00,1.00,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18",48,0.25,0.97,"Site links, Reviews, Image, Image pack, Video, People also ask, Related searches, Related products",6770000
rare beauty liquid blush lucky,"Informational, Transactional",30,"0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,1.00,0.18",38,0.00,1.00,"Reviews, Image, Image pack, Video, People also ask, Related searches, Related products",3050000
rare beauty liquid blush shade hope,Transactional,30,"0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,1.00,0.18",32,0.29,1.00,"Site links, Reviews, Image, Video, People also ask, Related searches, Popular products",4190000
rare beauty mini liquid blush,"Informational, Transactional",30,"0.18,0.18,0.45,0.18,0.18,0.18,0.18,0.18,0.18,0.18,1.00,0.18",16,0.23,0.99,"Site links, Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",3900000
rare beauty mini soft pinch liquid blush,Transactional,30,"0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,1.00,0.18",19,0.00,1.00,"Reviews, Image, Image pack, Video, People also ask, Related searches, Related products",883000
rare beauty soft pinch liquid blush love,Commercial,30,"0.39,0.83,1.00,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39",28,0.00,1.00,"Reviews, Image, Image pack, Video, Related searches, Popular products, Shopping ads",2770000
soft pinch liquid blush rare beauty,"Informational, Transactional",30,"0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,1.00,1.00,0.17",28,0.71,1.00,"Reviews, Image, Image pack, Video, People also ask, Related searches, Related products",2310000
best liquid blush rare beauty,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
best rare beauty liquid blush,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
best rare beauty liquid blush color,,20,"0.50,0.75,1.00,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50",,0.00,1.00,,
best rare beauty liquid blush shade,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.93,,
bliss liquid blush rare beauty,,20,"0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
blush liquid rare beauty,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
blush liquido rare beauty,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.44,1.00,,
dupe for rare beauty liquid blush,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
encourage liquid blush rare beauty,,20,"0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00",,0.00,0.00,,
encourage rare beauty liquid blush,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00",,0.00,1.00,,
happy liquid blush rare beauty,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
happy rare beauty liquid blush,,20,"0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
hope liquid blush rare beauty,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00",,0.00,0.00,,
hope rare beauty liquid blush,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
how much is rare beauty liquid blush,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.10,0.88,,
how much is the rare beauty liquid blush,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.14,0.62,,
how to apply liquid blush rare beauty,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.01,,
how to apply rare beauty liquid blush,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.02,,
how to blend rare beauty liquid blush,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
how to use rare beauty liquid blush,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.06,,
is rare beauty liquid blush non comedogenic,,20,"0.66,0.66,1.00,0.66,0.66,1.00,0.66,0.66,0.66,0.66,0.66,0.66",,0.00,0.38,,
is rare beauty liquid blush waterproof,,20,"0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.14,,
joy liquid blush rare beauty,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
liquid blush hope rare beauty,,20,"0.00,0.20,0.20,0.60,0.20,0.80,0.40,0.20,0.20,0.80,1.00,0.40",,0.00,1.00,,
liquid blush rare beauty dupe,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.95,,
liquid blush rare beauty hope,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
liquid how much is rare beauty blush,,20,"0.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.19,0.32,,
liquid mini rare beauty blush,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00",,0.00,0.88,,
liquid rare beauty blush colors,,20,"0.50,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
liquid rare beauty blush swatches,,20,"1.00,0.50,0.50,0.50,0.50,0.50,0.00,0.00,0.50,0.50,0.50,0.00",,0.00,0.00,,
liquid rare beauty blush ulta,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
mini liquid blush rare beauty,,20,"1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
mini rare beauty liquid blush,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.96,,
most popular rare beauty liquid blush,,20,"0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,1.00,0.66",,0.00,0.93,,
most popular rare beauty liquid blush color,,20,"0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
most popular rare beauty liquid blush shade,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
nars liquid blush vs rare beauty,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.93,,
rare beauty bliss liquid blush,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.43,0.98,,
rare beauty by selena gomez liquid blush,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00",,0.00,0.92,,
rare beauty by selena gomez soft pinch liquid blush love,,20,"0.00,0.00,0.00,0.00,0.00,1.00,0.28,0.28,0.28,0.28,0.28,0.28",,2.22,1.00,,
rare beauty cream blush vs liquid blush,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.50,,
rare beauty dewy liquid blush,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.38,1.00,,
rare beauty encourage liquid blush,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.38,0.98,,
rare beauty grace liquid blush,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.91,,
rare beauty happy liquid blush,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.29,1.00,,
rare beauty joy liquid blush,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
rare beauty liquid blush 3 piece set,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00",,0.00,0.00,,
rare beauty liquid blush adore,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.52,,
rare beauty liquid blush and highlighter,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
rare beauty liquid blush as lipstick,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.14,,
rare beauty liquid blush best seller,,20,"1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
rare beauty liquid blush best shade,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.86,,
rare beauty liquid blush brush,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.36,1.00,,
rare beauty liquid blush faith,,20,"1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.93,,
rare beauty liquid blush for brown skin,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
rare beauty liquid blush gift set,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00",,0.00,1.00,,
rare beauty liquid blush grateful,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.95,,
rare beauty liquid blush hope dupe,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
rare beauty liquid blush how to apply,,20,"0.14,0.57,0.28,0.14,1.00,0.14,0.57,0.14,0.14,0.28,0.28,0.28",,0.00,0.00,,
rare beauty liquid blush in bliss,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
rare beauty liquid blush in happy,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.95,,
rare beauty liquid blush in hope,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
rare beauty liquid blush in joy,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
rare beauty liquid blush ingredients,,20,"0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,1.00,0.50,0.50,1.00",,0.14,0.84,,
rare beauty liquid blush kit,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.93,,
rare beauty liquid blush mini set,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
rare beauty liquid blush mini size,,20,"0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
rare beauty liquid blush most popular,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
rare beauty liquid blush near me,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
rare beauty liquid blush on lips,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
rare beauty liquid blush peace,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00",,0.00,1.00,,
rare beauty liquid blush price,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.15,0.86,,
rare beauty liquid blush reddit,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.53,,
rare beauty liquid blush review,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
rare beauty liquid blush sample,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
rare beauty liquid blush sephora,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.95,,
rare beauty liquid blush shade bliss,,20,"1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.94,,
rare beauty liquid blush shade joy,,20,"0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,1.00,0.39,0.39",,0.00,1.00,,
rare beauty liquid blush shade love,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
rare beauty liquid blush size,,20,"0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00",,0.00,1.00,,
rare beauty liquid blush soft pinch,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
rare beauty liquid blush tiktok,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00",,0.00,0.57,,
rare beauty liquid blush travel size,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
rare beauty liquid blush trio,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
rare beauty liquid blush uk,,20,"0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
rare beauty liquid blush virtue,,20,"0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
rare beauty liquid blush vs cream blush,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
rare beauty liquid vs cream blush,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.44,,
rare beauty love liquid blush,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.97,,
rare beauty lucky liquid blush,,20,"0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
rare beauty matte liquid blush,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.26,1.00,,
