Keyword,Intent,Volume,Trend,Keyword Difficulty,CPC (USD),Competitive Density,SERP Features,Number of Results
dewalt 18v cordless drill,Transactional,140,"0.81,1.00,0.81,1.00,1.00,1.00,0.42,0.33,0.51,0.42,0.42,0.42",30,0.35,0.96,"Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",11600000
dewalt 20v cordless drills,Transactional,140,"0.34,0.42,0.42,0.42,0.80,0.53,1.00,0.53,0.42,0.65,0.53,0.53",50,0.40,1.00,"Reviews, Image, Image pack, Video, People also ask, Popular products",6120000
dewalt 20v max cordless drill and impact driver,Commercial,140,"0.02,0.35,0.28,0.28,0.28,0.28,0.28,0.17,0.66,1.00,0.43,0.12",34,1.24,1.00,"Reviews, Image, Image pack, Video, Related searches, Popular products, Shopping ads",3990000
dewalt cordless drill driver,Transactional,140,"0.64,0.79,1.00,0.79,1.00,0.79,1.00,1.00,0.79,1.00,1.00,1.00",41,0.33,1.00,"Reviews, Image, Image pack, Video, Video carousel, Related searches, Popular products",11100000
dewalt cordless drill home depot,"Navigational, Transactional",140,"0.19,0.35,0.35,0.53,0.53,0.80,0.42,0.42,0.53,0.80,1.00,0.53",43,0.47,1.00,"Reviews, Image, Image pack, Video, Related searches, Popular products",3520000
dewalt cordless impact drill,"Informational, Transactional",140,"0.24,0.43,0.43,0.53,0.66,0.53,0.81,1.00,1.00,1.00,1.00,1.00",44,0.33,1.00,"Reviews, Image, Image pack, Video, Related searches, Popular products",16500000
dewalt cordless right angle drill,"Informational, Transactional",140,"0.81,0.81,0.81,0.53,0.53,0.53,0.66,0.43,0.66,1.00,0.81,0.81",32,0.36,1.00,"Reviews, Image, Image pack, Video, Related searches, Popular products",2720000
dewalt hammer drills cordless,Transactional,140,"0.28,0.19,0.33,0.19,0.28,0.42,0.42,0.42,0.53,1.00,0.64,0.33",36,0.38,1.00,"Site links, Reviews, Image, Image pack, Video, Related searches, Popular products",6350000
dewalt impact drill cordless,Transactional,140,"0.15,0.12,0.28,0.34,0.43,0.34,0.65,0.53,0.65,0.65,1.00,0.53",45,0.33,1.00,"Site links, Reviews, Image, Image pack, Video, Related searches, Popular products",13700000
dewalt right angle cordless drill,"Informational, Transactional",140,"0.19,0.81,0.66,0.53,0.53,0.53,0.66,0.43,0.66,1.00,0.81,0.81",29,0.36,1.00,"Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",2560000
18 volt cordless drill dewalt,"Informational, Transactional",110,"0.00,1.00,0.81,1.00,1.00,1.00,0.23,0.23,0.23,0.23,0.23,0.23",28,0.20,1.00,"Reviews, Image, Image pack, Video, People also ask, Popular products",0
20v dewalt cordless drill,"Informational, Transactional",110,"0.81,0.81,0.64,0.53,0.64,1.00,0.53,0.53,0.64,0.53,0.81,0.28",50,0.40,1.00,"Reviews, Image, Video, Related searches, Popular products",12200000
dewalt 12v cordless drill,"Informational, Transactional",110,"0.64,0.79,0.79,0.79,1.00,0.79,0.50,0.50,0.64,1.00,1.00,0.35",31,0.29,1.00,"Reviews, Image, Image pack, Video, Related searches, Popular products",8750000
dewalt cordless 18 volt drill,Transactional,110,"0.00,1.00,0.81,1.00,0.81,1.00,0.23,0.32,0.23,0.00,0.09,0.09",28,0.37,1.00,"Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",12900000
dewalt cordless drill 20 volt,Transactional,110,"0.32,0.52,0.52,0.52,0.32,0.32,0.82,1.00,0.52,0.52,0.66,0.52",50,0.40,1.00,"Reviews, Image, Image pack, Video, Related searches, Popular products",11600000
dewalt cordless drill sets,Transactional,110,"0.29,0.41,0.52,0.52,0.52,0.41,0.64,0.41,0.52,0.82,1.00,1.00",36,0.35,1.00,"Reviews, Image, Video, Related searches, Popular products",14000000
dewalt cordless hammer drill 20v,Transactional,110,"0.64,0.64,0.64,0.64,0.64,0.82,0.64,1.00,0.82,0.64,0.64,0.39",32,0.36,0.98,"Reviews, Image, Image pack, Video, Video carousel, Related searches, Popular products",6980000
dewalt cordless mag drill,Transactional,110,"0.53,0.53,0.33,0.43,0.66,0.53,0.43,0.24,0.33,0.53,1.00,0.43",31,0.58,1.00,"Reviews, Image, Image pack, Video, People also ask, Shopping ads",1260000
home depot cordless drill dewalt,"Informational, Transactional",110,"0.00,0.00,0.34,0.53,0.53,0.65,0.42,0.53,0.53,1.00,0.26,0.42",46,0.47,1.00,"Reviews, Image, Image pack, Video, Related searches, Popular products, Shopping ads",0
lowes dewalt cordless drill,Transactional,110,"0.14,0.53,0.53,0.53,0.66,0.53,0.53,0.43,0.19,0.81,1.00,0.66",38,0.21,1.00,"Reviews, Image, Image pack, Video, Related searches, Popular products",1630000
12 volt dewalt cordless drill,"Informational, Transactional",90,"0.00,0.79,0.79,0.79,1.00,0.79,0.50,0.50,0.50,0.79,0.79,0.35",32,0.29,1.00,"Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",5540000
best cordless dewalt drill,Commercial,90,"0.05,1.00,0.05,1.00,1.00,1.00,0.40,0.40,0.40,0.52,0.40,0.52",45,0.45,1.00,"Site links, Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",8410000
dewalt 1 2 cordless drill,Transactional,90,"0.23,0.65,0.65,0.40,0.65,0.40,0.29,0.52,0.52,0.65,1.00,0.29",42,0.41,1.00,"Reviews, Image, Image pack, Video, Related searches, Popular products",20000000
dewalt 1 2 drill cordless,"Informational, Transactional",90,"0.18,0.65,0.65,0.41,0.65,0.41,0.29,0.53,0.53,0.65,1.00,0.29",31,0.41,1.00,"Reviews, Image, Image pack, Video, Related searches, Popular products",19800000
dewalt 20 volt max cordless drill,Commercial,90,"0.09,0.09,0.09,0.09,0.09,0.09,0.81,0.33,0.81,1.00,0.43,0.66",40,0.36,1.00,"Reviews, Image, Image pack, Video, Related searches, Popular products",9580000
dewalt cordless 1 2 drill,Transactional,90,"0.24,0.65,0.65,0.53,0.65,0.53,0.41,0.65,0.53,0.83,1.00,0.65",37,0.41,1.00,"Reviews, Image, Image pack, Video, Related searches, Popular products, Shopping ads",19400000
dewalt cordless drill 1 2,Transactional,90,"0.17,1.00,0.81,0.63,1.00,0.63,0.63,0.81,0.63,1.00,1.00,1.00",40,0.41,1.00,"Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",18700000
dewalt cordless drill at lowes,Transactional,90,"1.00,0.49,0.64,0.49,0.64,0.79,0.36,0.28,0.49,1.00,0.79,0.36",41,0.21,1.00,"Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",1480000
dewalt drill home depot cordless,"Informational, Transactional",90,"0.00,0.07,0.00,0.00,0.00,0.00,0.42,0.53,0.53,1.00,0.80,0.42",45,0.47,1.00,"Reviews, Image, Image pack, Video, Related searches, Popular products",6360000
lowes cordless drills dewalt,"Navigational, Transactional",90,"0.00,0.82,0.65,0.52,0.82,0.65,0.52,0.52,0.00,0.52,1.00,0.65",42,0.21,1.00,"Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",743000
1/2 dewalt cordless drill,"Informational, Transactional",70,"0.50,0.50,0.50,0.35,0.50,0.35,0.35,0.64,0.50,0.78,1.00,0.78",42,0.41,1.00,"Reviews, Image, Image pack, Video, Related searches, Popular products",10100000
cordless dewalt impact drill,Transactional,70,"0.09,0.09,0.09,0.09,0.09,0.09,1.00,0.33,0.42,0.52,0.42,0.80",38,0.33,1.00,"Reviews, Image, Image pack, Video, Related searches, Popular products",16400000
cordless dewalt right angle drill,Transactional,70,"0.11,0.11,0.11,0.11,0.11,0.11,0.64,0.41,0.82,1.00,0.82,0.41",34,0.36,1.00,"Reviews, Image, Image pack, Video, Related searches, Popular products",2480000
dewalt 1/2 drill cordless,Transactional,70,"0.18,0.63,0.81,0.63,0.81,0.63,0.63,0.81,0.81,0.63,1.00,0.63",45,0.41,1.00,"Reviews, Image, Image pack, Video, Related searches, Popular products, Shopping ads",9710000
dewalt 20 volt cordless hammer drill,Transactional,70,"0.22,0.78,0.78,0.78,0.78,1.00,0.00,0.35,0.26,0.78,0.78,0.04",37,0.36,0.98,"Reviews, Image, Image pack, Video, Related searches, Popular products",7390000
dewalt 20 volt max 1 2 in brushless cordless drill,"Informational, Transactional",70,"0.23,0.40,0.40,1.00,0.52,0.40,0.29,0.23,0.29,0.29,0.11,0.11",43,0.00,1.00,"Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",4990000
dewalt battery cordless drill,Transactional,70,"0.00,1.00,0.52,1.00,1.00,0.82,0.11,0.11,0.11,0.11,0.11,0.11",49,0.41,1.00,"Reviews, Image, Image pack, Video, Related searches, Popular products",14200000
dewalt battery for cordless drill,Transactional,70,"0.23,1.00,0.52,1.00,1.00,0.64,0.11,0.11,0.11,0.11,0.11,0.11",58,0.41,1.00,"Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",11500000
dewalt cordless drills at lowes,Transactional,70,"0.21,0.50,0.50,0.50,0.50,0.28,0.50,0.50,0.28,0.78,1.00,0.50",40,0.21,1.00,"Reviews, Image, Image pack, Video, Related searches, Popular products",656000
dewalt cordless drills for sale,Transactional,70,"0.27,0.45,0.36,0.64,0.36,0.64,1.00,0.27,0.64,0.82,0.82,0.27",45,0.46,1.00,"Reviews, Image, Image pack, Video, Video carousel, Local pack, Related searches, Popular products",4320000
dewalt cordless sds hammer drill,"Informational, Transactional",70,"0.81,1.00,0.81,0.81,1.00,0.63,0.44,0.44,0.63,0.81,0.81,0.63",29,0.25,1.00,"Reviews, Image, Image pack, Video, Related searches, Popular products",5960000
12v cordless drill dewalt,"Informational, Transactional",50,"0.14,0.14,0.14,0.14,0.00,0.14,0.50,0.35,0.50,0.50,1.00,0.35",30,0.29,1.00,"Reviews, Image, Image pack, Video, Related searches, Popular products",6930000
20 volt dewalt cordless drill,Commercial,50,"0.65,0.65,0.79,0.79,1.00,1.00,0.00,0.00,0.00,0.00,0.07,0.00",48,0.30,1.00,"Reviews, Image, Image pack, Video, People also ask, Popular products",11100000
cordless dewalt drill set,Transactional,50,"0.14,0.14,0.14,0.14,0.14,0.14,0.78,0.50,0.00,1.00,0.64,0.78",37,0.35,1.00,"Reviews, Image, Image pack, Video, Related searches, Popular products",41600000
cordless impact drill dewalt,Transactional,50,"0.22,0.22,0.22,0.22,0.22,0.22,1.00,0.77,1.00,0.55,0.77,1.00",47,0.33,1.00,"Reviews, Image, Image pack, Video, People also ask, Popular products",17200000
dewalt 1/2 cordless drill,"Informational, Transactional",50,"0.18,0.63,0.81,0.27,0.81,0.18,0.18,0.81,0.81,0.36,1.00,0.27",37,0.41,1.00,"Reviews, Image, Image pack, Video, Related searches, Popular products",10500000
dewalt 18v drills cordless,Transactional,50,"0.00,0.00,0.00,0.18,0.00,0.18,0.81,0.63,1.00,0.81,0.81,0.45",31,0.35,0.96,"Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",5790000
dewalt 20v max cordless drill / driver kit,Transactional,50,"0.14,0.14,0.14,0.14,0.14,0.35,1.00,0.64,0.28,1.00,0.14,0.14",37,0.38,1.00,"Reviews, Image, Image pack, Video, Related searches, Popular products",2700000
dewalt 20v max cordless drill combo kit 10 tool dck1020d2,"Informational, Transactional",50,"0.44,0.82,0.62,0.44,0.18,0.18,0.18,0.18,0.18,1.00,1.00,0.82",37,2.92,1.00,"Site links, Reviews, Image, Image pack, Video, People also ask, Related searches, Related products",0
dewalt 20v max cordless drill driver kit,Transactional,50,"0.11,0.11,0.11,0.11,0.11,0.29,0.64,0.52,0.52,1.00,0.29,0.23",34,0.38,1.00,"Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",3470000
dewalt brushless cordless drill,Transactional,50,"0.27,0.36,0.36,0.36,0.36,0.36,0.17,0.36,0.36,1.00,0.64,0.64",36,0.32,1.00,"Reviews, Image, Image pack, Video, Related searches, Popular products",10200000
dewalt cordless 20 volt hammer drill,Transactional,50,"0.00,0.76,0.62,0.62,0.76,1.00,0.00,0.00,0.14,0.00,0.00,0.14",41,0.00,1.00,"Reviews, Image, Image pack, Video, Related searches, Popular products",6820000
dewalt cordless brushless drill,"Informational, Transactional",50,"0.27,0.36,0.36,0.36,0.36,0.36,0.17,0.36,0.36,1.00,0.64,0.64",29,0.32,1.00,"Reviews, Image, Image pack, Video, Related searches, Popular products",12100000
dewalt cordless drill 18v,Transactional,50,"0.36,0.64,1.00,0.64,0.64,0.82,0.18,0.18,0.18,0.18,0.09,0.18",32,0.37,1.00,"Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",11400000
dewalt cordless drill and impact driver set,"Informational, Transactional",50,"0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.78,1.00,0.78,0.50",25,0.29,1.00,"Reviews, Image, Image pack, Video, Related searches, Popular products",6090000
dewalt cordless drill batteries,Commercial,50,"0.42,0.57,0.28,0.57,0.57,0.57,1.00,1.00,0.57,0.71,1.00,0.71",58,0.35,1.00,"Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",0
dewalt cordless drill impact driver set,"Informational, Transactional",50,"0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.78,1.00,0.78,0.50",20,0.29,1.00,"Reviews, Image, Image pack, Video, Related searches, Popular products",6610000
dewalt cordless drill only,"Informational, Transactional",50,"0.64,0.14,0.14,1.00,0.14,0.14,0.14,0.78,0.28,0.78,0.14,0.14",27,0.00,1.00,"Reviews, Image, Image pack, Video carousel, Related searches, Popular products, Shopping ads",7820000
dewalt cordless electric drill,"Navigational, Commercial",50,"0.14,0.14,0.14,0.14,0.14,0.00,1.00,0.35,0.35,0.64,0.64,0.35",45,0.41,1.00,"Site links, Reviews, Image, Image pack, Video, People also ask, Popular products, Shopping ads",13200000
dewalt cordless hammer drill 20 volt,"Informational, Transactional",50,"0.06,0.63,0.51,0.63,0.63,1.00,0.00,0.00,0.11,0.11,0.11,0.11",37,0.00,1.00,"Site links, Reviews, Image, Image pack, Video, Related searches, Popular products",6020000
dewalt cordless impact drill 20v,Transactional,50,"0.21,0.21,0.21,0.21,0.21,0.21,1.00,0.76,0.56,1.00,1.00,0.56",42,0.21,1.00,"Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",5840000
dewalt cordless impact drill driver,Transactional,50,"0.00,0.11,0.00,0.00,0.11,0.00,0.52,0.41,0.41,0.29,0.41,1.00",48,0.33,1.00,"Reviews, Image, Image pack, Video, Related searches, Popular products",10100000
dewalt cordless mixing drill,"Informational, Transactional",50,"0.63,0.45,1.00,0.18,0.63,0.18,0.18,0.18,0.27,0.63,0.63,0.27",15,0.30,1.00,"Reviews, Image, Image pack, Video, Related searches, Popular products",569000
dewalt cordless power drill,"Informational, Transactional",50,"0.18,0.18,0.18,0.18,0.18,0.18,0.45,0.45,0.45,1.00,1.00,0.45",28,0.41,1.00,"Site links, Reviews, Image, Image pack, Video, Related searches, Popular products",23700000
dewalt drill cordless 18v,"Informational, Transactional",50,"0.18,0.18,0.18,0.18,0.18,0.18,0.81,0.63,1.00,0.81,0.81,0.63",36,0.35,0.96,"Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",15900000
dewalt impact cordless drill,Transactional,50,"0.13,0.21,0.21,0.79,1.00,0.79,0.13,0.13,0.13,0.13,0.13,0.13",37,0.00,1.00,"Reviews, Image, Image pack, Video, Related searches, Popular products",20400000
dewalt mixing drill cordless,"Informational, Transactional",50,"0.18,1.00,0.18,0.18,1.00,0.18,0.18,0.18,0.18,1.00,0.18,0.82",16,0.58,1.00,"Reviews, Image, Image pack, Video, Related searches, Popular products",616000
dewalt xtreme 12-volt max 3/8-in brushless cordless drill,"Informational, Transactional",50,"1.00,0.50,0.50,0.30,0.50,0.30,0.20,0.20,0.10,0.30,0.30,0.20",27,0.00,1.00,"Reviews, Image, Image pack, Video, Related searches, Related products",0
18 volt cordless dewalt drill,"Informational, Transactional",40,"0.40,0.40,0.40,0.40,0.40,0.40,1.00,1.00,1.00,1.00,1.00,1.00",32,0.20,1.00,"Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",11600000
18 volt dewalt cordless drill,Transactional,40,"0.57,1.00,0.71,1.00,1.00,1.00,0.43,0.29,0.43,0.29,0.43,0.00",32,0.20,1.00,"Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",14100000
18v dewalt cordless drill,"Informational, Transactional",40,"0.58,1.00,0.73,1.00,1.00,1.00,0.42,0.12,0.58,0.42,0.42,0.27",29,0.35,0.96,"Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",12500000
amazon dewalt cordless drill,"Navigational, Transactional",40,"0.17,0.17,1.00,0.17,0.17,0.17,0.17,0.17,0.17,1.00,1.00,0.17",43,0.00,1.00,"Reviews, Image, Image pack, Video, People also ask, Shopping ads",6410000
cordless dewalt power drill,Commercial,40,"0.00,0.22,0.22,0.22,0.22,0.22,0.55,0.55,0.55,1.00,0.78,0.55",42,0.41,1.00,"Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",18800000
cordless drill driver dewalt,Transactional,40,"0.40,0.60,0.80,0.60,0.80,0.80,0.80,1.00,0.80,0.80,0.80,0.80",38,0.33,1.00,"Reviews, Image, Video, Related searches, Popular products",11700000
dewalt 18 v cordless drill,"Informational, Transactional",40,"0.56,1.00,0.71,1.00,1.00,1.00,0.41,0.27,0.41,0.27,0.41,0.00",26,0.20,1.00,"Reviews, Image, Image pack, Video, Related searches, Popular products",15500000
dewalt 20v max cordless drill/driver kit,Transactional,40,"0.22,0.22,0.22,0.22,0.22,0.55,1.00,1.00,0.55,0.77,0.44,0.22",37,0.38,1.00,"Reviews, Image, Image pack, Video, Related searches, Popular products, Shopping ads",4190000
dewalt 3 8 cordless drill,Transactional,40,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.67,1.00,0.00",19,0.27,1.00,"Reviews, Image, Image pack, Video, Related searches, Popular products",16100000
dewalt cordless 18v drill,"Informational, Transactional",40,"0.57,1.00,0.71,1.00,1.00,1.00,0.43,0.14,0.57,0.43,0.43,0.14",23,0.20,1.00,"Reviews, Image, Image pack, Video, People also ask, Popular products",16400000
dewalt cordless angle drill,Transactional,40,"0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,1.00,1.00,0.36",31,0.31,1.00,"Reviews, Image, Image pack, Video carousel, Related searches, Popular products",8960000
dewalt cordless drill amazon,"Navigational, Transactional",40,"0.18,0.18,1.00,0.18,0.18,0.18,0.18,0.18,0.18,1.00,1.00,0.18",36,0.00,1.00,"Reviews, Image, Image pack, Video, Related searches",7110000
dewalt cordless drill lowes,"Navigational, Transactional",40,"0.43,0.43,0.43,0.29,0.43,0.57,0.57,0.29,0.57,0.71,1.00,0.57",40,0.21,1.00,"Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",1900000
dewalt cordless drill sale,Transactional,40,"0.43,0.43,0.43,0.71,0.43,0.43,1.00,0.43,0.57,0.57,0.43,0.43",40,0.46,1.00,"Site links, Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",7620000
dewalt cordless driver drill,Transactional,40,"0.40,0.60,0.80,0.60,0.80,0.80,0.80,1.00,0.80,0.80,0.80,0.80",47,0.33,1.00,"Reviews, Image, Image pack, Video, People also ask, Popular products",10700000
dewalt cordless mixer drill,"Informational, Transactional",40,"0.45,0.45,1.00,0.18,0.27,0.18,0.18,0.18,0.18,0.45,0.36,0.18",15,0.30,1.00,"Reviews, Image, Image pack, Video, Related searches, Popular products",2770000
dewalt core drill cordless,Transactional,40,"0.23,0.11,0.11,1.00,0.11,0.41,0.11,0.11,0.00,0.00,0.11,0.11",14,0.00,1.00,"Reviews, Image, Image pack, Video, Related searches, Popular products",3920000
dewalt power cordless drill,Transactional,40,"0.21,0.00,0.21,0.21,0.21,0.00,0.55,0.55,0.55,1.00,0.55,0.55",36,0.41,1.00,"Reviews, Image, Image pack, Video, Related searches, Popular products",20600000
dewalt power drill cordless,"Informational, Transactional",40,"0.22,0.22,0.22,0.22,0.22,0.22,0.55,0.55,0.55,1.00,1.00,0.55",40,0.41,1.00,"Site links, Reviews, Image, Image pack, Video, People also ask, Popular products",23600000
small cordless drill dewalt,Commercial,40,"0.11,1.00,0.23,0.64,0.11,0.11,0.11,0.11,0.23,0.11,0.11,0.11",39,0.00,1.00,"Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",5710000
12v dewalt cordless drill,Transactional,30,"0.50,0.75,0.50,0.75,0.75,1.00,0.50,0.25,0.75,1.00,1.00,0.00",35,0.29,1.00,"Reviews, Image, Image pack, Video carousel, People also ask, Related searches, Popular products",7280000
best dewalt drill cordless,Commercial,30,"0.00,1.00,0.06,1.00,0.00,0.06,0.00,0.00,0.06,0.00,0.00,0.00",46,0.45,1.00,"Site links, Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",10200000
chuck removal dewalt cordless drill,Informational,30,"0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,1.00",51,0.48,1.00,"Featured snippet, Site links, Reviews, Image pack, Video, People also ask, Related searches",84
dewalt 18v drill cordless,"Informational, Transactional",30,"0.00,0.00,0.00,0.28,0.00,0.28,1.00,0.71,1.00,1.00,0.71,0.14",26,0.35,0.96,"Reviews, Image, Image pack, Video, Related searches, Popular products",15500000
