Keyword,Intent,Volume,Trend,Keyword Difficulty,CPC (USD),Competitive Density,SERP Features,Number of Results
birkenstock arizona sandal,"Navigational, Transactional",390,"0.44,0.66,0.81,1.00,0.66,0.66,0.44,0.29,0.23,0.36,0.36,0.15",53,0.00,0.00,"Reviews, Image, People also ask, Related searches, Popular products, Shopping ads",13500000
women's arizona birkenstock sandals,Transactional,390,"0.01,0.03,0.02,0.32,0.14,0.59,1.00,0.48,0.48,0.88,0.59,0.17",53,2.26,1.00,"Reviews, Image, Image pack, Video carousel, People also ask, Related searches, Popular products",21100000
arizona sandals birkenstock,Transactional,260,"0.00,0.29,1.00,0.43,0.29,0.29,0.14,0.00,0.00,0.00,0.00,0.00",55,1.80,1.00,"Reviews, Image, Image pack, Video carousel, People also ask, Related searches, Popular products",13700000
birkenstock arizona essentials slide sandal - women's,"Informational, Transactional",260,"0.29,0.66,0.81,1.00,1.00,0.81,0.66,0.35,0.22,0.35,0.22,0.00",37,0.00,0.00,"Reviews, Image, Image pack, Video, People also ask, Knowledge panel, Related searches, Related products",1150000
birkenstock arizona slide sandal - women's,Transactional,260,"0.18,0.43,0.66,0.81,1.00,0.81,0.66,0.43,0.29,0.66,0.81,0.18",51,0.00,0.00,"Site links, Reviews, Image, Video, Related searches, Popular products",5170000
women's birkenstock arizona sandals,Transactional,260,"0.15,0.28,0.28,0.54,0.23,1.00,0.81,0.66,0.81,0.81,0.18,0.03",51,2.26,1.00,"Site links, Reviews, Image, Image pack, Video carousel, Related searches, Popular products",7470000
birkenstock arizona big buckle sandals,"Informational, Transactional",210,"0.35,0.43,0.66,0.66,0.54,1.00,0.54,0.18,0.10,0.18,0.18,0.22",33,3.73,1.00,"Reviews, Image, Image pack, Video carousel, Related searches, Popular products",5070000
birkenstock arizona chunky sandals,"Navigational, Transactional",210,"0.18,1.00,0.66,0.66,0.81,0.35,0.15,0.08,0.06,0.05,0.03,0.11",21,1.46,1.00,"Reviews, Image, Video, Related searches, Related products",2220000
birkenstock women's arizona sandals,Transactional,210,"0.23,0.03,0.44,1.00,0.44,0.54,0.35,0.44,0.28,0.35,0.18,0.06",50,2.26,1.00,"Site links, Reviews, Image, Image pack, Video carousel, People also ask, Popular products",7960000
birkenstock arizona eva sandal,"Informational, Transactional",170,"0.38,0.81,0.81,1.00,1.00,1.00,0.50,0.25,0.50,0.38,0.50,0.50",27,0.00,0.00,"Site links, Reviews, Image, Related searches, Popular products",5730000
birkenstock arizona men's sandals,Transactional,170,"0.05,0.28,0.28,0.17,0.23,0.17,0.82,0.66,0.43,1.00,1.00,0.35",40,2.75,1.00,"Reviews, Image, Video carousel, Related searches, Popular products",8290000
birkenstock arizona sandals men,Transactional,170,"0.42,0.65,0.80,0.65,0.80,0.65,0.53,0.42,0.26,1.00,0.65,0.26",41,2.75,1.00,"Reviews, Image, Image pack, Video carousel, Related searches, Popular products",14700000
birkenstock arizona sandals sale,Transactional,170,"0.41,0.41,0.65,0.65,1.00,1.00,0.65,0.54,0.26,0.65,0.41,0.19",47,1.43,1.00,"Reviews, Image, Image pack, Related searches, Popular products",5370000
birkenstock arizona shearling sandals,"Informational, Transactional",170,"0.65,0.42,0.42,0.35,0.53,0.42,0.53,1.00,0.65,1.00,1.00,0.42",21,2.48,1.00,"Reviews, Image, Image pack, Video carousel, Related searches, Popular products",1970000
birkenstock arizona slide sandals,"Informational, Transactional",170,"0.28,0.34,0.53,1.00,0.65,0.81,0.53,0.43,0.28,0.65,0.81,0.15",54,2.87,1.00,"Reviews, Image, Image pack, Video, Video carousel, Related searches, Popular products, Shopping ads",8390000
birkenstock arizona soft footbed sandals,"Informational, Transactional",170,"0.44,0.82,0.82,0.44,1.00,0.54,0.54,0.13,0.18,0.18,0.18,0.10",28,2.73,1.00,"Reviews, Image, Image pack, Video, People also ask, Knowledge panel, Related searches, Related products",5520000
birkenstock men's arizona eva sandals,Transactional,170,"0.42,0.64,0.64,0.81,0.81,1.00,0.53,0.28,0.28,0.53,0.64,0.19",31,2.27,1.00,"Reviews, Image, Image pack, Video carousel, People also ask, Related searches, Popular products",2520000
birkenstock men's eva arizona sandals,"Navigational, Transactional",170,"0.28,0.23,0.17,0.43,1.00,1.00,0.53,0.35,0.23,0.43,0.66,0.17",29,3.26,1.00,"Site links, Reviews, Image, Image pack, Video, Video carousel, Related searches, Related products",3290000
birkenstock arizona essentials slide sandal,"Informational, Transactional",140,"0.20,0.70,0.80,1.00,0.80,0.80,0.70,0.40,0.20,0.50,0.50,0.00",32,0.00,0.00,"Reviews, Image, Image pack, Video, Related searches, Popular products",1460000
birkenstock arizona sandals womens,Transactional,140,"0.20,0.43,0.43,0.65,1.00,1.00,0.43,0.28,0.33,0.20,0.28,0.06",50,2.26,1.00,"Site links, Reviews, Image, Video carousel, Related searches, Popular products",12700000
birkenstock arizona slide sandal,"Informational, Transactional",140,"0.32,0.43,0.66,1.00,0.82,1.00,0.66,0.52,0.14,0.66,0.82,0.23",50,0.00,0.00,"Reviews, Image, Image pack, Video, Video carousel, Related searches, Popular products",0
birkenstock arizona soft footbed sandals women's,"Informational, Transactional",140,"0.28,0.53,0.65,0.81,1.00,1.00,0.65,0.15,0.09,0.15,0.21,0.15",31,2.52,1.00,"Reviews, Image, Image pack, Video, People also ask, Popular products",3460000
birkenstock mens arizona sandals,Transactional,140,"0.64,0.19,0.33,0.33,0.42,0.33,0.28,0.19,0.28,1.00,0.64,0.14",38,2.75,1.00,"Reviews, Image, Image pack, Video carousel, People also ask, Related searches, Popular products",0
womens birkenstock sandals arizona,Transactional,140,"0.12,0.65,0.65,0.81,1.00,0.81,0.15,0.09,0.12,0.15,0.15,0.09",46,2.34,1.00,"Reviews, Image, Image pack, Video carousel, Related searches, Popular products",0
arizona teddy shearling birkenstock sandals,"Informational, Transactional",110,"0.42,0.33,0.14,0.19,0.14,0.19,0.51,0.81,0.81,1.00,1.00,0.42",22,2.41,1.00,"Reviews, Image, Image pack, Video, Related searches, Popular products",96
birkenstock arizona sandals women,"Informational, Transactional",110,"0.11,0.33,1.00,0.64,0.64,0.64,0.64,0.33,0.25,0.53,0.25,0.14",51,2.26,1.00,"Site links, Reviews, Image, Image pack, Video carousel, Related searches, Popular products",9950000
birkenstock arizona slide sandal - men's,Transactional,110,"0.19,0.26,0.34,0.42,0.53,0.53,0.53,0.34,0.19,0.65,1.00,0.11",30,0.00,0.00,"Reviews, Image, Video, Related searches, Popular products",0
birkenstock big buckle arizona patent leather sandals,"Informational, Transactional",110,"0.43,0.51,0.51,0.66,1.00,0.66,0.66,0.23,0.23,0.43,0.17,0.31",16,2.62,1.00,"Reviews, Image, Image pack, Video, Related searches, Popular products",96
birkenstock men's amalfi leather soft footbed arizona sandals,Transactional,110,"0.00,0.00,0.00,0.42,0.80,0.65,0.53,0.26,0.42,0.53,1.00,0.26",17,3.47,1.00,"Reviews, Image, Image pack, People also ask, Related searches, Popular products",57
birkenstock women's arizona shearling sandals,"Informational, Transactional",110,"0.09,0.52,0.09,0.33,0.80,0.66,0.33,0.52,1.00,1.00,0.66,0.33",20,2.16,1.00,"Reviews, Image, Image pack, Video, Video carousel, Related searches, Popular products",1720000
eva arizona birkenstock sandals,"Navigational, Transactional",110,"0.53,0.42,0.65,1.00,0.80,0.80,0.34,0.15,0.11,0.07,0.34,0.19",41,1.53,1.00,"Site links, Reviews, Image, Image pack, Video carousel, Related searches, Popular products",6230000
papillio by birkenstock arizona sport sandals,Transactional,110,"0.05,0.05,0.53,0.53,0.35,1.00,0.23,0.12,0.05,0.05,0.05,0.05",19,0.00,1.00,"Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",59
arizona birkenstock sandals sale,Transactional,90,"0.00,0.00,0.00,0.53,1.00,1.00,0.28,0.00,0.15,0.43,0.03,0.00",47,1.43,1.00,"Reviews, Image, Image pack, Video, Related searches, Popular products",6390000
birkenstock arizona big buckle nubuck leather sandal in rose,"Informational, Transactional",90,"1.00,0.42,0.14,0.19,0.42,0.19",16,0.00,0.00,"Reviews, Image, Image pack, Video, Related searches, Popular products",74
birkenstock arizona big buckle slide sandal,"Informational, Transactional",90,"0.06,0.10,0.18,0.29,0.22,1.00,0.22,0.08,0.00,0.08,0.08,0.02",22,0.00,0.00,"Site links, Reviews, Image, Image pack, Video, Related searches",4450000
birkenstock arizona big buckle slide sandal - women's,Transactional,90,"0.23,0.64,1.00,0.64,1.00,1.00,1.00,0.29,0.05,0.23,0.29,0.11",21,0.00,0.00,"Reviews, Image, Image pack, Video, Related searches, Popular products",2710000
birkenstock arizona essentials slide sandal - men's,Transactional,90,"0.52,0.64,0.52,0.64,1.00,0.82,0.82,0.41,0.11,0.52,0.52,0.00",24,0.00,0.00,"Reviews, Image, Image pack, Video, Related searches, Popular products",775000
birkenstock arizona leather sandals,Transactional,90,"0.50,0.79,0.79,1.00,1.00,1.00,0.64,0.35,0.35,0.50,0.50,0.21",22,1.51,1.00,"Reviews, Image, Image pack, Video, Video carousel, People also ask, Popular products",9250000
birkenstock arizona platform sandals,"Navigational, Transactional",90,"0.43,0.81,0.81,1.00,0.81,0.53,0.23,0.19,0.09,0.23,0.09,0.13",17,1.49,1.00,"Reviews, Image, Image pack, Video, Related searches, Popular products",5510000
birkenstock arizona sandals on sale,Transactional,90,"0.00,0.00,0.00,0.53,1.00,0.81,0.43,0.00,0.21,0.34,0.03,0.00",46,1.43,1.00,"Reviews, Image, Image pack, Video, Related searches, Popular products",11500000
birkenstock arizona soft footbed sandal,Transactional,90,"1.00,1.00,1.00,1.00,1.00,1.00,0.33,0.33,0.00,0.33,0.00,0.00",19,0.00,0.00,"Reviews, Image, Image pack, Video carousel, People also ask, Related searches, Popular products",3920000
birkenstock arizona soft footbed sandals - women's,"Informational, Transactional",90,"0.64,0.82,0.82,0.82,0.82,0.64,1.00,0.82,0.82,0.64,0.45,0.18",30,2.52,1.00,"Reviews, Image, Image pack, Video, People also ask, Popular products",4150000
birkenstock essentials arizona waterproof slide sandal,"Informational, Transactional",90,"0.06,0.15,0.65,1.00,0.65,0.43,0.15,0.06,0.03,0.15,0.06,0.00",41,0.00,0.00,"Site links, Reviews, Image, Image pack, Video, Related searches, Popular products",520000
birkenstock men's arizona sandals,Transactional,90,"0.03,0.19,0.34,0.34,0.42,0.07,0.26,0.19,0.07,1.00,0.65,0.15",35,2.75,1.00,"Reviews, Image, Image pack, Video carousel, Related searches, Popular products",8380000
birkenstock women's arizona eva sandals,Transactional,90,"0.12,0.65,0.65,0.65,0.65,0.65,0.65,1.00,0.28,0.40,0.40,0.23",20,1.92,1.00,"Reviews, Image, Image pack, Video carousel, Related searches, Popular products",0
birkenstock women's arizona split sandals,"Informational, Transactional",90,"0.78,0.50,0.50,0.64,0.78,1.00,0.64,0.35,0.28,1.00,0.35,0.21",17,2.40,1.00,"Reviews, Image, Image pack, Video, Related searches, Related products",690000
birkenstock women's arizona washed metallic sandals,"Informational, Transactional",90,"0.09,0.09,0.19,0.52,0.52,0.52,0.66,0.66,0.33,1.00,0.23,0.14",17,2.74,1.00,"Reviews, Image, Image pack, Video, Related searches",65
mens birkenstock arizona sandals,Transactional,90,"0.50,0.50,0.78,1.00,1.00,0.78,0.50,0.35,0.35,0.78,0.78,0.35",31,2.75,1.00,"Reviews, Image, Image pack, Video, Video carousel, Related searches, Popular products",5220000
arizona big buckle birkenstock sandals,"Informational, Transactional",70,"0.17,0.36,1.00,1.00,1.00,1.00,1.00,0.45,0.17,0.17,0.45,0.27",32,2.34,1.00,"Reviews, Image, Image pack, Video carousel, Related searches, Popular products",5350000
arizona chunky sandal in warm sand birkenstock,"Informational, Transactional",70,"0.11,1.00,1.00,0.34,0.65,0.15,0.07,0.00,0.00,0.00,0.00,0.00",3,0.00,0.00,"Site links, Reviews, Image, Image pack, Video, Related searches, Popular products, Shopping ads",74
arizona soft footbed birkenstock sandals,Transactional,70,"0.27,0.45,1.00,1.00,1.00,1.00,1.00,0.18,0.18,0.45,0.45,0.18",24,4.56,1.00,"Reviews, Image, Image pack, Video carousel, People also ask, Popular products",6280000
birkenstock arizona essentials eva sandals,"Navigational, Transactional",70,"0.14,0.23,0.52,1.00,0.52,0.14,0.23,0.14,0.09,0.23,0.23,0.09",43,2.23,1.00,"Site links, Reviews, Image, Image pack, Video, Video carousel, People also ask, Related searches, Related products",0
birkenstock arizona eva womens sandals,Transactional,70,"0.11,0.11,0.11,0.11,0.64,0.64,0.64,1.00,0.29,0.41,0.52,0.23",42,1.92,1.00,"Reviews, Image, Image pack, Video, Video carousel, People also ask, Popular products",5540000
birkenstock arizona sandals women's,"Informational, Transactional",70,"0.08,0.06,0.11,0.08,0.03,0.01,0.03,0.01,0.01,0.01,1.00,0.00",51,2.26,1.00,"Site links, Reviews, Image, Image pack, Video, Related searches, Popular products",12200000
birkenstock arizona soft footbed sandals - men's,"Informational, Transactional",70,"0.18,1.00,0.45,1.00,0.81,0.45,0.81,0.81,0.18,0.63,0.45,0.18",26,5.45,1.00,"Reviews, Image, Image pack, Video, People also ask, Popular products",4250000
birkenstock arizona soft footbed sandals men's,"Informational, Transactional",70,"0.18,1.00,0.18,1.00,0.63,0.63,1.00,0.81,0.18,0.27,0.45,0.18",28,5.45,1.00,"Reviews, Image, Image pack, Video, People also ask, Popular products",6510000
birkenstock arizona split sandals,Transactional,70,"0.09,0.14,0.09,0.53,1.00,1.00,0.33,0.19,0.09,0.09,0.09,0.09",20,0.00,1.00,"Reviews, Image, Image pack, Video, People also ask, Related searches, Related products, Shopping ads",801000
birkenstock arizona suede sandals,"Navigational, Transactional",70,"0.27,0.44,0.81,1.00,0.63,1.00,0.63,0.37,0.37,0.63,0.81,0.37",25,2.72,1.00,"Reviews, Image, Image pack, Video carousel, Related searches, Popular products",6370000
birkenstock arizona women's sandals,Transactional,70,"0.06,0.03,0.05,0.06,0.06,0.05,0.05,0.01,0.00,0.01,1.00,0.00",51,2.26,1.00,"Reviews, Image, Image pack, Video carousel, People also ask, Related searches, Popular products",7660000
birkenstock arizona womens sandals,Transactional,70,"0.05,0.14,0.33,0.33,0.33,0.67,1.00,0.33,0.33,0.43,0.33,0.10",49,2.26,1.00,"Site links, Reviews, Image, Image pack, Video carousel, Related searches, Popular products",6110000
birkenstock black arizona sandals,Transactional,70,"0.62,1.00,1.00,0.81,1.00,0.26,0.62,0.26,0.07,0.45,0.45,0.45",24,2.59,1.00,"Reviews, Image, Image pack, Video carousel, People also ask, Popular products",13600000
birkenstock men's arizona birkibuc sandals,"Informational, Transactional",70,"0.14,0.28,0.21,0.78,0.78,0.78,0.78,0.14,0.14,1.00,1.00,0.14",17,2.84,1.00,"Reviews, Image, Image pack, Video, Related searches, Popular products, Shopping ads",527000
birkenstock sandals arizona eva,"Informational, Transactional",70,"0.07,0.27,0.33,1.00,1.00,0.80,0.67,0.47,0.47,0.47,0.33,0.20",51,1.01,1.00,"Site links, Reviews, Image, Image pack, Video, Video carousel, Related searches, Popular products",5610000
birkenstock sandals arizona mocha,Transactional,70,"0.14,0.64,0.64,0.64,0.64,0.78,0.28,0.35,0.28,1.00,0.78,0.21",18,2.47,1.00,"Reviews, Image, Image pack, Video, Related searches, Popular products",1200000
birkenstock sandals black friday arizona,Commercial,70,"0.11,0.42,0.34,0.11,0.34,0.34,0.15,0.07,0.26,1.00,0.07,0.07",26,0.00,1.00,"Site links, Reviews, Image, Image pack, Video, People also ask, Popular products",71
birkenstock women's arizona birkibuc sandals,"Informational, Transactional",70,"0.11,0.17,0.17,0.64,0.64,0.64,0.41,0.29,0.23,1.00,1.00,0.11",22,2.10,1.00,"Reviews, Image, Image pack, Video, Related searches, Popular products, Shopping ads",531000
birkenstock womens arizona essentials eva sandals,Transactional,70,"0.00,0.00,0.10,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00",19,1.89,1.00,"Reviews, Image, Image pack, Video carousel, Related searches, Popular products, Shopping ads",0
birkenstock youth arizona eva sandals,"Navigational, Transactional",70,"0.18,1.00,0.36,1.00,1.00,1.00,0.36,0.36,0.18,1.00,1.00,0.43",17,1.81,1.00,"Reviews, Image, Image pack, Related searches, Popular products",2630000
papillio by birkenstock arizona platform vegan sandals,"Informational, Transactional",70,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.18,0.18,0.18,0.18,0.18",19,2.75,1.00,"Reviews, Image, Image pack, Video, People also ask, Related searches, Related products",99
women's birkenstock big buckle arizona sandals leather,Transactional,70,"0.02,0.02,0.02,0.66,1.00,0.23,0.05,0.05,0.05,0.05,0.05,0.05",30,0.00,1.00,"Reviews, Image, Image pack, Video, Related searches, Popular products",3260000
women's birkenstock sandals arizona,Transactional,70,"0.09,0.23,0.52,0.66,0.66,1.00,0.42,0.19,0.09,0.09,0.09,0.09",53,2.34,1.00,"Reviews, Image, Image pack, Video, Video carousel, People also ask, Related searches, Popular products",9660000
womens arizona birkenstock sandals,Transactional,70,"0.00,0.00,0.12,0.09,0.15,0.15,0.21,0.12,0.00,0.65,1.00,0.06",48,2.26,1.00,"Reviews, Image, Image pack, Video carousel, Related searches, Popular products",5060000
birkenstock arizona big buckle sandal - women's,Transactional,50,"0.64,0.50,1.00,0.50,0.64,0.21,0.14,0.00,0.00,0.00,0.00",25,0.00,0.00,"Reviews, Image, Image pack, Video, Related searches, Popular products",3010000
birkenstock arizona essentials eva sandals - women's,Transactional,50,"0.18,0.36,1.00,1.00,0.81,0.45,0.27,0.18,0.18,0.18,0.18,0.18",28,0.00,1.00,"Reviews, Image, Image pack, Video, Video carousel, People also ask, Popular products",1280000
birkenstock arizona essentials eva slide sandal - women's,"Informational, Transactional",50,"0.00,1.00",29,0.00,0.00,"Site links, Reviews, Image, Video, Related searches, Related products",78
birkenstock arizona sandals mens,Transactional,50,"0.40,1.00,0.80,0.40,0.60,0.40,0.60,0.13,0.07,0.40,0.27,0.00",39,2.75,1.00,"Reviews, Image, Video carousel, Related searches, Popular products",5720000
birkenstock arizona shimmer sandals,"Informational, Transactional",50,"0.00,0.00,0.00,1.00,0.45,1.00,1.00,1.00,0.27,0.36,0.36,0.27",10,2.11,1.00,"Reviews, Image, Image pack, Video, Video carousel, Related searches, Popular products",70
birkenstock arizona soft bed sandals,Transactional,50,"0.18,0.18,0.18,0.18,0.18,0.18,1.00,0.63,0.63,0.63,1.00,0.45",28,2.73,1.00,"Reviews, Image, Image pack, Video, Video carousel, People also ask, Popular products",1100000
birkenstock sandals arizona mens,Transactional,50,"0.11,0.11,0.11,0.11,0.11,0.11,0.41,0.41,1.00,0.52,0.41,0.82",36,2.75,1.00,"Reviews, Image, Image pack, Video carousel, People also ask, Related searches, Popular products",8870000
birkenstock sandals black arizona,Transactional,50,"0.14,0.14,0.14,0.14,0.14,0.14,0.50,0.35,0.35,1.00,1.00,0.50",34,2.59,1.00,"Reviews, Image, Image pack, Video carousel, Related searches, Popular products",13600000
birkenstock suede arizona sandals,"Navigational, Transactional",50,"0.33,0.55,1.00,0.44,0.77,0.55,0.77,0.44,0.44,0.77,0.77,0.11",21,2.72,1.00,"Reviews, Image, Image pack, Video, Video carousel, Related searches, Popular products",6900000
birkenstock women's arizona birko flor sandals,Transactional,50,"0.18,0.18,1.00,1.00,0.64,0.64,1.00,0.18,0.18,0.64,0.18,0.18",16,2.57,1.00,"Reviews, Image, Image pack, Video, Related searches, Popular products",1890000
birkenstock women's arizona birko-flor sandals,"Navigational, Transactional",50,"0.18,0.18,1.00,1.00,0.45,0.27,0.81,0.18,0.00,0.63,0.27,0.18",16,2.57,1.00,"Reviews, Image, Image pack, Video, Related searches, Popular products",1890000
birkenstock women's arizona soft footbed metallic sandals,"Navigational, Transactional",50,"0.00,0.00,0.18,1.00,0.36,1.00,1.00,1.00,0.36,0.45,0.36,0.18",16,0.00,1.00,"Reviews, Image, Video, Related searches, Popular products",3340000
birkenstock women's arizona suede sandals,"Navigational, Transactional",50,"0.18,0.27,1.00,1.00,1.00,1.00,0.18,0.18,0.18,0.36,0.45,0.18",20,2.14,1.00,"Reviews, Image, Related searches, Popular products",4700000
ladies birkenstock arizona sandals,Transactional,50,"0.00,0.03,0.00,0.03,0.03,0.03,0.00,0.00,0.00,0.00,1.00,0.00",49,2.26,1.00,"Reviews, Image, Image pack, Video carousel, Related searches, Popular products",3880000
men's arizona birkenstock sandals,Transactional,50,"0.65,0.78,0.65,0.48,1.00,0.78,0.04,0.00,0.00,0.00,0.13,0.00",35,2.75,1.00,"Reviews, Image, Image pack, Video carousel, Related searches, Popular products",9480000
men's birkenstock arizona sandals,Transactional,50,"0.36,0.64,1.00,0.81,0.64,0.45,0.27,0.27,0.08,0.36,0.36,0.08",41,2.75,1.00,"Reviews, Image, Image pack, Video carousel, Related searches, Popular products",9990000
mens birkenstock sandals arizona,Transactional,50,"0.18,0.18,1.00,0.63,1.00,0.18,0.63,0.45,0.45,0.63,0.45,0.18",33,1.49,1.00,"Reviews, Image, Image pack, Video carousel, Related searches, Popular products",5910000
papillio by birkenstock arizona chunky sport sandals,"Informational, Transactional",50,"0.00,0.00,1.00,1.00,0.23,0.11,0.11,0.11,0.11,0.11,0.11,0.11",18,0.00,1.00,"Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",52
women's birkenstock arizona eva sandals,Transactional,50,"0.25,0.43,1.00,1.00,1.00,1.00,0.18,0.18,0.18,0.18,0.18,0.18",29,2.08,1.00,"Site links, Reviews, Image, Image pack, People also ask, Related searches, Related products",0
birkenstock arizona birko flor sandals,"Navigational, Transactional",40,"0.18,0.61,0.61,0.43,0.36,1.00,0.18,0.18,0.18,0.18,0.18,0.18",19,1.70,1.00,"Reviews, Image, Image pack, Video, Video carousel, People also ask, Related searches, Popular products",2570000
birkenstock arizona essentials eva sandals women's,"Navigational, Transactional",40,"0.18,0.18,1.00,1.00,0.64,0.64,0.18,0.18,0.18,0.18,0.18,0.18",21,0.00,1.00,"Reviews, Image, Image pack, Video, People also ask, Popular products",1980000
birkenstock arizona eva sandals women's,Transactional,40,"0.18,0.18,0.18,0.27,1.00,1.00,0.18,0.18,0.18,0.18,0.18,0.18",44,0.00,1.00,"Reviews, Image, Image pack, Video carousel, People also ask, Related searches, Popular products",6720000
birkenstock arizona sandals white,Transactional,40,"0.32,0.43,1.00,0.54,0.43,0.43,0.21,0.21,0.21,0.75,0.32,0.21",17,2.53,1.00,"Reviews, Image, Image pack, Related searches, Popular products",10600000
birkenstock big buckle arizona sandals,Transactional,40,"0.18,1.00,1.00,1.00,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18",31,1.78,1.00,"Reviews, Image, Image pack, Video, Related searches, Popular products",5450000
birkenstock kids' arizona eva sandals,"Navigational, Transactional",40,"0.17,0.45,0.45,1.00,0.64,0.45,0.36,0.17,0.08,0.17,0.27,0.17",16,0.00,0.00,"Reviews, Image, Image pack, Related searches, Popular products",3740000
birkenstock sandals women arizona,"Informational, Transactional",40,"0.00,0.55,0.11,0.77,0.33,1.00,1.00,0.44,0.44,0.77,0.44,0.22",48,2.26,1.00,"Reviews, Image, Image pack, Video carousel, Related searches, Popular products, Shopping ads",10400000
birkenstock white arizona sandals,"Navigational, Transactional",40,"0.07,1.00,0.61,0.43,0.43,0.25,0.36,0.07,0.00,0.25,0.25,0.25",19,2.53,1.00,"Reviews, Image, Image pack, Video, People also ask, Related searches, Related products",12200000
birkenstock women's arizona big buckle slide sandals,"Informational, Transactional",40,"0.17,0.17,0.17,1.00,0.27,0.45,1.00,0.17,0.17,0.17,0.17,0.17",28,0.00,1.00,"Reviews, Image, Image pack, Video, People also ask, Related searches, Related products",87
birkenstock women's arizona chunky sandals,Transactional,40,"0.18,0.18,0.18,1.00,1.00,0.18,0.18,0.18,0.18,0.18,0.18,0.18",19,0.00,1.00,"Reviews, Image, Image pack, Video, Related searches, Popular products",2240000
birkenstock women's arizona essentials eva sandals anthracite,"Informational, Transactional",40,"0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,1.00,0.17,1.00,0.17",15,0.00,1.00,"Reviews, Image, Video, Related searches, Popular products, Shopping ads",66
birkenstock women's arizona essentials eva sandals black,"Informational, Transactional",40,"0.18,0.18,0.18,0.18,0.18,0.18,1.00,1.00,0.18,0.18,0.18,0.18",35,0.00,1.00,"Reviews, Image, Image pack, Video, Related searches, Popular products, Shopping ads",1010000
birkenstock women's arizona leather sandals,Transactional,40,"0.33,0.09,0.09,1.00,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09",40,0.00,1.00,"Reviews, Image, Image pack, Video, Video carousel, People also ask, Popular products",5190000
birkenstock women's arizona shiny python sandals,"Informational, Transactional",40,"1.00,1.00,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18",18,0.00,1.00,"Reviews, Image, Image pack, Video, People also ask, Popular products",55
birkenstock women's arizona soft footbed sandal,Transactional,40,"0.27,0.45,0.18,0.82,1.00,0.45,0.45,0.27,0.09,0.36,0.27,0.00",25,0.00,0.00,"Reviews, Image, Image pack, Video carousel, People also ask, Popular products",3470000
mens arizona birkenstock sandals,Transactional,40,"0.33,1.00,0.50,0.42,0.42,0.33,0.42,0.50,0.00,0.50,0.50,0.08",36,2.75,1.00,"Reviews, Image, Image pack, Video carousel, Related searches, Popular products",5310000
